Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,40.354571,[229  90] ; [107 130],[192.77697842 126.22302158] ; [143.22302158  93.77697842],1
u3,1,0.375309,0.78601,[48 27] ; [38 29],[45.42253521 29.57746479] ; [40.57746479 26.42253521],0
a6,1,0.385414,0.753363,[225 103] ; [177  69],[229.71428571  98.28571429] ; [172.28571429  73.71428571],0
a1,1,0.536507,0.382052,[ 17 312] ; [ 10 236],[ 15.44869565 313.55130435] ; [ 11.55130435 234.44869565],0
b4,1,0.620159,0.245644,[198 131] ; [143 103],[195.11130435 133.88869565] ; [145.88869565 100.11130435],0
p1,1,0.634896,0.22548,[ 25 303] ; [ 16 227],[ 23.55166375 304.44833625] ; [ 17.44833625 225.55166375],0
s3,1,0.656299,0.19805,[181 140] ; [133 111],[178.39646018 142.60353982] ; [135.60353982 108.39646018],0
d3,1,0.670893,0.180559,[245  84] ; [187  59],[247.17913043  81.82086957] ; [184.82086957  61.17913043],0
b1,1,0.721207,0.127339,[109 220] ; [ 85 161],[111.00173913 217.99826087] ; [ 82.99826087 163.00173913],0
u2,1,0.770363,0.085206,[45 30] ; [38 28],[44.14893617 30.85106383] ; [38.85106383 27.14893617],0
n3,1,0.805474,0.060649,[40 16] ; [43 19],[39.38983051 16.61016949] ; [43.61016949 18.38983051],0
r3,1,0.917146,0.010822,[320   9] ; [236   7],[319.7972028   9.2027972] ; [236.2027972   6.7972028],0
d2,1,0.926442,0.008523,[172 156] ; [127 117],[171.45454545 156.54545455] ; [127.54545455 116.45454545],0
s4,1,0.935031,0.006645,[ 49 275] ; [ 36 206],[ 48.65724382 275.34275618] ; [ 36.34275618 205.65724382],0
a7,1,0.93628,0.006391,[240  88] ; [180  65],[240.41884817  87.58115183] ; [179.58115183  65.41884817],0
