Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,101.090827,[400   6] ; [19 12],[389.27688787  16.72311213] ; [29.72311213  1.27688787],1
s2,1,0.157066,2.002248,[234 168] ; [14 17],[230.2448037 171.7551963] ; [17.7551963 13.2448037],0
p9,1,0.211941,1.558119,[370  35] ; [28  5],[368.01369863  36.98630137] ; [29.98630137  3.01369863],0
p8,1,0.236574,1.400896,[272 130] ; [19 14],[268.92413793 133.07586207] ; [22.07586207 10.92413793],0
v2,1,0.239155,1.385571,[240 156] ; [16 16],[236.85981308 159.14018692] ; [19.14018692 12.85981308],0
p7,1,0.358868,0.84185,[300 101] ; [23 11],[297.75402299 103.24597701] ; [25.24597701  8.75402299],0
a2,1,0.362251,0.830073,[113 293] ; [ 7 27],[110.72727273 295.27272727] ; [ 9.27272727 24.72727273],0
p12,1,0.3623,0.829905,[ 44 361] ; [ 2 32],[ 42.43735763 362.56264237] ; [ 3.56264237 30.43735763],0
b4,1,0.372163,0.796429,[235 171] ; [17 17],[232.52727273 173.47272727] ; [19.47272727 14.52727273],0
s8,1,0.397682,0.715325,[214 189] ; [15 18],[211.66743119 191.33256881] ; [17.33256881 15.66743119],0
p6,1,0.410535,0.67725,[201 200] ; [19 14],[203.2718894 197.7281106] ; [16.7281106 16.2718894],0
b2,1,0.443813,0.586405,[106 153] ; [ 9 18],[104.14335664 154.85664336] ; [10.85664336 16.14335664],0
b3,1,0.443813,0.586405,[106 153] ; [ 9 18],[104.14335664 154.85664336] ; [10.85664336 16.14335664],0
n2,1,0.47376,0.513193,[46 15] ; [11  2],[46.98648649 14.01351351] ; [10.01351351  2.98648649],0
p5,1,0.478539,0.502192,[ 77 325] ; [ 8 25],[ 78.55172414 323.44827586] ; [ 6.44827586 26.55172414],0
u1,1,0.499774,0.455415,[ 92 314] ; [ 6 28],[ 90.42727273 315.57272727] ; [ 7.57272727 26.42727273],0
a4,1,0.509987,0.434095,[202 202] ; [19 15],[203.84474886 200.15525114] ; [17.15525114 16.84474886],0
a1,1,0.532973,0.388719,[ 22 384] ; [ 1 33],[ 21.22272727 384.77727273] ; [ 1.77727273 32.22272727],0
d2,1,0.588192,0.293177,[222 183] ; [17 17],[220.48974943 184.51025057] ; [18.51025057 15.48974943],0
n1,1,0.638526,0.220675,[28 32] ; [7 6],[28.76712329 31.23287671] ; [6.23287671 6.76712329],0
p11,1,0.682666,0.16714,[345  61] ; [28  6],[344.17727273  61.82272727] ; [28.82272727  5.17727273],0
p1,1,0.742904,0.107591,[ 43 362] ; [ 3 31],[ 42.43735763 362.56264237] ; [ 3.56264237 30.43735763],0
s7,1,0.758502,0.094525,[228 155] ; [17 13],[227.20338983 155.79661017] ; [17.79661017 12.20338983],0
a5,1,0.774886,0.08179,[319  87] ; [26  8],[318.34090909  87.65909091] ; [26.65909091  7.34090909],0
a3,1,0.817584,0.053201,[305 100] ; [25  9],[304.44191344 100.55808656] ; [25.55808656  8.44191344],0
b5,1,0.820654,0.051395,[235 171] ; [19 15],[234.37272727 171.62727273] ; [19.62727273 14.37272727],0
u2,1,0.886905,0.020227,[58 42] ; [5 4],[57.79816514 42.20183486] ; [5.20183486 3.79816514],0
