Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.6e-05,17.658243,[13 29] ; [71 32],[24.33103448 17.66896552] ; [59.66896552 43.33103448],1
p7,1,0.434073,0.6119,[10 30] ; [32 69],[11.91489362 28.08510638] ; [30.08510638 70.91489362],0
u4,1,0.482916,0.492271,[ 1 42] ; [ 5 98],[ 1.76712329 41.23287671] ; [ 4.23287671 98.76712329],0
d2,1,0.488823,0.479116,[22 21] ; [58 43],[23.88888889 19.11111111] ; [56.11111111 44.88888889],0
s4,1,0.531164,0.392165,[ 7 36] ; [21 80],[ 8.36111111 34.63888889] ; [19.63888889 81.36111111],0
v1,1,0.535036,0.384817,[14 29] ; [38 62],[15.63636364 27.36363636] ; [36.36363636 63.63636364],0
r1,1,0.570362,0.322078,[28 15] ; [72 31],[29.45205479 13.54794521] ; [70.54794521 32.45205479],0
n3,1,0.591744,0.287629,[12 10] ; [21 13],[12.96428571  9.03571429] ; [20.03571429 13.96428571],0
p1,1,0.60099,0.273506,[ 4 39] ; [ 7 96],[ 3.23972603 39.76027397] ; [ 7.76027397 95.23972603],0
n1,1,0.619644,0.246368,[11 12] ; [14 20],[10.0877193 12.9122807] ; [14.9122807 19.0877193],0
u3,1,0.730668,0.118499,[8 6] ; [16 15],[7.46666667 6.53333333] ; [16.53333333 14.46666667],0
b5,1,0.733447,0.11597,[25 18] ; [63 40],[25.91780822 17.08219178] ; [62.08219178 40.91780822],0
a3,1,0.769101,0.086172,[29 14] ; [72 31],[29.74657534 13.25342466] ; [71.25342466 31.74657534],0
p8,1,0.834576,0.043613,[ 9 34] ; [20 83],[ 8.54109589 34.45890411] ; [20.45890411 82.54109589],0
a1,1,0.913075,0.011916,[ 4 39] ; [ 9 94],[ 3.82876712 39.17123288] ; [ 9.17123288 93.82876712],0
s2,1,0.989941,0.000159,[18 25] ; [43 60],[17.96575342 25.03424658] ; [43.03424658 59.96575342],0
