Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,25.579536,[71 10] ; [15 20],[60.05172414 20.94827586] ; [25.94827586  9.05172414],1
b5,1,0.488818,0.479126,[45 36] ; [17 18],[43.29310345 37.70689655] ; [18.70689655 16.29310345],0
p4,1,0.491923,0.472317,[38 43] ; [14 21],[36.31034483 44.68965517] ; [15.68965517 19.31034483],0
a3,1,0.547477,0.361857,[50 31] ; [23 11],[51.4173913 29.5826087] ; [21.5826087 12.4173913],0
p7,1,0.550137,0.357071,[52 27] ; [21 14],[50.5877193 28.4122807] ; [22.4122807 12.5877193],0
u3,1,0.558378,0.342521,[15 16] ; [7 5],[15.86046512 15.13953488] ; [6.13953488 5.86046512],0
d2,1,0.571642,0.319943,[37 44] ; [14 21],[35.61206897 45.38793103] ; [15.38793103 19.61206897],0
v4,1,0.60703,0.264523,[71  9] ; [29  5],[70.1754386  9.8245614] ; [29.8245614  4.1754386],0
b2,1,0.62401,0.240272,[16 30] ; [ 9 13],[16.91176471 29.08823529] ; [ 8.08823529 13.91176471],0
b3,1,0.62401,0.240272,[16 30] ; [ 9 13],[16.91176471 29.08823529] ; [ 8.08823529 13.91176471],0
a1,1,0.624545,0.239531,[ 3 78] ; [ 2 33],[ 3.49137931 77.50862069] ; [ 1.50862069 33.49137931],0
s4,1,0.629976,0.232093,[ 9 72] ; [ 5 30],[ 9.77586207 71.22413793] ; [ 4.22413793 30.77586207],0
r1,1,0.640138,0.218562,[56 24] ; [26  9],[57.04347826 22.95652174] ; [24.95652174 10.04347826],0
a5,1,0.667458,0.18459,[52 29] ; [21 14],[50.97413793 30.02586207] ; [22.02586207 12.97413793],0
d3,1,0.683291,0.166445,[50 31] ; [23 12],[50.97413793 30.02586207] ; [22.02586207 12.97413793],0
a4,1,0.702138,0.146257,[29 51] ; [14 21],[29.91304348 50.08695652] ; [13.08695652 21.91304348],0
b1,1,0.716156,0.132205,[33 48] ; [13 22],[32.12068966 48.87931034] ; [13.87931034 21.12068966],0
r2,1,0.810526,0.057479,[74  6] ; [31  3],[73.68421053  6.31578947] ; [31.31578947  2.68421053],0
p1,1,0.829684,0.046271,[ 6 75] ; [ 3 32],[ 6.28448276 74.71551724] ; [ 2.71551724 32.28448276],0
s7,1,0.832497,0.044732,[26 52] ; [10 22],[25.52727273 52.47272727] ; [10.47272727 21.52727273],0
v1,1,0.850809,0.035377,[32 47] ; [14 19],[32.44642857 46.55357143] ; [13.55357143 19.44642857],0
p12,1,0.892908,0.018124,[ 2 78] ; [ 1 33],[ 2.10526316 77.89473684] ; [ 0.89473684 33.10526316],0
b4,1,0.991358,0.000117,[51 30] ; [22 13],[50.97413793 30.02586207] ; [22.02586207 12.97413793],0
