Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,9e-06,19.812788,[23 13] ; [ 2 24],[14.51612903 21.48387097] ; [10.48387097 15.51612903],1
n4,1,0.209614,1.574088,[25 11] ; [14 12],[22.64516129 13.35483871] ; [16.35483871  9.64516129],0
u2,1,0.2113,1.5625,[3 6] ; [ 2 14],[1.8 7.2] ; [ 3.2 12.8],0
b1,1,0.242889,1.363751,[22 14] ; [12 14],[19.74193548 16.25806452] ; [14.25806452 11.74193548],0
p7,1,0.280406,1.165119,[ 8 28] ; [ 9 17],[ 9.87096774 26.12903226] ; [ 7.12903226 18.87096774],0
p3,1,0.314608,1.01123,[11 25] ; [ 5 21],[ 9.29032258 26.70967742] ; [ 6.70967742 19.29032258],0
n5,1,0.320874,0.985381,[19 17] ; [17  9],[20.90322581 15.09677419] ; [15.09677419 10.90322581],0
n6,1,0.332641,0.938591,[17 18] ; [ 9 16],[15.16666667 19.83333333] ; [10.83333333 14.16666667],0
p6,1,0.376866,0.780901,[ 3 32] ; [ 4 21],[ 4.08333333 30.91666667] ; [ 2.91666667 22.08333333],0
a1,1,0.38665,0.749451,[ 3 33] ; [ 4 22],[ 4.06451613 31.93548387] ; [ 2.93548387 23.06451613],0
b5,1,0.415619,0.662669,[19 17] ; [11 15],[17.41935484 18.58064516] ; [12.58064516 13.41935484],0
n3,1,0.431401,0.619048,[7 6] ; [5 8],[6. 7.] ; [6. 7.],0
s7,1,0.442839,0.588915,[ 8 25] ; [ 4 21],[ 6.82758621 26.17241379] ; [ 5.17241379 19.82758621],0
s2,1,0.487069,0.482995,[ 7 29] ; [ 7 19],[ 8.12903226 27.87096774] ; [ 5.87096774 20.12903226],0
p5,1,0.501316,0.452149,[ 3 33] ; [ 1 24],[ 2.36065574 33.63934426] ; [ 1.63934426 23.36065574],0
s6,1,0.51481,0.424278,[11 25] ; [ 6 20],[ 9.87096774 26.12903226] ; [ 7.12903226 18.87096774],0
n2,1,0.54659,0.363462,[7 7] ; [5 8],[6.22222222 7.77777778] ; [5.77777778 7.22222222],0
n1,1,0.54659,0.363462,[7 7] ; [5 8],[6.22222222 7.77777778] ; [5.77777778 7.22222222],0
p10,1,0.581599,0.303657,[14 22] ; [ 8 17],[12.98360656 23.01639344] ; [ 9.01639344 15.98360656],0
p4,1,0.589022,0.291875,[12 24] ; [ 7 19],[11.03225806 24.96774194] ; [ 7.96774194 18.03225806],0
b2,1,0.607487,0.263851,[ 8 16] ; [ 7 10],[ 8.7804878 15.2195122] ; [ 6.2195122 10.7804878],0
b3,1,0.607487,0.263851,[ 8 16] ; [ 7 10],[ 8.7804878 15.2195122] ; [ 6.2195122 10.7804878],0
p1,1,0.620382,0.245331,[ 4 32] ; [ 4 22],[ 4.64516129 31.35483871] ; [ 3.35483871 22.64516129],0
v3,1,0.6508,0.204893,[ 4 31] ; [ 4 22],[ 4.59016393 30.40983607] ; [ 3.40983607 22.59016393],0
v1,1,0.663226,0.189628,[ 9 26] ; [ 8 18],[ 9.75409836 25.24590164] ; [ 7.24590164 18.75409836],0
p2,1,0.667832,0.184149,[14 21] ; [ 9 17],[13.19672131 21.80327869] ; [ 9.80327869 16.19672131],0
s4,1,0.892266,0.018343,[ 6 30] ; [ 4 22],[ 5.80645161 30.19354839] ; [ 4.19354839 21.80645161],0
r1,1,0.972806,0.001162,[14 22] ; [10 16],[13.93548387 22.06451613] ; [10.06451613 15.93548387],0
s3,1,0.97862,0.000718,[12 23] ; [ 9 17],[12.04918033 22.95081967] ; [ 8.95081967 17.04918033],0
