Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000149,14.381884,[ 7 62] ; [12 15],[13.65625 55.34375] ; [ 5.34375 21.65625],1
s3,1,0.489972,0.476589,[15 54] ; [ 4 22],[13.8 55.2] ; [ 5.2 20.8],0
r3,1,0.49532,0.464948,[30 38] ; [14 13],[31.49473684 36.50526316] ; [12.50526316 14.49473684],0
u1,1,0.51102,0.431977,[ 5 66] ; [ 3 24],[ 5.79591837 65.20408163] ; [ 2.20408163 24.79591837],0
a6,1,0.525901,0.402306,[34 37] ; [11 16],[32.60204082 38.39795918] ; [12.39795918 14.60204082],0
n5,1,0.544104,0.367986,[41 29] ; [17  9],[42.29166667 27.70833333] ; [15.70833333 10.29166667],0
d4,1,0.544629,0.367027,[42 28] ; [18  9],[43.29896907 26.70103093] ; [16.70103093 10.29896907],0
r1,1,0.54649,0.363642,[19 51] ; [ 9 18],[20.20618557 49.79381443] ; [ 7.79381443 19.20618557],0
d1,1,0.568198,0.325706,[22 49] ; [10 17],[23.18367347 47.81632653] ; [ 8.81632653 18.18367347],0
p1,1,0.572742,0.318115,[ 8 63] ; [ 2 25],[ 7.24489796 63.75510204] ; [ 2.75510204 24.24489796],0
s4,1,0.632225,0.229056,[ 8 63] ; [ 4 23],[ 8.69387755 62.30612245] ; [ 3.30612245 23.69387755],0
n2,1,0.649886,0.206044,[18 18] ; [8 6],[18.72 17.28] ; [7.28 6.72],0
n3,1,0.71729,0.131104,[18 17] ; [8 6],[18.57142857 16.42857143] ; [7.42857143 6.57142857],0
s6,1,0.72345,0.125211,[16 55] ; [ 7 20],[16.66326531 54.33673469] ; [ 6.33673469 20.66326531],0
n4,1,0.787552,0.072625,[41 29] ; [15 12],[40.41237113 29.58762887] ; [15.58762887 11.41237113],0
v1,1,0.796747,0.066337,[22 46] ; [ 8 19],[21.47368421 46.52631579] ; [ 8.52631579 18.47368421],0
a2,1,0.832773,0.044583,[ 9 62] ; [ 3 24],[ 8.69387755 62.30612245] ; [ 3.30612245 23.69387755],0
r2,1,0.847416,0.037024,[37 29] ; [14 12],[36.58695652 29.41304348] ; [14.41304348 11.58695652],0
d2,1,0.849715,0.035903,[27 42] ; [10 17],[26.59375 42.40625] ; [10.40625 16.59375],0
a3,1,0.864345,0.029188,[37 32] ; [15 12],[37.375 31.625] ; [14.625 12.375],0
v2,1,0.897571,0.016572,[20 48] ; [ 8 18],[20.25531915 47.74468085] ; [ 7.74468085 18.25531915],0
b5,1,0.919125,0.01031,[36 35] ; [14 13],[36.2244898 34.7755102] ; [13.7755102 13.2244898],0
u2,1,0.963708,0.00207,[14 19] ; [5 7],[13.93333333 19.06666667] ; [5.06666667 6.93333333],0
s5,1,0.96475,0.001953,[ 8 62] ; [ 3 24],[ 7.93814433 62.06185567] ; [ 3.06185567 23.93814433],0
a7,1,0.977343,0.000807,[36 33] ; [14 13],[35.9375 33.0625] ; [14.0625 12.9375],0
