Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001002,10.824248,[30 98] ; [14 11],[36.81045752 91.18954248] ; [ 7.18954248 17.81045752],0
n4,1,0.828889,0.046711,[81 46] ; [16 10],[80.51633987 46.48366013] ; [16.48366013  9.51633987],0
v4,1,0.837385,0.042123,[100  27] ; [20  6],[99.60784314 27.39215686] ; [20.39215686  5.60784314],0
v3,1,0.882365,0.021896,[31 91] ; [ 6 19],[30.70748299 91.29251701] ; [ 6.29251701 18.70748299],0
d2,1,0.882792,0.021736,[61 65] ; [13 13],[61.34210526 64.65789474] ; [12.65789474 13.34210526],0
u1,1,0.902391,0.015041,[ 16 113] ; [ 3 23],[ 15.81290323 113.18709677] ; [ 3.18709677 22.81290323],0
b1,1,0.913837,0.011707,[66 63] ; [13 13],[65.7483871 63.2516129] ; [13.2516129 12.7483871],0
d5,1,0.920006,0.010085,[85 43] ; [17  9],[84.77922078 43.22077922] ; [17.22077922  8.77922078],0
r2,1,0.93776,0.006097,[105  22] ; [20  4],[105.13245033  21.86754967] ; [19.86754967  4.13245033],0
p6,1,0.956049,0.003037,[ 19 108] ; [ 4 22],[ 19.09150327 107.90849673] ; [ 3.90849673 22.09150327],0
p9,1,0.960482,0.002455,[40 87] ; [ 8 17],[40.10526316 86.89473684] ; [ 7.89473684 17.10526316],0
r4,1,0.979099,0.000686,[84 45] ; [17  9],[84.05806452 44.94193548] ; [16.94193548  9.05806452],0
n1,1,1.0,0.0,[18 36] ; [ 5 10],[18. 36.] ; [ 5. 10.],0
