Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4e-06,21.055513,[16  5] ; [21 68],[ 7.06363636 13.93636364] ; [29.93636364 59.06363636],1
b5,1,0.190257,1.715623,[ 9 13] ; [53 41],[11.75862069 10.24137931] ; [50.24137931 43.75862069],0
n5,1,0.193228,1.69283,[18  4] ; [63 30],[15.49565217  6.50434783] ; [65.50434783 27.49565217],0
p5,1,0.203039,1.620378,[ 2 19] ; [ 3 90],[ 0.92105263 20.07894737] ; [ 4.07894737 88.92105263],0
a8,1,0.204767,1.608045,[ 4 15] ; [ 9 77],[ 2.35238095 16.64761905] ; [10.64761905 75.35238095],0
n2,1,0.231611,1.430938,[8 1] ; [27 12],[6.5625 2.4375] ; [28.4375 10.5625],0
v2,1,0.240417,1.378145,[ 9 12] ; [26 62],[ 6.74311927 14.25688073] ; [28.25688073 59.74311927],0
r1,1,0.244581,1.353995,[14  7] ; [49 44],[11.60526316  9.39473684] ; [51.39473684 41.60526316],0
n3,1,0.253943,1.301478,[8 1] ; [26 11],[6.65217391 2.34782609] ; [27.34782609  9.65217391],0
a7,1,0.297844,1.083823,[13  9] ; [43 49],[10.80701754 11.19298246] ; [45.19298246 46.80701754],0
b3,1,0.309122,1.034423,[1 8] ; [14 38],[2.21311475 6.78688525] ; [12.78688525 39.21311475],0
b2,1,0.309122,1.034423,[1 8] ; [14 38],[2.21311475 6.78688525] ; [12.78688525 39.21311475],0
b4,1,0.343457,0.897485,[13  9] ; [45 49],[11. 11.] ; [47. 47.],0
d5,1,0.382258,0.763429,[11 11] ; [37 56],[ 9.1826087 12.8173913] ; [38.8173913 54.1826087],0
n4,1,0.384348,0.756748,[15  6] ; [57 36],[13.26315789  7.73684211] ; [58.73684211 34.26315789],0
u3,1,0.433583,0.613208,[6 6] ; [20 33],[4.8 7.2] ; [21.2 31.8],0
d2,1,0.468475,0.525571,[ 6 16] ; [19 75],[ 4.74137931 17.25862069] ; [20.25862069 73.74137931],0
u1,1,0.520116,0.413664,[ 1 21] ; [ 2 92],[ 0.56896552 21.43103448] ; [ 2.43103448 91.56896552],0
p12,1,0.520116,0.413664,[ 1 21] ; [ 2 92],[ 0.56896552 21.43103448] ; [ 2.43103448 91.56896552],0
d3,1,0.534714,0.385425,[ 5 17] ; [27 65],[ 6.1754386 15.8245614] ; [25.8245614 66.1754386],0
b1,1,0.600262,0.274601,[10 12] ; [37 57],[ 8.9137931 13.0862069] ; [38.0862069 55.9137931],0
a4,1,0.713123,0.135178,[ 4 18] ; [20 72],[ 4.63157895 17.36842105] ; [19.36842105 72.63157895],0
p11,1,0.725893,0.122916,[14  8] ; [56 38],[13.27586207  8.72413793] ; [56.72413793 37.27586207],0
v1,1,0.739732,0.110363,[ 8 14] ; [37 55],[ 8.68421053 13.31578947] ; [36.31578947 55.68421053],0
s1,1,0.780785,0.077449,[ 2 19] ; [ 7 84],[ 1.6875 19.3125] ; [ 7.3125 83.6875],0
u2,1,0.896161,0.017034,[5 7] ; [21 32],[4.8 7.2] ; [21.2 31.8],0
n1,1,0.898447,0.016288,[4 5] ; [16 22],[3.82978723 5.17021277] ; [16.17021277 21.82978723],0
a6,1,0.928407,0.008073,[11 11] ; [46 48],[10.81034483 11.18965517] ; [46.18965517 47.81034483],0
a3,1,0.939925,0.00568,[10 12] ; [41 51],[ 9.84210526 12.15789474] ; [41.15789474 50.84210526],0
a5,1,0.98038,0.000605,[10 12] ; [43 51],[10.05172414 11.94827586] ; [42.94827586 51.05172414],0
