Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,31.592478,[48  3] ; [10 18],[37.44303797 13.55696203] ; [20.55696203  7.44303797],1
p3,1,0.159637,1.97766,[46  8] ; [21  8],[43.59036145 10.40963855] ; [23.40963855  5.59036145],0
p7,1,0.163075,1.945476,[47  5] ; [23  6],[44.9382716  7.0617284] ; [25.0617284  3.9382716],0
v3,1,0.218128,1.516648,[35 18] ; [14 13],[32.4625 20.5375] ; [16.5375 10.4625],0
b4,1,0.233967,1.41658,[30 24] ; [20  9],[32.53012048 21.46987952] ; [17.46987952 11.53012048],0
u1,1,0.239881,1.381293,[ 9 45] ; [ 8 21],[11.06024096 42.93975904] ; [ 5.93975904 23.06024096],0
s4,1,0.251503,1.314935,[ 9 45] ; [ 2 25],[ 7.33333333 46.66666667] ; [ 3.66666667 23.33333333],0
p11,1,0.290702,1.116367,[46  8] ; [27  2],[47.4939759  6.5060241] ; [25.5060241  3.4939759],0
a6,1,0.302315,1.063955,[31 23] ; [20  9],[33.18072289 20.81927711] ; [17.81927711 11.18072289],0
p1,1,0.341676,0.904133,[15 39] ; [11 18],[16.91566265 37.08433735] ; [ 9.08433735 19.91566265],0
p2,1,0.347285,0.883355,[50  4] ; [25  4],[48.79518072  5.20481928] ; [26.20481928  2.79518072],0
p6,1,0.364194,0.823379,[39 13] ; [19 10],[37.2345679 14.7654321] ; [20.7654321  8.2345679],0
a7,1,0.378956,0.774087,[38 16] ; [23  6],[39.68674699 14.31325301] ; [21.31325301  7.68674699],0
n3,1,0.436275,0.606061,[9 6] ; [2 3],[8.25 6.75] ; [2.75 2.25],0
v2,1,0.465756,0.532027,[32 21] ; [14 13],[30.475 22.525] ; [15.525 11.475],0
a5,1,0.471421,0.518642,[41 13] ; [24  5],[42.28915663 11.71084337] ; [22.71084337  6.28915663],0
p9,1,0.51728,0.419314,[52  2] ; [27  2],[51.39759036  2.60240964] ; [27.60240964  1.39759036],0
s5,1,0.639588,0.219282,[34 15] ; [16  9],[33.10810811 15.89189189] ; [16.89189189  8.10810811],0
b1,1,0.680526,0.169534,[23 31] ; [11 18],[22.12048193 31.87951807] ; [11.87951807 17.12048193],0
a2,1,0.691292,0.15769,[11 43] ; [ 7 22],[11.71084337 42.28915663] ; [ 6.28915663 22.71084337],0
n6,1,0.692455,0.156441,[51  3] ; [27  1],[51.36585366  2.63414634] ; [26.63414634  1.36585366],0
s1,1,0.711898,0.136389,[ 5 49] ; [ 2 27],[ 4.55421687 49.44578313] ; [ 2.44578313 26.55421687],0
a4,1,0.738351,0.111582,[24 30] ; [14 15],[24.72289157 29.27710843] ; [13.27710843 15.72289157],0
n2,1,0.765594,0.088889,[11  4] ; [4 1],[11.25  3.75] ; [3.75 1.25],0
a1,1,0.771812,0.084103,[ 8 46] ; [ 5 24],[ 8.45783133 45.54216867] ; [ 4.54216867 24.45783133],0
b2,1,0.779652,0.078273,[20 19] ; [ 9 10],[19.5 19.5] ; [9.5 9.5],0
b3,1,0.779652,0.078273,[20 19] ; [ 9 10],[19.5 19.5] ; [9.5 9.5],0
u2,1,0.813945,0.055385,[6 2] ; [7 3],[5.77777778 2.22222222] ; [7.22222222 2.77777778],0
d2,1,0.880928,0.022438,[27 27] ; [14 15],[26.6746988 27.3253012] ; [14.3253012 14.6746988],0
p10,1,0.913865,0.0117,[49  4] ; [27  2],[49.12195122  3.87804878] ; [26.87804878  2.12195122],0
u3,1,0.913906,0.011688,[5 3] ; [6 4],[4.88888889 3.11111111] ; [6.11111111 3.88888889],0
p12,1,0.951335,0.003725,[17 37] ; [ 9 19],[17.12195122 36.87804878] ; [ 8.87804878 19.12195122],0
v4,1,0.975864,0.000915,[52  2] ; [27  1],[52.02439024  1.97560976] ; [26.97560976  1.02439024],0
