Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.4e-05,18.816396,[17 27] ; [58 16],[27.96610169 16.03389831] ; [47.03389831 26.96610169],1
s5,1,0.618371,0.248163,[ 6 36] ; [ 8 64],[ 5.15789474 36.84210526] ; [ 8.84210526 63.15789474],0
b4,1,0.635828,0.224241,[23 21] ; [42 32],[24.23728814 19.76271186] ; [40.76271186 33.23728814],0
u3,1,0.63878,0.220342,[ 9 12] ; [11 11],[ 9.76744186 11.23255814] ; [10.23255814 11.76744186],0
a1,1,0.64413,0.213381,[ 4 40] ; [ 5 69],[ 3.3559322 40.6440678] ; [ 5.6440678 68.3559322],0
n4,1,0.664341,0.188293,[25 19] ; [39 35],[23.86440678 20.13559322] ; [40.13559322 33.86440678],0
r2,1,0.704063,0.14428,[33 10] ; [59 15],[33.81196581  9.18803419] ; [58.18803419 15.81196581],0
s1,1,0.767419,0.087469,[ 3 41] ; [ 4 69],[ 2.63247863 41.36752137] ; [ 4.36752137 68.63247863],0
p4,1,0.844439,0.038502,[14 28] ; [26 48],[14.48275862 27.51724138] ; [25.51724138 48.48275862],0
u2,1,0.850371,0.035587,[13  8] ; [13  9],[12.69767442  8.30232558] ; [13.30232558  8.69767442],0
n5,1,0.921017,0.009831,[19 24] ; [32 42],[18.74358974 24.25641026] ; [32.25641026 41.74358974],0
p1,1,0.928741,0.007997,[ 4 40] ; [ 7 66],[ 4.13675214 39.86324786] ; [ 6.86324786 66.13675214],0
p11,1,0.963923,0.002046,[23 21] ; [39 35],[23.11864407 20.88135593] ; [38.88135593 35.11864407],0
s7,1,0.984536,0.000376,[ 7 33] ; [12 56],[ 7.03703704 32.96296296] ; [11.96296296 56.03703704],0
p7,1,0.997288,1.2e-05,[20 23] ; [33 38],[19.99122807 23.00877193] ; [33.00877193 37.99122807],0
