Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000183,13.99773,[10  2] ; [ 6 23],[4.68292683 7.31707317] ; [11.31707317 17.68292683],1
a6,1,0.772537,0.083554,[6 7] ; [12 17],[5.57142857 7.42857143] ; [12.42857143 16.57142857],0
a2,1,0.786601,0.073293,[ 1 12] ; [ 3 26],[ 1.23809524 11.76190476] ; [ 2.76190476 26.23809524],0
r1,1,0.813421,0.055703,[4 9] ; [10 19],[4.33333333 8.66666667] ; [ 9.66666667 19.33333333],0
n5,1,0.858648,0.031718,[8 5] ; [17 12],[7.73809524 5.26190476] ; [17.26190476 11.73809524],0
p7,1,0.861623,0.030383,[ 3 10] ; [ 6 23],[ 2.78571429 10.21428571] ; [ 6.21428571 22.78571429],0
s1,1,0.881342,0.022281,[ 2 11] ; [ 5 24],[ 2.16666667 10.83333333] ; [ 4.83333333 24.16666667],0
p4,1,0.881342,0.022281,[ 2 11] ; [ 5 24],[ 2.16666667 10.83333333] ; [ 4.83333333 24.16666667],0
u2,1,0.888153,0.01978,[1 3] ; [ 4 10],[1.11111111 2.88888889] ; [ 3.88888889 10.11111111],0
s4,1,0.891613,0.018568,[ 2 11] ; [ 4 25],[ 1.85714286 11.14285714] ; [ 4.14285714 24.85714286],0
v3,1,0.893852,0.017804,[ 3 10] ; [ 7 21],[3.17073171 9.82926829] ; [ 6.82926829 21.17073171],0
p8,1,0.926191,0.008582,[ 2 11] ; [ 4 24],[ 1.90243902 11.09756098] ; [ 4.09756098 23.90243902],0
n1,1,0.968296,0.00158,[4 3] ; [9 7],[3.95652174 3.04347826] ; [9.04347826 6.95652174],0
