Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.5e-05,17.778715,[118  38] ; [18 25],[106.61306533  49.38693467] ; [29.38693467 13.61306533],1
b2,1,0.606908,0.264702,[44 60] ; [ 8 14],[42.92063492 61.07936508] ; [ 9.07936508 12.92063492],0
b3,1,0.606908,0.264702,[44 60] ; [ 8 14],[42.92063492 61.07936508] ; [ 9.07936508 12.92063492],0
u4,1,0.631786,0.229647,[  6 150] ; [ 1 42],[  5.48743719 150.51256281] ; [ 1.51256281 41.48743719],0
r3,1,0.654293,0.200531,[150   5] ; [41  2],[149.52020202   5.47979798] ; [41.47979798  1.52020202],0
a6,1,0.675419,0.175329,[102  54] ; [26 16],[100.84848485  55.15151515] ; [27.15151515 14.84848485],0
d3,1,0.699061,0.14945,[117  39] ; [31 12],[116.0201005  39.9798995] ; [31.9798995 11.0201005],0
p1,1,0.699937,0.148537,[ 25 130] ; [ 8 35],[ 25.83333333 129.16666667] ; [ 7.16666667 35.83333333],0
b4,1,0.709794,0.138483,[92 64] ; [24 19],[90.93467337 65.06532663] ; [25.06532663 17.93467337],0
n6,1,0.717079,0.131309,[139  15] ; [38  5],[138.36548223  15.63451777] ; [38.63451777  4.36548223],0
v4,1,0.755955,0.096594,[149   5] ; [42  1],[149.30964467   4.69035533] ; [41.69035533  1.30964467],0
s4,1,0.778372,0.079209,[ 19 135] ; [ 6 37],[ 19.54314721 134.45685279] ; [ 5.45685279 37.54314721],0
p10,1,0.844271,0.038586,[139  16] ; [39  4],[139.34343434  15.65656566] ; [38.65656566  4.34343434],0
a4,1,0.886334,0.020433,[74 81] ; [20 23],[73.58585859 81.41414141] ; [20.41414141 22.58585859],0
a8,1,0.909767,0.012844,[ 20 120] ; [ 6 34],[ 20.22222222 119.77777778] ; [ 5.77777778 34.22222222],0
n3,1,0.934715,0.00671,[15  6] ; [7 3],[14.90322581  6.09677419] ; [7.09677419 2.90322581],0
