Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.002907,8.86511,[15 21] ; [20  5],[20.6557377 15.3442623] ; [14.3442623 10.6557377],0
a1,1,0.324046,0.972547,[ 6 30] ; [ 2 23],[ 4.72131148 31.27868852] ; [ 3.27868852 21.72131148],0
p12,1,0.353608,0.860466,[ 1 35] ; [ 2 23],[ 1.7704918 34.2295082] ; [ 1.2295082 23.7704918],0
a2,1,0.355514,0.853677,[ 3 33] ; [ 4 21],[ 4.13114754 31.86885246] ; [ 2.86885246 22.13114754],0
p5,1,0.357914,0.845198,[ 2 33] ; [ 3 21],[ 2.96610169 32.03389831] ; [ 2.03389831 21.96610169],0
n3,1,0.370682,0.801376,[ 6 10] ; [10  9],[7.31428571 8.68571429] ; [ 8.68571429 10.31428571],0
v3,1,0.383057,0.76087,[ 7 29] ; [ 7 17],[ 8.4 27.6] ; [ 5.6 18.4],0
a6,1,0.440817,0.594156,[18 18] ; [10 15],[16.52459016 19.47540984] ; [11.47540984 13.52459016],0
u2,1,0.49205,0.472041,[ 7 11] ; [2 6],[ 6.23076923 11.76923077] ; [2.76923077 5.23076923],0
a5,1,0.500045,0.45484,[17 19] ; [14 11],[18.29508197 17.70491803] ; [12.70491803 12.29508197],0
p9,1,0.512199,0.429573,[13 20] ; [12 13],[14.22413793 18.77586207] ; [10.77586207 14.22413793],0
r2,1,0.524913,0.404229,[22 13] ; [17  7],[23.13559322 11.86440678] ; [15.86440678  8.13559322],0
d2,1,0.526103,0.401914,[14 21] ; [ 8 17],[12.83333333 22.16666667] ; [ 9.16666667 15.83333333],0
u3,1,0.620079,0.245756,[ 5 13] ; [3 5],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
s3,1,0.629175,0.233181,[ 8 26] ; [ 7 17],[ 8.79310345 25.20689655] ; [ 6.20689655 17.79310345],0
s1,1,0.63626,0.223667,[ 3 33] ; [ 3 22],[ 3.54098361 32.45901639] ; [ 2.45901639 22.54098361],0
p4,1,0.645485,0.21164,[10 26] ; [ 8 16],[10.8 25.2] ; [ 7.2 16.8],0
p2,1,0.664575,0.188014,[13 23] ; [10 14],[13.8 22.2] ; [ 9.2 14.8],0
p7,1,0.681753,0.168159,[13 22] ; [ 7 15],[12.28070175 22.71929825] ; [ 7.71929825 14.28070175],0
n4,1,0.689753,0.159353,[22 14] ; [14 11],[21.24590164 14.75409836] ; [14.75409836 10.24590164],0
a8,1,0.710005,0.138272,[ 1 34] ; [ 1 20],[ 1.25 33.75] ; [ 0.75 20.25],0
b5,1,0.713553,0.134754,[17 19] ; [13 12],[17.70491803 18.29508197] ; [12.29508197 12.70491803],0
p3,1,0.720681,0.127841,[ 9 27] ; [ 7 17],[ 9.6 26.4] ; [ 6.4 17.6],0
v1,1,0.722143,0.126448,[10 26] ; [ 8 17],[10.62295082 25.37704918] ; [ 7.37704918 17.62295082],0
p11,1,0.722143,0.126448,[10 26] ; [ 8 17],[10.62295082 25.37704918] ; [ 7.37704918 17.62295082],0
u1,1,0.792065,0.069501,[ 1 35] ; [ 1 24],[ 1.18032787 34.81967213] ; [ 0.81967213 24.18032787],0
p6,1,0.797351,0.065934,[ 5 30] ; [ 3 22],[ 4.66666667 30.33333333] ; [ 3.33333333 21.66666667],0
d5,1,0.803845,0.06169,[19 17] ; [14 11],[19.47540984 16.52459016] ; [13.52459016 11.47540984],0
a4,1,0.877755,0.023659,[11 24] ; [ 8 16],[11.27118644 23.72881356] ; [ 7.72881356 16.27118644],0
n5,1,0.904635,0.014354,[25 11] ; [17  8],[24.78688525 11.21311475] ; [17.21311475  7.78688525],0
b1,1,0.930381,0.007633,[22 14] ; [15 10],[21.83606557 14.16393443] ; [15.16393443  9.83606557],0
v2,1,0.937735,0.006102,[ 7 28] ; [ 5 19],[ 7.11864407 27.88135593] ; [ 4.88135593 19.11864407],0
s4,1,0.944855,0.004784,[ 6 30] ; [ 4 21],[ 5.90163934 30.09836066] ; [ 4.09836066 20.90163934],0
s2,1,0.944855,0.004784,[ 6 30] ; [ 4 21],[ 5.90163934 30.09836066] ; [ 4.09836066 20.90163934],0
