Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,188.112197,[489  85] ; [ 54 115],[419.49125168 154.50874832] ; [123.50874832  45.49125168],1
p5,1,0.006084,7.525399,[ 74 497] ; [  9 159],[ 64.13125846 506.86874154] ; [ 18.86874154 149.13125846],0
n1,1,0.014301,6.000645,[45 60] ; [14 45],[37.77439024 67.22560976] ; [21.22560976 37.77439024],0
s3,1,0.015097,5.905129,[313 256] ; [75 94],[299.14905149 269.85094851] ; [88.85094851 80.14905149],0
p1,1,0.017039,5.692399,[ 53 521] ; [  6 162],[ 45.64150943 528.35849057] ; [ 13.35849057 154.64150943],0
s2,1,0.01721,5.674854,[279 295] ; [ 65 105],[265.39784946 308.60215054] ; [78.60215054 91.39784946],0
p12,1,0.019803,5.429186,[ 51 518] ; [  6 164],[ 43.88768606 525.11231394] ; [ 13.11231394 156.88768606],0
b2,1,0.027714,4.845745,[157 217] ; [24 59],[148.12691466 225.87308534] ; [32.87308534 50.12691466],0
b3,1,0.027714,4.845745,[157 217] ; [24 59],[148.12691466 225.87308534] ; [32.87308534 50.12691466],0
v2,1,0.030796,4.664316,[338 218] ; [82 78],[326.1452514 229.8547486] ; [93.8547486 66.1452514],0
p8,1,0.040028,4.216717,[300 265] ; [75 95],[288.26530612 276.73469388] ; [86.73469388 83.26530612],0
s5,1,0.151686,2.05521,[169 389] ; [ 41 126],[161.62758621 396.37241379] ; [ 48.37241379 118.62758621],0
d3,1,0.21836,1.515116,[391 184] ; [107  63],[384.36241611 190.63758389] ; [113.63758389  56.36241611],0
v4,1,0.248612,1.331088,[548  28] ; [156  12],[545.03225806  30.96774194] ; [158.96774194   9.03225806],0
n2,1,0.257725,1.280937,[82 26] ; [40 19],[78.89820359 29.10179641] ; [43.10179641 15.89820359],0
u4,1,0.271534,1.208982,[ 15 563] ; [  2 169],[ 13.1188251 564.8811749] ; [  3.8811749 167.1188251],0
b1,1,0.373169,0.793085,[228 350] ; [ 61 110],[223.0200267 354.9799733] ; [ 65.9799733 105.0200267],0
n3,1,0.405093,0.693156,[80 26] ; [41 18],[77.73333333 28.26666667] ; [43.26666667 15.73333333],0
a6,1,0.520549,0.412805,[391 183] ; [112  59],[387.54630872 186.45369128] ; [115.45369128  55.54630872],0
u3,1,0.574905,0.314544,[88 65] ; [38 33],[86.0625 66.9375] ; [39.9375 31.0625],0
a1,1,0.619836,0.246098,[ 29 549] ; [  7 164],[ 27.78104139 550.21895861] ; [  8.21895861 162.78104139],0
b4,1,0.713231,0.135071,[337 241] ; [97 74],[334.91588785 243.08411215] ; [99.08411215 71.91588785],0
s1,1,0.917322,0.010776,[ 19 549] ; [  6 165],[ 19.21515562 548.78484438] ; [  5.78484438 165.21515562],0
a7,1,0.940201,0.005628,[416 160] ; [124  47],[416.38554217 159.61445783] ; [123.61445783  47.38554217],0
b5,1,0.962711,0.002186,[347 231] ; [103  68],[347.26301736 230.73698264] ; [102.73698264  68.26301736],0
u2,1,0.983336,0.000436,[88 64] ; [41 30],[87.92825112 64.07174888] ; [41.07174888 29.92825112],0
