Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,40.368538,[72  9] ; [110 117],[47.86363636 33.13636364] ; [134.13636364  92.86363636],1
p6,1,0.085758,2.952244,[27 55] ; [ 53 175],[21.16129032 60.83870968] ; [ 58.83870968 169.16129032],0
r2,1,0.088618,2.899305,[78  3] ; [204  22],[74.40390879  6.59609121] ; [207.59609121  18.40390879],0
p7,1,0.113027,2.511377,[50 28] ; [121 104],[44.01980198 33.98019802] ; [126.98019802  98.01980198],0
n1,1,0.12471,2.357143,[11 11] ; [21 45],[ 8. 14.] ; [24. 42.],0
r1,1,0.136363,2.218532,[68 13] ; [174  55],[63.23225806 17.76774194] ; [178.76774194  50.23225806],0
b3,1,0.144452,2.129884,[18 29] ; [33 90],[14.1 32.9] ; [36.9 86.1],0
b2,1,0.144452,2.129884,[18 29] ; [33 90],[14.1 32.9] ; [36.9 86.1],0
a5,1,0.158453,1.988929,[60 22] ; [148  81],[54.84244373 27.15755627] ; [153.15755627  75.84244373],0
p8,1,0.223807,1.479793,[40 39] ; [ 97 130],[35.36928105 43.63071895] ; [101.63071895 125.36928105],0
n3,1,0.229526,1.443796,[19  4] ; [46 20],[16.79775281  6.20224719] ; [48.20224719 17.79775281],0
p1,1,0.264719,1.243909,[ 7 73] ; [ 12 216],[ 4.93506494 75.06493506] ; [ 14.06493506 213.93506494],0
u1,1,0.300383,1.072494,[17 65] ; [ 36 193],[13.97427653 68.02572347] ; [ 39.02572347 189.97427653],0
d5,1,0.353511,0.860815,[63 19] ; [186  42],[65.86451613 16.13548387] ; [183.13548387  44.86451613],0
d4,1,0.35645,0.850361,[65 17] ; [191  37],[67.71612903 14.28387097] ; [188.28387097  39.71612903],0
p11,1,0.360192,0.837225,[62 20] ; [161  68],[58.79742765 23.20257235] ; [164.20257235  64.79742765],0
n2,1,0.369273,0.80611,[17  6] ; [42 24],[15.24719101  7.75280899] ; [43.75280899 22.24719101],0
d3,1,0.444605,0.584368,[59 23] ; [173  54],[61.56634304 20.43365696] ; [170.43365696  56.56634304],0
u2,1,0.449476,0.571974,[11 14] ; [38 34],[12.62886598 12.37113402] ; [36.37113402 35.62886598],0
r3,1,0.458409,0.549778,[76  4] ; [212  17],[74.5631068  5.4368932] ; [213.4368932  15.5631068],0
n5,1,0.49263,0.470778,[54 27] ; [141  85],[51.4495114 29.5504886] ; [143.5504886  82.4495114],0
d1,1,0.498312,0.458529,[43 39] ; [130  99],[45.61414791 36.38585209] ; [127.38585209 101.61414791],0
v4,1,0.555948,0.346768,[75  5] ; [210  19],[73.78640777  6.21359223] ; [211.21359223  17.78640777],0
d2,1,0.563283,0.334052,[39 43] ; [100 128],[36.76774194 45.23225806] ; [102.23225806 125.76774194],0
b1,1,0.582591,0.302065,[28 54] ; [ 86 143],[30.05787781 51.94212219] ; [ 83.94212219 145.05787781],0
a2,1,0.612705,0.256255,[22 60] ; [ 55 174],[20.3022508 61.6977492] ; [ 56.6977492 172.3022508],0
a1,1,0.648974,0.207196,[ 5 77] ; [ 11 218],[ 4.21864952 77.78135048] ; [ 11.78135048 217.21864952],0
a6,1,0.666699,0.185487,[61 21] ; [175  53],[62.42580645 19.57419355] ; [173.57419355  54.42580645],0
s1,1,0.729664,0.119421,[ 4 78] ; [  9 217],[ 3.46103896 78.53896104] ; [  9.53896104 216.46103896],0
n4,1,0.743013,0.107496,[57 25] ; [154  74],[55.81290323 26.18709677] ; [155.18709677  72.81290323],0
a8,1,0.755386,0.09706,[ 8 62] ; [ 28 190],[ 8.75 61.25] ; [ 27.25 190.75],0
u3,1,0.765492,0.088969,[15 11] ; [38 32],[14.35416667 11.64583333] ; [38.64583333 31.35416667],0
b4,1,0.89285,0.018144,[48 34] ; [136  93],[48.51446945 33.48553055] ; [135.48553055  93.51446945],0
a4,1,0.936009,0.006446,[33 49] ; [ 91 138],[32.69453376 49.30546624] ; [ 91.30546624 137.69453376],0
a3,1,0.982894,0.00046,[56 26] ; [156  72],[56.07741935 25.92258065] ; [155.92258065  72.07741935],0
