Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.011033,6.459997,[ 7 31] ; [8 7],[10.75471698 27.24528302] ; [ 4.24528302 10.75471698],0
n2,1,0.467267,0.528431,[13  4] ; [3 2],[12.36363636  4.63636364] ; [3.63636364 1.36363636],0
u3,1,0.489534,0.477551,[ 9 12] ; [3 2],[ 9.69230769 11.30769231] ; [2.30769231 2.69230769],0
n4,1,0.511219,0.431571,[19 19] ; [6 9],[17.9245283 20.0754717] ; [7.0754717 7.9245283],0
p1,1,0.541744,0.372317,[ 3 35] ; [ 2 13],[ 3.58490566 34.41509434] ; [ 1.41509434 13.58490566],0
p10,1,0.570866,0.321236,[18 19] ; [6 9],[17.07692308 19.92307692] ; [6.92307692 8.07692308],0
v4,1,0.657226,0.196911,[24 13] ; [10  4],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
d2,1,0.659999,0.193524,[ 8 30] ; [ 4 11],[ 8.60377358 29.39622642] ; [ 3.39622642 11.60377358],0
a1,1,0.664993,0.187515,[ 4 34] ; [ 1 14],[ 3.58490566 34.41509434] ; [ 1.41509434 13.58490566],0
n5,1,0.695575,0.153116,[20 18] ; [7 8],[19.35849057 18.64150943] ; [7.64150943 7.35849057],0
v3,1,0.737392,0.112432,[ 9 28] ; [ 3 12],[ 8.53846154 28.46153846] ; [ 3.46153846 11.53846154],0
d3,1,0.810372,0.057574,[14 24] ; [ 5 10],[13.62264151 24.37735849] ; [5.37735849 9.62264151],0
v2,1,0.82315,0.04995,[ 8 27] ; [ 3 12],[ 7.7 27.3] ; [ 3.3 11.7],0
d1,1,0.842122,0.039673,[ 2 36] ; [ 1 14],[ 2.1509434 35.8490566] ; [ 0.8490566 14.1509434],0
a6,1,0.888568,0.019633,[16 22] ; [6 9],[15.77358491 22.22641509] ; [6.22641509 8.77358491],0
d4,1,0.962329,0.002231,[17 20] ; [7 8],[17.07692308 19.92307692] ; [6.92307692 8.07692308],0
r1,1,0.96323,0.002125,[20 18] ; [8 7],[20.0754717 17.9245283] ; [7.9245283 7.0754717],0
r2,1,0.978825,0.000704,[27 11] ; [10  4],[27.03846154 10.96153846] ; [9.96153846 4.03846154],0
