Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,133.482775,[ 2 43] ; [207  31],[33.23321555 11.76678445] ; [175.76678445  62.23321555],1
d5,1,0.005713,7.638805,[25 20] ; [180  58],[32.59717314 12.40282686] ; [172.40282686  65.59717314],0
d1,1,0.008424,6.941092,[14 31] ; [125 113],[22.1024735 22.8975265] ; [116.8975265 121.1024735],0
d3,1,0.009672,6.694355,[19 26] ; [149  88],[26.80851064 18.19148936] ; [141.19148936  95.80851064],0
b5,1,0.010783,6.500717,[18 27] ; [144  94],[25.75971731 19.24028269] ; [136.24028269 101.75971731],0
p8,1,0.012341,6.261193,[11 33] ; [106 128],[18.51798561 25.48201439] ; [ 98.48201439 135.51798561],0
p3,1,0.013098,6.155801,[ 9 36] ; [ 93 143],[16.33451957 28.66548043] ; [ 85.66548043 150.33451957],0
p4,1,0.015058,5.90972,[11 33] ; [105 130],[18.29390681 25.70609319] ; [ 97.70609319 137.29390681],0
p6,1,0.019793,5.430071,[ 4 40] ; [ 58 173],[ 9.92 34.08] ; [ 52.08 178.92],0
s1,1,0.035201,4.435395,[ 4 41] ; [  6 230],[ 1.60142349 43.39857651] ; [  8.39857651 227.60142349],0
v3,1,0.047473,3.928527,[ 8 37] ; [ 75 155],[13.58181818 31.41818182] ; [ 69.41818182 160.58181818],0
n2,1,0.059216,3.5592,[12 14] ; [40 19],[15.90588235 10.09411765] ; [36.09411765 22.90588235],0
a5,1,0.065491,3.392576,[23 22] ; [156  82],[28.46289753 16.53710247] ; [150.53710247  87.46289753],0
n4,1,0.071273,3.253452,[25 20] ; [165  73],[30.21201413 14.78798587] ; [159.78798587  78.21201413],0
u3,1,0.075653,3.1559,[ 4 14] ; [36 44],[ 7.34693878 10.65306122] ; [32.65306122 47.34693878],0
s8,1,0.131112,2.279287,[ 3 42] ; [ 36 202],[ 6.20141343 38.79858657] ; [ 32.79858657 205.20141343],0
p12,1,0.141548,2.161049,[ 2 43] ; [  3 232],[ 0.80357143 44.19642857] ; [  4.19642857 230.80357143],0
n5,1,0.199587,1.645392,[32 13] ; [144  92],[28.18505338 16.81494662] ; [147.81494662  88.18505338],0
u1,1,0.229709,1.442661,[ 2 43] ; [ 24 214],[ 4.13427562 40.86572438] ; [ 21.86572438 216.13427562],0
p1,1,0.250043,1.323065,[ 6 39] ; [ 19 218],[ 3.9893617 41.0106383] ; [ 21.0106383 215.9893617],0
a2,1,0.254182,1.300171,[ 5 40] ; [ 43 195],[ 7.63250883 37.36749117] ; [ 40.36749117 197.63250883],0
p5,1,0.286182,1.137495,[ 4 40] ; [ 12 226],[ 2.4964539 41.5035461] ; [ 13.5035461 224.4964539],0
u2,1,0.298036,1.08296,[ 6 12] ; [37 42],[ 7.97938144 10.02061856] ; [35.02061856 43.97938144],0
a8,1,0.30533,1.050768,[ 2 40] ; [ 21 196],[ 3.72972973 38.27027027] ; [ 19.27027027 197.72972973],0
a4,1,0.351326,0.868661,[15 29] ; [ 99 139],[17.78723404 26.21276596] ; [ 96.21276596 141.78723404],0
n1,1,0.398451,0.712997,[11 15] ; [19 39],[ 9.28571429 16.71428571] ; [20.71428571 37.28571429],0
s5,1,0.402655,0.700384,[ 3 42] ; [ 25 207],[ 4.54873646 40.45126354] ; [ 23.45126354 208.54873646],0
d2,1,0.424381,0.638151,[17 27] ; [107 130],[19.41637011 24.58362989] ; [104.58362989 132.41637011],0
a3,1,0.4725,0.516124,[27 17] ; [158  78],[29.07142857 14.92857143] ; [155.92857143  80.07142857],0
b2,1,0.494627,0.466446,[14 18] ; [51 86],[12.30769231 19.69230769] ; [52.69230769 84.30769231],0
b3,1,0.494627,0.466446,[14 18] ; [51 86],[12.30769231 19.69230769] ; [52.69230769 84.30769231],0
s4,1,0.524927,0.404202,[ 4 41] ; [ 15 223],[ 3.02120141 41.97879859] ; [ 15.97879859 222.02120141],0
s7,1,0.608331,0.262612,[ 6 35] ; [ 40 183],[ 7.14393939 33.85606061] ; [ 38.85606061 184.14393939],0
b4,1,0.967707,0.001639,[25 20] ; [133 105],[25.12367491 19.87632509] ; [132.87632509 105.12367491],0
s3,1,0.977058,0.000827,[ 7 36] ; [ 39 198],[ 7.06428571 35.93571429] ; [ 38.93571429 198.06428571],0
