Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.005105,7.841881,[16 12] ; [65 13],[21.39622642  6.60377358] ; [59.60377358 18.39622642],0
b4,1,0.596684,0.280027,[16 12] ; [49 29],[17.16981132 10.83018868] ; [47.83018868 30.16981132],0
p3,1,0.60893,0.261736,[17 11] ; [43 35],[15.8490566 12.1509434] ; [44.1509434 33.8490566],0
p10,1,0.652491,0.202774,[23  5] ; [66 11],[23.73333333  4.26666667] ; [65.26666667 11.73333333],0
s4,1,0.655958,0.198471,[ 4 23] ; [ 9 69],[ 3.34285714 23.65714286] ; [ 9.65714286 68.34285714],0
n1,1,0.670896,0.180556,[2 6] ; [ 6 12],[2.46153846 5.53846154] ; [ 5.53846154 12.46153846],0
v4,1,0.738894,0.111101,[27  1] ; [74  4],[26.67924528  1.32075472] ; [74.32075472  3.67924528],0
a1,1,0.738894,0.111101,[ 1 27] ; [ 4 74],[ 1.32075472 26.67924528] ; [ 3.67924528 74.32075472],0
n2,1,0.740797,0.109428,[5 3] ; [10  8],[4.61538462 3.38461538] ; [10.38461538  7.61538462],0
r4,1,0.765513,0.088953,[26  2] ; [71  7],[25.62264151  2.37735849] ; [71.37735849  6.62264151],0
v3,1,0.777342,0.079967,[13 14] ; [39 37],[13.63106796 13.36893204] ; [38.36893204 37.63106796],0
s1,1,0.791064,0.070187,[ 1 27] ; [ 2 75],[ 0.8 27.2] ; [ 2.2 74.8],0
a5,1,0.802361,0.062647,[22  6] ; [63 15],[22.45283019  5.54716981] ; [62.54716981 15.45283019],0
a7,1,0.827968,0.047223,[20  8] ; [54 24],[19.54716981  8.45283019] ; [54.45283019 23.54716981],0
n3,1,0.861052,0.030637,[5 3] ; [10  7],[4.8 3.2] ; [10.2  6.8],0
p1,1,0.893482,0.017929,[ 2 26] ; [ 5 73],[ 1.8490566 26.1509434] ; [ 5.1509434 72.8490566],0
p2,1,0.918363,0.010505,[22  6] ; [62 16],[22.18867925  5.81132075] ; [61.81132075 16.18867925],0
a6,1,0.959757,0.002546,[16 12] ; [45 33],[16.11320755 11.88679245] ; [44.88679245 33.11320755],0
p4,1,0.986169,0.000301,[18 10] ; [50 28],[17.96226415 10.03773585] ; [50.03773585 27.96226415],0
