Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000154,14.322773,[10 99] ; [18 37],[18.6097561 90.3902439] ; [ 9.3902439 45.6097561],1
b2,1,0.191207,1.708292,[12 40] ; [ 9 15],[14.36842105 37.63157895] ; [ 6.63157895 17.36842105],0
a5,1,0.203285,1.618612,[48 61] ; [30 25],[51.84146341 57.15853659] ; [26.15853659 28.84146341],0
a2,1,0.220278,1.502562,[15 94] ; [ 4 51],[12.62804878 96.37195122] ; [ 6.37195122 48.62804878],0
n2,1,0.233195,1.42127,[35 21] ; [14  4],[37.08108108 18.91891892] ; [11.91891892  6.08108108],0
s6,1,0.240624,1.376933,[47 60] ; [29 25],[50.50931677 56.49068323] ; [25.49068323 28.50931677],0
u3,1,0.257263,1.283425,[27 18] ; [13 15],[24.65753425 20.34246575] ; [15.34246575 12.65753425],0
v2,1,0.323274,0.975656,[42 61] ; [26 27],[44.8974359 58.1025641] ; [23.1025641 29.8974359],0
s2,1,0.350869,0.870313,[39 69] ; [24 31],[41.74233129 66.25766871] ; [21.25766871 33.74233129],0
n1,1,0.392593,0.730895,[13 43] ; [ 6 12],[14.37837838 41.62162162] ; [ 4.62162162 13.37837838],0
b5,1,0.466221,0.530919,[67 42] ; [37 18],[69.12195122 39.87804878] ; [34.87804878 20.12195122],0
n5,1,0.53937,0.376708,[36 72] ; [21 34],[37.76687117 70.23312883] ; [19.23312883 35.76687117],0
a6,1,0.543028,0.369956,[64 45] ; [35 20],[65.79878049 43.20121951] ; [33.20121951 21.79878049],0
s4,1,0.577281,0.310651,[26 83] ; [11 44],[24.59146341 84.40853659] ; [12.40853659 42.59146341],0
r4,1,0.593159,0.285439,[79 30] ; [42 13],[80.42073171 28.57926829] ; [40.57926829 14.42073171],0
r2,1,0.607684,0.263561,[91 17] ; [48  7],[92.09815951 15.90184049] ; [46.90184049  8.09815951],0
u4,1,0.61976,0.246205,[  1 108] ; [ 1 54],[  1.32926829 107.67073171] ; [ 0.67073171 54.32926829],0
s5,1,0.623621,0.240811,[25 80] ; [11 43],[23.77358491 81.22641509] ; [12.22641509 41.77358491],0
p12,1,0.624651,0.239385,[  1 107] ; [ 1 54],[  1.32515337 106.67484663] ; [ 0.67484663 54.32515337],0
d4,1,0.656303,0.198045,[82 26] ; [40 15],[80.83435583 27.16564417] ; [41.16564417 13.83435583],0
a8,1,0.670668,0.180822,[ 6 99] ; [ 2 47],[ 5.45454545 99.54545455] ; [ 2.54545455 46.45454545],0
v3,1,0.693685,0.155125,[24 82] ; [13 38],[24.98089172 81.01910828] ; [12.01910828 38.98089172],0
r1,1,0.696111,0.15255,[72 37] ; [38 17],[73.1097561 35.8902439] ; [36.8902439 18.1097561],0
n6,1,0.698473,0.150066,[70 39] ; [33 21],[68.87730061 40.12269939] ; [34.12269939 19.87730061],0
r3,1,0.720709,0.127814,[95 14] ; [49  6],[95.70731707 13.29268293] ; [48.29268293  6.70731707],0
d5,1,0.783918,0.075195,[73 35] ; [36 19],[72.2208589 35.7791411] ; [36.7791411 18.2208589],0
v4,1,0.837985,0.041808,[96 11] ; [49  5],[96.36645963 10.63354037] ; [48.63354037  5.36645963],0
n3,1,0.853956,0.033883,[36 20] ; [12  6],[36.32432432 19.67567568] ; [11.67567568  6.32432432],0
d1,1,0.874475,0.024957,[45 64] ; [22 33],[44.5304878 64.4695122] ; [22.4695122 32.5304878],0
u2,1,0.892334,0.01832,[24 21] ; [15 14],[23.71621622 21.28378378] ; [15.28378378 13.71621622],0
u1,1,0.987641,0.00024,[  8 101] ; [ 4 51],[  7.97560976 101.02439024] ; [ 4.02439024 50.97560976],0
s3,1,0.988553,0.000206,[47 61] ; [24 31],[47.04294479 60.95705521] ; [23.95705521 31.04294479],0
s1,1,0.991428,0.000115,[  4 105] ; [ 2 53],[  3.98780488 105.01219512] ; [ 2.01219512 52.98780488],0
p1,1,0.99394,5.8e-05,[  2 107] ; [ 1 53],[  2.00613497 106.99386503] ; [ 0.99386503 53.00613497],0
v1,1,1.0,0.0,[38 70] ; [19 35],[38. 70.] ; [19. 35.],0
