Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000793,11.256402,[47 98] ; [12  4],[53.13664596 91.86335404] ; [ 5.86335404 10.13664596],1
r4,1,0.340688,0.907841,[102  44] ; [13  3],[103.64197531  42.35802469] ; [11.35802469  4.64197531],0
u3,1,0.396387,0.71926,[21 43] ; [3 3],[21.94285714 42.05714286] ; [2.05714286 3.94285714],0
s4,1,0.399746,0.709091,[ 20 126] ; [ 1 15],[ 18.92592593 127.07407407] ; [ 2.07407407 13.92592593],0
r3,1,0.442728,0.589202,[116  30] ; [14  2],[117.16049383  28.83950617] ; [12.83950617  3.16049383],0
s7,1,0.519317,0.41525,[ 33 105] ; [ 5 11],[ 34.05194805 103.94805195] ; [ 3.94805195 12.05194805],0
v1,1,0.561912,0.336405,[52 91] ; [7 9],[53.06289308 89.93710692] ; [ 5.93710692 10.06289308],0
u1,1,0.569965,0.322741,[  5 141] ; [ 1 15],[  5.40740741 140.59259259] ; [ 0.59259259 15.40740741],0
r1,1,0.577573,0.310175,[90 56] ; [11  5],[91.02469136 54.97530864] ; [9.97530864 6.02469136],0
p12,1,0.583597,0.300455,[  5 138] ; [ 1 15],[  5.39622642 137.60377358] ; [ 0.60377358 15.39622642],0
b2,1,0.585136,0.298004,[35 49] ; [6 6],[35.875 48.125] ; [5.125 6.875],0
b3,1,0.585136,0.298004,[35 49] ; [6 6],[35.875 48.125] ; [5.125 6.875],0
n2,1,0.595884,0.281248,[36 17] ; [1 1],[35.65454545 17.34545455] ; [1.34545455 0.65454545],0
b5,1,0.598412,0.277397,[74 72] ; [7 9],[73. 73.] ; [8. 8.],0
u2,1,0.599856,0.275214,[28 35] ; [2 4],[27.39130435 35.60869565] ; [2.60869565 3.39130435],0
n1,1,0.639628,0.219229,[18 35] ; [1 1],[18.30909091 34.69090909] ; [0.69090909 1.30909091],0
v2,1,0.646243,0.21067,[53 87] ; [7 9],[53.84615385 86.15384615] ; [6.15384615 9.84615385],0
a3,1,0.64819,0.20819,[82 63] ; [10  6],[82.85714286 62.14285714] ; [9.14285714 6.85714286],0
s3,1,0.68961,0.159508,[ 38 105] ; [ 5 11],[ 38.67295597 104.32704403] ; [ 4.32704403 11.67295597],0
b4,1,0.702398,0.145989,[84 62] ; [10  6],[84.71604938 61.28395062] ; [9.28395062 6.71604938],0
a8,1,0.7334,0.116013,[ 12 125] ; [ 1 15],[ 11.64052288 125.35947712] ; [ 1.35947712 14.64052288],0
d4,1,0.853417,0.034136,[94 51] ; [10  6],[93.66459627 51.33540373] ; [10.33540373  5.66459627],0
d3,1,0.881403,0.022258,[52 94] ; [ 6 10],[52.27160494 93.72839506] ; [ 5.72839506 10.27160494],0
v4,1,0.889681,0.01924,[119  25] ; [13  3],[118.8  25.2] ; [13.2  2.8],0
s8,1,0.905351,0.014138,[ 29 116] ; [ 3 13],[ 28.81987578 116.18012422] ; [ 3.18012422 12.81987578],0
b1,1,0.917115,0.01083,[71 75] ; [8 8],[71.19753086 74.80246914] ; [7.80246914 8.19753086],0
a4,1,0.956441,0.002983,[53 91] ; [ 6 10],[53.1 90.9] ; [ 5.9 10.1],0
a2,1,0.989222,0.000182,[  9 137] ; [ 1 15],[  9.01234568 136.98765432] ; [ 0.98765432 15.01234568],0
