Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.003628,8.461107,[12 79] ; [10 16],[17.11111111 73.88888889] ; [ 4.88888889 21.11111111],0
v4,1,0.341894,0.903318,[72 24] ; [21  4],[73.78512397 22.21487603] ; [19.21487603  5.78512397],0
p3,1,0.393704,0.727472,[22 75] ; [ 8 18],[23.65853659 73.34146341] ; [ 6.34146341 19.65853659],0
a5,1,0.44001,0.596256,[52 46] ; [16 10],[53.74193548 44.25806452] ; [14.25806452 11.74193548],0
b4,1,0.45247,0.564456,[60 38] ; [18  8],[61.64516129 36.35483871] ; [16.35483871  9.64516129],0
d2,1,0.467996,0.526705,[44 52] ; [14 12],[45.63934426 50.36065574] ; [12.36065574 13.63934426],0
a2,1,0.474064,0.512486,[17 81] ; [ 3 23],[15.80645161 82.19354839] ; [ 4.19354839 21.80645161],0
a4,1,0.488103,0.480705,[37 60] ; [ 8 18],[35.48780488 61.51219512] ; [ 9.51219512 16.48780488],0
v1,1,0.51174,0.430507,[29 69] ; [ 6 20],[27.66129032 70.33870968] ; [ 7.33870968 18.66129032],0
v2,1,0.542302,0.371291,[34 61] ; [11 15],[35.33057851 59.66942149] ; [ 9.66942149 16.33057851],0
a1,1,0.54299,0.370027,[ 7 91] ; [ 1 25],[ 6.32258065 91.67741935] ; [ 1.67741935 24.32258065],0
s4,1,0.563057,0.334438,[11 87] ; [ 4 22],[11.85483871 86.14516129] ; [ 3.14516129 22.85483871],0
u1,1,0.60121,0.273175,[11 87] ; [ 2 24],[10.27419355 87.72580645] ; [ 2.72580645 23.27419355],0
s6,1,0.609638,0.260702,[25 72] ; [ 8 18],[26.02439024 70.97560976] ; [ 6.97560976 19.02439024],0
b1,1,0.673588,0.177434,[52 46] ; [15 11],[52.9516129 45.0483871] ; [14.0483871 11.9516129],0
v3,1,0.710673,0.137606,[22 72] ; [ 7 19],[22.71666667 71.28333333] ; [ 6.28333333 19.71666667],0
r3,1,0.758062,0.09488,[71 25] ; [20  6],[71.60655738 24.39344262] ; [19.39344262  6.60655738],0
u3,1,0.758918,0.094189,[25 25] ; [5 4],[25.42372881 24.57627119] ; [4.57627119 4.42372881],0
r4,1,0.768278,0.086806,[61 37] ; [17  9],[61.64516129 36.35483871] ; [16.35483871  9.64516129],0
d3,1,0.781121,0.077205,[52 46] ; [13 13],[51.37096774 46.62903226] ; [13.62903226 12.37096774],0
p1,1,0.78203,0.076549,[ 6 91] ; [ 2 24],[ 6.30894309 90.69105691] ; [ 1.69105691 24.30894309],0
a6,1,0.816454,0.053874,[59 39] ; [15 11],[58.48387097 39.51612903] ; [15.51612903 10.48387097],0
u2,1,0.938808,0.005893,[22 26] ; [4 5],[21.89473684 26.10526316] ; [4.10526316 4.89473684],0
p6,1,0.959902,0.002528,[15 80] ; [ 4 22],[14.91735537 80.08264463] ; [ 4.08264463 21.91735537],0
b3,1,0.962691,0.002188,[18 42] ; [ 5 12],[17.92207792 42.07792208] ; [ 5.07792208 11.92207792],0
b2,1,0.962691,0.002188,[18 42] ; [ 5 12],[17.92207792 42.07792208] ; [ 5.07792208 11.92207792],0
n4,1,0.976417,0.000874,[60 37] ; [16 10],[59.93495935 37.06504065] ; [16.06504065  9.93495935],0
