Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001053,10.732323,[34 76] ; [34 26],[44. 66.] ; [24. 36.],0
n5,1,0.278661,1.173611,[80 32] ; [52 14],[83.05617978 28.94382022] ; [48.94382022 17.05617978],0
p8,1,0.286992,1.13368,[62 52] ; [29 34],[58.61016949 55.38983051] ; [32.38983051 30.61016949],0
d3,1,0.295325,1.095188,[78 36] ; [50 16],[81.06666667 32.93333333] ; [46.93333333 19.06666667],0
p6,1,0.306616,1.045196,[42 72] ; [29 36],[45.21787709 68.78212291] ; [25.78212291 39.21787709],0
s4,1,0.317505,0.999197,[20 91] ; [ 8 57],[17.65909091 93.34090909] ; [10.34090909 54.65909091],0
v4,1,0.385342,0.753589,[105   9] ; [63  3],[106.4   7.6] ; [61.6  4.4],0
r4,1,0.412742,0.670888,[99 15] ; [60  6],[100.7  13.3] ; [58.3  7.7],0
p4,1,0.416757,0.659443,[77 37] ; [40 25],[74.51396648 39.48603352] ; [42.48603352 22.51396648],0
a2,1,0.433461,0.613533,[22 92] ; [16 50],[24.06666667 89.93333333] ; [13.93333333 52.06666667],0
a6,1,0.439308,0.598089,[73 41] ; [46 20],[75.36666667 38.63333333] ; [43.63333333 22.36666667],0
d1,1,0.450234,0.570062,[59 55] ; [38 28],[61.43333333 52.56666667] ; [35.56666667 30.43333333],0
n1,1,0.465012,0.533804,[11 20] ; [ 4 12],[ 9.89361702 21.10638298] ; [ 5.10638298 10.89361702],0
n2,1,0.489162,0.47837,[23  8] ; [11  6],[21.95833333  9.04166667] ; [12.04166667  4.95833333],0
d5,1,0.503437,0.447683,[96 18] ; [53 13],[94.36666667 19.63333333] ; [54.63333333 11.36666667],0
s1,1,0.553813,0.350531,[  2 112] ; [ 2 62],[  2.56179775 111.43820225] ; [ 1.43820225 62.56179775],0
b5,1,0.554946,0.34853,[71 43] ; [44 22],[72.83333333 41.16666667] ; [42.16666667 23.83333333],0
s2,1,0.579937,0.306337,[25 88] ; [17 49],[26.51396648 86.48603352] ; [15.48603352 50.51396648],0
a8,1,0.616247,0.251177,[12 92] ; [ 8 48],[13. 91.] ; [ 7. 49.],0
r1,1,0.683352,0.166377,[85 29] ; [51 15],[86.13333333 27.86666667] ; [49.86666667 16.13333333],0
u4,1,0.693961,0.15483,[  1 113] ; [ 1 65],[  1.26666667 112.73333333] ; [ 0.73333333 65.26666667],0
r3,1,0.709863,0.138414,[107   7] ; [61  5],[106.4   7.6] ; [61.6  4.4],0
p7,1,0.713333,0.134971,[72 41] ; [39 25],[70.86440678 42.13559322] ; [40.13559322 23.86440678],0
a5,1,0.721465,0.127094,[89 25] ; [50 16],[88.03333333 25.96666667] ; [50.96666667 15.03333333],0
r2,1,0.76732,0.087546,[101  12] ; [59  6],[101.57303371  11.42696629] ; [58.42696629  6.57303371],0
u1,1,0.795293,0.067311,[19 95] ; [12 54],[19.63333333 94.36666667] ; [11.36666667 54.63333333],0
a7,1,0.81012,0.05773,[81 33] ; [48 18],[81.7 32.3] ; [47.3 18.7],0
b1,1,0.81134,0.056977,[40 74] ; [22 44],[39.26666667 74.73333333] ; [22.73333333 43.26666667],0
u3,1,0.814677,0.054942,[25 18] ; [11  9],[24.57142857 18.42857143] ; [11.42857143  8.57142857],0
p1,1,0.831401,0.045329,[  6 108] ; [ 3 63],[  5.7 108.3] ; [ 3.3 62.7],0
a4,1,0.872263,0.025852,[47 67] ; [26 39],[46.49162011 67.50837989] ; [26.50837989 38.49162011],0
n3,1,0.891577,0.01858,[20 10] ; [11  6],[19.78723404 10.21276596] ; [11.21276596  5.78723404],0
p9,1,0.942834,0.005142,[96 18] ; [55 10],[96.16759777 17.83240223] ; [54.83240223 10.16759777],0
b2,1,0.964303,0.002003,[24 44] ; [15 27],[24.10909091 43.89090909] ; [14.89090909 27.10909091],0
b3,1,0.964303,0.002003,[24 44] ; [15 27],[24.10909091 43.89090909] ; [14.89090909 27.10909091],0
