Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000649,11.62908,[88 35] ; [ 8 15],[80.87671233 42.12328767] ; [15.12328767  7.87671233],1
v3,1,0.810587,0.057441,[41 78] ; [ 7 15],[40.5106383 78.4893617] ; [ 7.4893617 14.5106383],0
a8,1,0.81822,0.052824,[11 96] ; [ 2 21],[10.7 96.3] ; [ 2.3 20.7],0
s3,1,0.82517,0.048797,[53 69] ; [ 9 13],[52.52777778 69.47222222] ; [ 9.47222222 12.52777778],0
d1,1,0.839162,0.041195,[67 56] ; [12 11],[66.55479452 56.44520548] ; [12.44520548 10.55479452],0
d4,1,0.848187,0.036646,[94 29] ; [18  5],[94.35616438 28.64383562] ; [17.64383562  5.35616438],0
p9,1,0.893129,0.018049,[103  20] ; [19  4],[102.78082192  20.21917808] ; [19.21917808  3.78082192],0
n3,1,0.918613,0.010441,[22  8] ; [5 2],[21.89189189  8.10810811] ; [5.10810811 1.89189189],0
a5,1,0.927507,0.008278,[79 44] ; [15  8],[79.19178082 43.80821918] ; [14.80821918  8.19178082],0
n5,1,0.945527,0.004668,[91 31] ; [17  6],[90.86896552 31.13103448] ; [17.13103448  5.86896552],0
s2,1,0.994781,4.3e-05,[50 72] ; [ 9 13],[49.98611111 72.01388889] ; [ 9.01388889 12.98611111],0
