Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.553571,[104  13] ; [26 22],[92.18181818 24.81818182] ; [37.81818182 10.18181818],1
n5,1,0.092586,2.828828,[84 33] ; [28 20],[79.41818182 37.58181818] ; [32.58181818 15.41818182],0
r2,1,0.11202,2.52549,[89 26] ; [30 16],[85. 30.] ; [34. 12.],0
d4,1,0.113954,2.498517,[77 41] ; [25 23],[72.5060241 45.4939759] ; [29.4939759 18.5060241],0
s7,1,0.115788,2.473388,[33 79] ; [ 8 38],[29.06329114 82.93670886] ; [11.93670886 34.06329114],0
p1,1,0.153302,2.039088,[  7 111] ; [ 6 42],[  9.24096386 108.75903614] ; [ 3.75903614 44.24096386],0
b5,1,0.158796,1.985658,[80 38] ; [27 21],[76.06024096 41.93975904] ; [30.93975904 17.06024096],0
v2,1,0.163352,1.942923,[44 73] ; [12 34],[40.19631902 76.80368098] ; [15.80368098 30.19631902],0
p4,1,0.186723,1.743286,[53 64] ; [16 31],[49.22560976 67.77439024] ; [19.77439024 27.22560976],0
d3,1,0.208339,1.582934,[60 57] ; [19 28],[56.3597561 60.6402439] ; [22.6402439 24.3597561],0
d1,1,0.209347,1.575938,[44 74] ; [13 35],[40.51807229 77.48192771] ; [16.48192771 31.51807229],0
a7,1,0.231358,1.432495,[68 49] ; [23 25],[64.52727273 52.47272727] ; [26.47272727 21.52727273],0
a2,1,0.239223,1.385166,[ 10 108] ; [ 7 41],[ 12.08433735 105.91566265] ; [ 4.91566265 43.08433735],0
s8,1,0.266942,1.232394,[29 89] ; [ 8 40],[26.30120482 91.69879518] ; [10.69879518 37.30120482],0
n1,1,0.274348,1.194879,[12 25] ; [ 9 10],[13.875 23.125] ; [ 7.125 11.875],0
p6,1,0.315626,1.006988,[29 86] ; [ 8 37],[26.59375 88.40625] ; [10.40625 34.59375],0
u3,1,0.3373,0.920666,[15 36] ; [ 9 13],[16.76712329 34.23287671] ; [ 7.23287671 14.76712329],0
d2,1,0.364407,0.82265,[40 77] ; [20 28],[42.54545455 74.45454545] ; [17.45454545 30.54545455],0
p12,1,0.390044,0.738806,[  6 111] ; [ 1 46],[  4.99390244 112.00609756] ; [ 2.00609756 44.99390244],0
p7,1,0.424297,0.638382,[59 58] ; [20 26],[56.70552147 60.29447853] ; [22.29447853 23.70552147],0
v1,1,0.452376,0.564691,[41 73] ; [14 33],[38.94409938 75.05590062] ; [16.05590062 30.94409938],0
u1,1,0.500255,0.454395,[  5 113] ; [ 1 47],[  4.26506024 113.73493976] ; [ 1.73493976 46.26506024],0
n2,1,0.56777,0.326428,[25 12] ; [12  8],[24.01754386 12.98245614] ; [12.98245614  7.01754386],0
a4,1,0.614219,0.254077,[32 85] ; [15 33],[33.32727273 83.67272727] ; [13.67272727 34.32727273],0
s3,1,0.644898,0.212393,[40 76] ; [18 29],[41.27607362 74.72392638] ; [16.72392638 30.27607362],0
s2,1,0.69671,0.151917,[33 85] ; [12 36],[31.98795181 86.01204819] ; [13.01204819 34.98795181],0
a5,1,0.698,0.150561,[58 60] ; [22 26],[56.86746988 61.13253012] ; [23.13253012 24.86746988],0
a6,1,0.777169,0.080094,[66 52] ; [28 20],[66.81927711 51.18072289] ; [27.18072289 20.81927711],0
p5,1,0.814483,0.055059,[  6 111] ; [ 2 45],[  5.70731707 111.29268293] ; [ 2.29268293 44.70731707],0
b2,1,0.835474,0.043134,[23 46] ; [10 22],[22.54455446 46.45544554] ; [10.45544554 21.54455446],0
b3,1,0.835474,0.043134,[23 46] ; [10 22],[22.54455446 46.45544554] ; [10.45544554 21.54455446],0
a3,1,0.835633,0.043049,[66 52] ; [26 22],[65.39759036 52.60240964] ; [26.60240964 21.39759036],0
s4,1,0.862544,0.029976,[ 16 102] ; [ 7 41],[ 16.34939759 101.65060241] ; [ 6.65060241 41.34939759],0
a8,1,0.890217,0.019052,[ 10 101] ; [ 4 44],[  9.77358491 101.22641509] ; [ 4.22641509 43.77358491],0
u2,1,0.983002,0.000454,[21 30] ; [ 9 13],[20.95890411 30.04109589] ; [ 9.04109589 12.95890411],0
n3,1,0.983017,0.000453,[26 11] ; [14  6],[25.96491228 11.03508772] ; [14.03508772  5.96491228],0
