Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,22.139208,[89  4] ; [24 13],[80.83846154 12.16153846] ; [32.16153846  4.83846154],1
d3,1,0.074898,3.172278,[66 27] ; [19 16],[61.7578125 31.2421875] ; [23.2421875 11.7578125],0
a4,1,0.111931,2.526743,[47 46] ; [13 24],[42.92307692 50.07692308] ; [17.07692308 19.92307692],0
v2,1,0.128664,2.308547,[37 55] ; [ 9 26],[33.32283465 58.67716535] ; [12.67716535 22.32283465],0
s7,1,0.130472,2.286882,[54 35] ; [16 19],[50.24193548 38.75806452] ; [19.75806452 15.24193548],0
p2,1,0.147826,2.094537,[84  9] ; [30  7],[81.55384615 11.44615385] ; [32.44615385  4.55384615],0
d5,1,0.153564,2.036482,[71 22] ; [23 13],[67.76744186 25.23255814] ; [26.23255814  9.76744186],0
p9,1,0.155734,2.015173,[80 13] ; [28  9],[77.26153846 15.73846154] ; [30.73846154  6.26153846],0
a1,1,0.163425,1.942249,[ 4 89] ; [ 4 33],[ 5.72307692 87.27692308] ; [ 2.27692308 34.72307692],0
d2,1,0.173643,1.851206,[50 43] ; [15 22],[46.5 46.5] ; [18.5 18.5],0
a6,1,0.237222,1.397028,[63 30] ; [21 16],[60.09230769 32.90769231] ; [23.90769231 13.09230769],0
n5,1,0.245757,1.347265,[69 24] ; [23 13],[66.3255814 26.6744186] ; [25.6744186 10.3255814],0
p4,1,0.304208,1.055656,[71 22] ; [25 12],[68.67692308 24.32307692] ; [27.32307692  9.67692308],0
u3,1,0.341947,0.903119,[15  8] ; [8 8],[13.56410256  9.43589744] ; [9.43589744 6.56410256],0
p8,1,0.346277,0.887055,[61 32] ; [21 16],[58.66153846 34.33846154] ; [23.33846154 13.66153846],0
p5,1,0.361939,0.831154,[16 77] ; [ 4 33],[14.30769231 78.69230769] ; [ 5.69230769 31.30769231],0
n1,1,0.390837,0.736337,[ 7 17] ; [6 8],[ 8.21052632 15.78947368] ; [4.78947368 9.21052632],0
a7,1,0.40496,0.693548,[64 29] ; [22 14],[62. 31.] ; [24. 12.],0
b5,1,0.484096,0.489621,[49 44] ; [22 15],[50.79230769 42.20769231] ; [20.20769231 16.79230769],0
b1,1,0.486395,0.48449,[39 54] ; [18 19],[40.77692308 52.22307692] ; [16.22307692 20.77692308],0
b4,1,0.487787,0.481405,[44 49] ; [20 17],[45.78461538 47.21538462] ; [18.21538462 18.78461538],0
p11,1,0.558433,0.342425,[70 23] ; [26 11],[68.67692308 24.32307692] ; [27.32307692  9.67692308],0
v3,1,0.586411,0.295984,[25 68] ; [ 8 28],[23.79069767 69.20930233] ; [ 9.20930233 26.79069767],0
s5,1,0.590902,0.288938,[34 54] ; [11 22],[32.72727273 55.27272727] ; [12.27272727 20.72727273],0
p1,1,0.621658,0.243544,[12 81] ; [ 6 31],[12.87692308 80.12307692] ; [ 5.12307692 31.87692308],0
s8,1,0.676588,0.173992,[41 51] ; [15 22],[39.9379845 52.0620155] ; [16.0620155 20.9379845],0
n3,1,0.718432,0.13,[18  6] ; [12  3],[18.46153846  5.53846154] ; [11.53846154  3.46153846],0
a8,1,0.769456,0.0859,[10 76] ; [ 5 32],[10.48780488 75.51219512] ; [ 4.51219512 32.48780488],0
s1,1,0.771322,0.084475,[ 4 88] ; [ 2 34],[ 4.3125 87.6875] ; [ 1.6875 34.3125],0
p12,1,0.860722,0.030785,[ 9 83] ; [ 4 33],[ 9.27131783 82.72868217] ; [ 3.72868217 33.27131783],0
n2,1,0.865961,0.02849,[17  7] ; [11  4],[17.23076923  6.76923077] ; [10.76923077  4.23076923],0
b2,1,0.916212,0.011068,[24 31] ; [ 9 11],[24.2 30.8] ; [ 8.8 11.2],0
b3,1,0.916212,0.011068,[24 31] ; [ 9 11],[24.2 30.8] ; [ 8.8 11.2],0
u2,1,0.973253,0.001124,[15  8] ; [11  6],[14.95  8.05] ; [11.05  5.95],0
s4,1,0.994419,4.9e-05,[24 65] ; [10 27],[24.01587302 64.98412698] ; [ 9.98412698 27.01587302],0
