Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,47.37438,[74  6] ; [10 23],[59.46902655 20.53097345] ; [24.53097345  8.46902655],1
a3,1,0.404728,0.694235,[55 25] ; [20 13],[53.09734513 26.90265487] ; [21.90265487 11.09734513],0
d4,1,0.410481,0.677408,[66 14] ; [25  8],[64.42477876 15.57522124] ; [26.57522124  6.42477876],0
b1,1,0.426089,0.63346,[28 52] ; [ 9 24],[26.19469027 53.80530973] ; [10.80530973 22.19469027],0
a5,1,0.426097,0.633438,[57 23] ; [21 12],[55.22123894 24.77876106] ; [22.77876106 10.22123894],0
p9,1,0.431596,0.618525,[74  6] ; [29  4],[72.92035398  7.07964602] ; [30.07964602  2.92035398],0
p3,1,0.451419,0.567086,[45 35] ; [16 17],[43.18584071 36.81415929] ; [17.81415929 15.18584071],0
p7,1,0.455569,0.55676,[56 20] ; [22 11],[54.3853211 21.6146789] ; [23.6146789  9.3853211],0
p4,1,0.45774,0.551416,[52 28] ; [19 14],[50.26548673 29.73451327] ; [20.73451327 12.26548673],0
r1,1,0.468343,0.525883,[61 19] ; [23 10],[59.46902655 20.53097345] ; [24.53097345  8.46902655],0
s1,1,0.487653,0.481701,[ 5 75] ; [ 1 32],[ 4.24778761 75.75221239] ; [ 1.75221239 31.24778761],0
p5,1,0.502585,0.449473,[ 8 72] ; [ 2 31],[ 7.07964602 72.92035398] ; [ 2.92035398 30.07964602],0
a8,1,0.62022,0.245558,[ 4 71] ; [ 1 31],[ 3.5046729 71.4953271] ; [ 1.4953271 30.5046729],0
n4,1,0.629078,0.233313,[57 23] ; [22 11],[55.92920354 24.07079646] ; [23.07079646  9.92920354],0
p2,1,0.674295,0.176619,[68 12] ; [27  6],[67.25663717 12.74336283] ; [27.74336283  5.25663717],0
v2,1,0.676053,0.174603,[36 41] ; [14 19],[35. 42.] ; [15. 18.],0
n6,1,0.723939,0.12475,[69 10] ; [28  5],[68.41964286 10.58035714] ; [28.58035714  4.41964286],0
u2,1,0.732396,0.116923,[13 12] ; [6 7],[12.5 12.5] ; [6.5 6.5],0
p10,1,0.739291,0.110751,[72  8] ; [29  4],[71.50442478  8.49557522] ; [29.49557522  3.50442478],0
n2,1,0.74332,0.10723,[14  3] ; [7 1],[14.28  2.72] ; [6.72 1.28],0
p12,1,0.786193,0.07358,[ 6 74] ; [ 2 31],[ 5.66371681 74.33628319] ; [ 2.33628319 30.66371681],0
r3,1,0.819159,0.05227,[76  4] ; [31  2],[75.75221239  4.24778761] ; [31.24778761  1.75221239],0
b3,1,0.836469,0.042606,[11 36] ; [ 4 15],[10.68181818 36.31818182] ; [ 4.31818182 14.68181818],0
b2,1,0.836469,0.042606,[11 36] ; [ 4 15],[10.68181818 36.31818182] ; [ 4.31818182 14.68181818],0
b4,1,0.855107,0.033345,[47 33] ; [20 13],[47.43362832 32.56637168] ; [19.56637168 13.43362832],0
d3,1,0.874076,0.025117,[57 23] ; [24  9],[57.34513274 22.65486726] ; [23.65486726  9.34513274],0
n1,1,0.914641,0.011489,[ 6 11] ; [3 5],[ 6.12 10.88] ; [2.88 5.12],0
n5,1,0.996428,2e-05,[63 17] ; [26  7],[63.00884956 16.99115044] ; [25.99115044  7.00884956],0
