Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,51.221198,[132  39] ; [178 221],[93. 78.] ; [217. 182.],1
d4,1,0.14171,2.159293,[140  31] ; [306  95],[133.33216783  37.66783217] ; [312.66783217  88.33216783],0
n3,1,0.218415,1.514756,[26  7] ; [73 35],[23.17021277  9.82978723] ; [75.82978723 32.17021277],0
v3,1,0.223391,1.482454,[67 99] ; [133 248],[ 60.69469835 105.30530165] ; [139.30530165 241.69469835],0
n2,1,0.263649,1.249494,[20 13] ; [78 32],[22.61538462 10.38461538] ; [75.38461538 34.61538462],0
p10,1,0.308534,1.036941,[133  35] ; [300  99],[128.2962963  39.7037037] ; [304.7037037  94.2962963],0
a1,1,0.320428,0.987199,[  9 162] ; [ 14 388],[  6.86387435 164.13612565] ; [ 16.13612565 385.86387435],0
a7,1,0.344551,0.893423,[130  39] ; [294 108],[125.49211909  43.50788091] ; [298.50788091 103.49211909],0
a2,1,0.347318,0.883233,[ 40 131] ; [ 80 322],[ 35.81151832 135.18848168] ; [ 84.18848168 317.81151832],0
d5,1,0.350827,0.870463,[137  33] ; [309  92],[132.78458844  37.21541156] ; [313.21541156  87.78458844],0
r3,1,0.351266,0.868877,[163   8] ; [375  27],[160.55497382  10.44502618] ; [377.44502618  24.55497382],0
u2,1,0.353387,0.861259,[33 20] ; [74 61],[30.16489362 22.83510638] ; [76.83510638 58.16489362],0
r1,1,0.359528,0.839543,[138  33] ; [309  91],[133.86514886  37.13485114] ; [313.13485114  86.86514886],0
n1,1,0.380393,0.769432,[13 20] ; [34 75],[10.92253521 22.07746479] ; [36.07746479 72.92253521],0
a3,1,0.406307,0.689581,[118  52] ; [264 137],[113.73029772  56.26970228] ; [268.26970228 132.73029772],0
s3,1,0.503109,0.448372,[84 86] ; [184 213],[80.35273369 89.64726631] ; [187.64726631 209.35273369],0
u3,1,0.580516,0.305401,[31 21] ; [75 61],[29.31914894 22.68085106] ; [76.68085106 59.31914894],0
b4,1,0.581717,0.303467,[94 77] ; [231 171],[96.9895288 74.0104712] ; [228.0104712 173.9895288],0
a6,1,0.637007,0.222678,[116  55] ; [280 121],[118.38461538  52.61538462] ; [277.61538462 123.38461538],0
s1,1,0.758575,0.094465,[  5 164] ; [ 10 389],[  4.46302817 164.53697183] ; [ 10.53697183 388.46302817],0
a8,1,0.7907,0.070438,[ 20 133] ; [ 45 323],[ 19.08829175 133.91170825] ; [ 45.91170825 322.08829175],0
a5,1,0.796628,0.066416,[118  53] ; [273 129],[116.68586387  54.31413613] ; [274.31413613 127.68586387],0
s4,1,0.862878,0.029829,[ 19 150] ; [ 47 353],[ 19.60281195 149.39718805] ; [ 46.39718805 353.60281195],0
b5,1,0.995256,3.5e-05,[108  63] ; [254 148],[108.03141361  62.96858639] ; [253.96858639 148.03141361],0
