Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001144,10.57865,[14 70] ; [9 8],[19.12871287 64.87128713] ; [ 3.87128713 13.12871287],0
s7,1,0.488066,0.480788,[21 57] ; [ 6 11],[22.16842105 55.83157895] ; [ 4.83157895 12.16842105],0
v4,1,0.555777,0.347068,[61 25] ; [14  4],[62.01923077 23.98076923] ; [12.98076923  5.01923077],0
u1,1,0.556663,0.345515,[10 76] ; [ 3 15],[10.75 75.25] ; [ 2.25 15.75],0
b4,1,0.587851,0.293714,[49 37] ; [9 9],[47.96153846 38.03846154] ; [10.03846154  7.96153846],0
n1,1,0.630904,0.230837,[17 19] ; [4 3],[17.58139535 18.41860465] ; [3.41860465 3.58139535],0
s4,1,0.647633,0.208897,[13 72] ; [ 2 16],[12.37864078 72.62135922] ; [ 2.62135922 15.37864078],0
d5,1,0.658076,0.19587,[52 33] ; [10  8],[51.16504854 33.83495146] ; [10.83495146  7.16504854],0
a5,1,0.679981,0.170147,[48 38] ; [11  7],[48.78846154 37.21153846] ; [10.21153846  7.78846154],0
s2,1,0.680287,0.169803,[26 60] ; [ 6 11],[26.7184466 59.2815534] ; [ 5.2815534 11.7184466],0
u2,1,0.703004,0.145366,[15 17] ; [4 6],[14.47619048 17.52380952] ; [4.52380952 5.47619048],0
s8,1,0.745382,0.105453,[22 63] ; [ 4 14],[21.45631068 63.54368932] ; [ 4.54368932 13.45631068],0
r1,1,0.769113,0.086163,[51 35] ; [10  8],[50.44230769 35.55769231] ; [10.55769231  7.44230769],0
n4,1,0.819856,0.051861,[55 31] ; [11  7],[54.57692308 31.42307692] ; [11.42307692  6.57692308],0
v3,1,0.825008,0.048889,[20 61] ; [ 4 14],[19.63636364 61.36363636] ; [ 4.36363636 13.63636364],0
a2,1,0.846573,0.03744,[16 70] ; [ 3 15],[15.71153846 70.28846154] ; [ 3.28846154 14.71153846],0
r4,1,0.899946,0.015808,[56 30] ; [12  6],[56.23076923 29.76923077] ; [11.76923077  6.23076923],0
p1,1,0.950238,0.003895,[10 76] ; [ 2 16],[ 9.92307692 76.07692308] ; [ 2.07692308 15.92307692],0
n6,1,0.952886,0.003491,[55 31] ; [11  6],[55.10679612 30.89320388] ; [10.89320388  6.10679612],0
d4,1,0.97436,0.001033,[57 28] ; [12  6],[56.94174757 28.05825243] ; [12.05825243  5.94174757],0
u3,1,1.0,0.0,[16 16] ; [5 5],[16. 16.] ; [5. 5.],0
