Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.3197,[50  6] ; [10 21],[38.62068966 17.37931034] ; [21.37931034  9.62068966],1
s2,1,0.683686,0.166006,[25 32] ; [15 16],[25.90909091 31.09090909] ; [14.09090909 16.90909091],0
s6,1,0.714112,0.134205,[32 22] ; [19 11],[32.78571429 21.21428571] ; [18.21428571 11.78571429],0
d3,1,0.740023,0.110106,[31 26] ; [18 13],[31.73863636 25.26136364] ; [17.26136364 13.73863636],0
p1,1,0.751232,0.100499,[ 7 50] ; [ 3 27],[ 6.55172414 50.44827586] ; [ 3.44827586 26.55172414],0
s5,1,0.75636,0.096264,[14 39] ; [ 7 23],[13.40963855 39.59036145] ; [ 7.59036145 22.40963855],0
s8,1,0.773268,0.083003,[22 35] ; [11 20],[21.375 35.625] ; [11.625 19.375],0
b3,1,0.834895,0.043442,[10 26] ; [ 4 12],[ 9.69230769 26.30769231] ; [ 4.30769231 11.69230769],0
b2,1,0.834895,0.043442,[10 26] ; [ 4 12],[ 9.69230769 26.30769231] ; [ 4.30769231 11.69230769],0
u2,1,0.88866,0.0196,[13 12] ; [12 12],[12.75510204 12.24489796] ; [12.24489796 11.75510204],0
b1,1,0.918355,0.010508,[19 38] ; [10 21],[18.78409091 38.21590909] ; [10.21590909 20.78409091],0
u1,1,0.944293,0.004883,[ 2 55] ; [ 1 30],[ 1.94318182 55.05681818] ; [ 1.05681818 29.94318182],0
d2,1,0.958572,0.002698,[15 42] ; [ 8 23],[14.89772727 42.10227273] ; [ 8.10227273 22.89772727],0
p6,1,0.979075,0.000688,[25 30] ; [14 17],[24.94186047 30.05813953] ; [14.05813953 16.94186047],0
a7,1,0.991689,0.000109,[35 22] ; [19 12],[34.97727273 22.02272727] ; [19.02272727 11.97727273],0
