Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,25.333932,[92 19] ; [ 9 17],[81.83211679 29.16788321] ; [19.16788321  6.83211679],1
v4,1,0.287747,1.130135,[104   6] ; [24  3],[102.77372263   7.22627737] ; [25.22627737  1.77372263],0
s3,1,0.337719,0.919072,[57 51] ; [11 15],[54.80597015 53.19402985] ; [13.19402985 12.80597015],0
n4,1,0.348278,0.879722,[48 63] ; [ 9 18],[45.84782609 65.15217391] ; [11.15217391 15.84782609],0
p1,1,0.403304,0.698452,[  7 102] ; [ 3 24],[  8.01470588 100.98529412] ; [ 1.98529412 25.01470588],0
s2,1,0.440257,0.595613,[46 65] ; [ 9 18],[44.23913043 66.76086957] ; [10.76086957 16.23913043],0
s4,1,0.487816,0.48134,[23 88] ; [ 4 23],[21.7173913 89.2826087] ; [ 5.2826087 21.7173913],0
n6,1,0.49499,0.465662,[74 36] ; [20  7],[75.47445255 34.52554745] ; [18.52554745  8.47445255],0
a1,1,0.508448,0.437259,[  8 103] ; [ 1 26],[  7.23913043 103.76086957] ; [ 1.76086957 25.23913043],0
u3,1,0.511552,0.43089,[16 12] ; [7 8],[14.97674419 13.02325581] ; [8.02325581 6.97674419],0
p12,1,0.537567,0.380068,[  5 106] ; [ 2 25],[  5.63043478 105.36956522] ; [ 1.36956522 25.63043478],0
p6,1,0.585117,0.298035,[41 64] ; [ 9 18],[39.77272727 65.22727273] ; [10.22727273 16.77272727],0
v3,1,0.588453,0.292767,[29 77] ; [ 6 21],[27.89473684 78.10526316] ; [ 7.10526316 19.89473684],0
s1,1,0.603755,0.269369,[  7 104] ; [ 1 26],[  6.43478261 104.56521739] ; [ 1.56521739 25.43478261],0
p5,1,0.603755,0.269369,[  7 104] ; [ 1 26],[  6.43478261 104.56521739] ; [ 1.56521739 25.43478261],0
p2,1,0.643606,0.214057,[94 16] ; [24  3],[94.74452555 15.25547445] ; [23.25547445  3.74452555],0
v1,1,0.67029,0.181264,[38 70] ; [ 8 18],[37.07462687 70.92537313] ; [ 8.92537313 17.07462687],0
n1,1,0.703273,0.145089,[ 5 25] ; [2 7],[ 5.38461538 24.61538462] ; [1.61538462 7.38461538],0
b5,1,0.780903,0.077363,[69 42] ; [16 11],[68.36956522 42.63043478] ; [16.63043478 10.36956522],0
n2,1,0.849286,0.036111,[21  9] ; [6 3],[20.76923077  9.23076923] ; [6.23076923 2.76923077],0
n3,1,0.861162,0.030588,[26  4] ; [8 1],[26.15384615  3.84615385] ; [7.84615385 1.15384615],0
p8,1,0.871727,0.026071,[63 47] ; [15 12],[62.62773723 47.37226277] ; [15.37226277 11.62773723],0
r2,1,0.887752,0.019923,[97 11] ; [24  3],[96.8 11.2] ; [24.2  2.8],0
a8,1,0.919194,0.010292,[ 8 92] ; [ 2 25],[ 7.87401575 92.12598425] ; [ 2.12598425 24.87401575],0
p4,1,0.99245,9e-05,[61 49] ; [15 12],[61.02189781 48.97810219] ; [14.97810219 12.02189781],0
