Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,62.390642,[45 85] ; [195  62],[80.62015504 49.37984496] ; [159.37984496  97.62015504],1
s3,1,0.026174,4.944456,[35 92] ; [ 45 209],[ 26.66666667 100.33333333] ; [ 53.33333333 200.66666667],0
v1,1,0.03236,4.579338,[45 83] ; [118 135],[54.76115486 73.23884514] ; [108.23884514 144.76115486],0
r2,1,0.043339,4.082143,[106  21] ; [230  24],[112.  15.] ; [224.  30.],0
a3,1,0.045213,4.010676,[72 57] ; [169  86],[80.9609375 48.0390625] ; [160.0390625  94.9609375],0
p2,1,0.071912,3.238831,[87 40] ; [198  59],[94.2578125 32.7421875] ; [190.7421875  66.2578125],0
v3,1,0.090385,2.867509,[29 96] ; [ 79 171],[36. 89.] ; [ 72. 178.],0
n6,1,0.096196,2.767501,[90 40] ; [198  59],[96.74418605 33.25581395] ; [191.25581395  65.74418605],0
s6,1,0.118576,2.43603,[39 89] ; [ 98 156],[45.90575916 82.09424084] ; [ 91.09424084 162.90575916],0
p5,1,0.132487,2.263117,[ 13 116] ; [ 15 241],[  9.38181818 119.61818182] ; [ 18.61818182 237.38181818],0
p9,1,0.134772,2.236658,[84 43] ; [186  67],[90.23684211 36.76315789] ; [179.76315789  73.23684211],0
b2,1,0.136993,2.211416,[30 46] ; [41 98],[25.09767442 50.90232558] ; [45.90232558 93.09767442],0
b3,1,0.136993,2.211416,[30 46] ; [41 98],[25.09767442 50.90232558] ; [45.90232558 93.09767442],0
p6,1,0.173231,1.854759,[ 23 101] ; [ 63 191],[28.21164021 95.78835979] ; [ 57.78835979 196.21164021],0
p7,1,0.178958,1.806254,[60 67] ; [138 115],[66.17368421 60.82631579] ; [131.82631579 121.17368421],0
p12,1,0.205113,1.605586,[  2 127] ; [ 10 244],[  4.04177546 124.95822454] ; [  7.95822454 246.04177546],0
p11,1,0.22775,1.454857,[86 44] ; [186  72],[91.13402062 38.86597938] ; [180.86597938  77.13402062],0
d2,1,0.276139,1.185995,[56 72] ; [ 98 160],[51.06735751 76.93264249] ; [102.93264249 155.06735751],0
n5,1,0.297987,1.083183,[90 39] ; [165  91],[85.44155844 43.55844156] ; [169.55844156  86.44155844],0
s4,1,0.318047,0.996963,[ 16 114] ; [ 23 231],[ 13.203125 116.796875] ; [ 25.796875 228.203125],0
u2,1,0.425278,0.635683,[24 33] ; [43 45],[26.33793103 30.66206897] ; [40.66206897 47.33793103],0
a8,1,0.448887,0.573462,[  9 112] ; [ 23 210],[ 10.93785311 110.06214689] ; [ 21.06214689 211.93785311],0
n2,1,0.566888,0.327917,[31 15] ; [41 25],[29.57142857 16.42857143] ; [42.42857143 23.57142857],0
s1,1,0.659359,0.194303,[  4 125] ; [  6 250],[  3.35064935 125.64935065] ; [  6.64935065 249.35064935],0
p1,1,0.718419,0.130012,[ 11 119] ; [ 19 237],[ 10.10362694 119.89637306] ; [ 19.89637306 236.10362694],0
b4,1,0.725154,0.123608,[77 53] ; [148 110],[75.38659794 54.61340206] ; [149.61340206 108.38659794],0
n1,1,0.817011,0.053542,[16 30] ; [24 41],[16.57657658 29.42342342] ; [23.42342342 41.57657658],0
n4,1,0.819819,0.051882,[89 41] ; [173  84],[88.01033592 41.98966408] ; [173.98966408  83.01033592],0
a1,1,0.87303,0.025539,[  6 124] ; [ 11 247],[  5.69587629 124.30412371] ; [ 11.30412371 246.69587629],0
s7,1,0.930766,0.007548,[ 19 103] ; [ 37 206],[ 18.71780822 103.28219178] ; [ 37.28219178 205.71780822],0
a4,1,0.977016,0.00083,[50 78] ; [100 157],[49.87012987 78.12987013] ; [100.12987013 156.87012987],0
n3,1,0.993755,6.1e-05,[30 13] ; [46 20],[29.98165138 13.01834862] ; [46.01834862 19.98165138],0
u4,1,0.99495,4e-05,[  1 129] ; [  2 256],[  1.00515464 128.99484536] ; [  1.99484536 256.00515464],0
