Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.532154,[23 38] ; [196  82],[39.40707965 21.59292035] ; [179.59292035  98.40707965],1
b4,1,0.305618,1.049519,[38 23] ; [156 127],[34.40116279 26.59883721] ; [159.59883721 123.40116279],0
s4,1,0.314018,1.013699,[14 47] ; [ 49 232],[11.23684211 49.76315789] ; [ 51.76315789 229.23684211],0
v2,1,0.337284,0.920727,[33 26] ; [171 102],[36.25301205 22.74698795] ; [167.74698795 105.25301205],0
b3,1,0.346717,0.885437,[12 20] ; [ 91 105],[14.45614035 17.54385965] ; [ 88.54385965 107.45614035],0
b2,1,0.346717,0.885437,[12 20] ; [ 91 105],[14.45614035 17.54385965] ; [ 88.54385965 107.45614035],0
p12,1,0.424266,0.638469,[ 5 56] ; [ 33 248],[ 6.77777778 54.22222222] ; [ 31.22222222 249.77777778],0
p6,1,0.43143,0.61897,[27 34] ; [139 140],[29.78235294 31.21764706] ; [136.21764706 142.78235294],0
v1,1,0.433137,0.614397,[35 25] ; [174  99],[37.65765766 22.34234234] ; [171.34234234 101.65765766],0
a1,1,0.449923,0.570847,[ 2 59] ; [ 16 267],[ 3.19186047 57.80813953] ; [ 14.80813953 268.19186047],0
v4,1,0.511185,0.43164,[60  1] ; [272   9],[59.21637427  1.78362573] ; [272.78362573   8.21637427],0
a8,1,0.544666,0.36696,[ 8 45] ; [ 48 210],[ 9.54340836 43.45659164] ; [ 46.45659164 211.54340836],0
d1,1,0.555348,0.347824,[39 22] ; [192  91],[40.9622093 20.0377907] ; [190.0377907  92.9622093],0
s1,1,0.608327,0.262619,[ 3 57] ; [ 10 268],[ 2.30769231 57.69230769] ; [ 10.69230769 267.30769231],0
p4,1,0.623291,0.241268,[42 19] ; [203  79],[43.57142857 17.42857143] ; [201.42857143  80.57142857],0
d5,1,0.67108,0.180341,[53  8] ; [239  43],[51.93002915  9.06997085] ; [240.06997085  41.93002915],0
d3,1,0.69357,0.155248,[42 19] ; [202  81],[43.26744186 17.73255814] ; [200.73255814  82.26744186],0
p5,1,0.714027,0.134288,[ 9 52] ; [ 47 235],[ 9.95918367 51.04081633] ; [ 46.04081633 235.95918367],0
a7,1,0.735771,0.113879,[45 16] ; [202  80],[43.9271137 17.0728863] ; [203.0728863  78.9271137],0
r1,1,0.736546,0.113186,[50 10] ; [239  42],[50.85043988  9.14956012] ; [238.14956012  42.85043988],0
r4,1,0.757899,0.095012,[56  5] ; [263  20],[56.56686047  4.43313953] ; [262.43313953  20.56686047],0
u2,1,0.791779,0.069697,[10  5] ; [34 20],[9.56521739 5.43478261] ; [34.43478261 19.56521739],0
n2,1,0.82325,0.049893,[13  6] ; [37 15],[13.38028169  5.61971831] ; [36.61971831 15.38028169],0
a6,1,0.82773,0.047356,[40 21] ; [189  93],[40.72594752 20.27405248] ; [188.27405248  93.72594752],0
a2,1,0.871551,0.026143,[17 44] ; [ 76 207],[16.49127907 44.50872093] ; [ 76.50872093 206.49127907],0
r2,1,0.914714,0.011469,[57  3] ; [265  13],[57.15976331  2.84023669] ; [264.84023669  13.15976331],0
a4,1,0.916131,0.01109,[28 33] ; [132 151],[28.37209302 32.62790698] ; [131.62790698 151.37209302],0
u4,1,0.921611,0.009683,[ 2 59] ; [ 10 273],[ 2.12790698 58.87209302] ; [  9.87209302 273.12790698],0
s3,1,0.9583,0.002734,[46 15] ; [208  69],[45.84023669 15.15976331] ; [208.15976331  68.84023669],0
d2,1,0.989451,0.000175,[34 27] ; [158 125],[34.04651163 26.95348837] ; [157.95348837 125.04651163],0
