Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.003879,8.339651,[ 8 50] ; [11 15],[13.11904762 44.88095238] ; [ 5.88095238 20.11904762],0
n5,1,0.738804,0.111181,[38 19] ; [17 10],[37.32142857 19.67857143] ; [17.67857143  9.32142857],0
d4,1,0.803942,0.061627,[33 24] ; [17 11],[33.52941176 23.47058824] ; [16.47058824 11.52941176],0
b2,1,0.809393,0.058182,[12 21] ; [6 9],[12.375 20.625] ; [5.625 9.375],0
b3,1,0.809393,0.058182,[12 21] ; [6 9],[12.375 20.625] ; [5.625 9.375],0
n6,1,0.866472,0.028272,[34 23] ; [15 11],[33.65060241 23.34939759] ; [15.34939759 10.65060241],0
p8,1,0.872559,0.025731,[16 42] ; [ 7 20],[15.69411765 42.30588235] ; [ 7.30588235 19.69411765],0
d5,1,0.896427,0.016946,[34 24] ; [16 12],[33.72093023 24.27906977] ; [16.27906977 11.72093023],0
d1,1,0.910595,0.012608,[20 38] ; [10 18],[20.23255814 37.76744186] ; [ 9.76744186 18.23255814],0
v4,1,0.924225,0.009046,[35 23] ; [16 11],[34.8 23.2] ; [16.2 10.8],0
a1,1,0.958171,0.002751,[ 6 52] ; [ 3 25],[ 6.06976744 51.93023256] ; [ 2.93023256 25.06976744],0
r1,1,0.995007,3.9e-05,[15 43] ; [ 7 20],[15.01176471 42.98823529] ; [ 6.98823529 20.01176471],0
