Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000103,15.078049,[16 10] ; [16 61],[ 8.0776699 17.9223301] ; [23.9223301 53.0776699],1
b2,1,0.400344,0.707292,[ 2 11] ; [11 30],[3.12962963 9.87037037] ; [ 9.87037037 31.12962963],0
p10,1,0.41421,0.666684,[11 13] ; [41 33],[12.73469388 11.26530612] ; [39.26530612 34.73469388],0
b1,1,0.432517,0.616055,[11 15] ; [26 51],[ 9.33980583 16.66019417] ; [27.66019417 49.33980583],0
a6,1,0.453055,0.562997,[13 13] ; [32 45],[11.3592233 14.6407767] ; [33.6407767 43.3592233],0
v3,1,0.457982,0.550822,[ 6 17] ; [14 60],[ 4.74226804 18.25773196] ; [15.25773196 58.74226804],0
n3,1,0.465759,0.53202,[6 1] ; [21  8],[5.25 1.75] ; [21.75  7.25],0
r2,1,0.494858,0.465947,[20  5] ; [66 11],[21.07843137  3.92156863] ; [64.92156863 12.07843137],0
a8,1,0.514718,0.424463,[ 1 23] ; [ 6 68],[ 1.71428571 22.28571429] ; [ 5.28571429 68.71428571],0
s3,1,0.527064,0.400048,[12 13] ; [31 45],[10.64356436 14.35643564] ; [32.35643564 43.64356436],0
s1,1,0.618264,0.248314,[ 1 25] ; [ 5 72],[ 1.51456311 24.48543689] ; [ 4.48543689 72.51456311],0
r3,1,0.623631,0.240797,[22  4] ; [68  9],[22.7184466  3.2815534] ; [67.2815534  9.7184466],0
p11,1,0.67433,0.176579,[15 11] ; [48 29],[15.90291262 10.09708738] ; [47.09708738 29.90291262],0
s8,1,0.71534,0.133001,[ 7 19] ; [18 59],[ 6.31067961 19.68932039] ; [18.68932039 58.31067961],0
p6,1,0.738003,0.11189,[ 5 17] ; [15 62],[ 4.44444444 17.55555556] ; [15.55555556 61.44444444],0
u2,1,0.760786,0.092689,[11  6] ; [26 17],[10.48333333  6.51666667] ; [26.51666667 16.48333333],0
d3,1,0.799177,0.064726,[15 11] ; [46 30],[15.54901961 10.45098039] ; [45.45098039 30.54901961],0
s5,1,0.803296,0.062043,[ 5 19] ; [17 56],[ 5.44329897 18.55670103] ; [16.55670103 56.44329897],0
a7,1,0.841501,0.03999,[18  8] ; [51 25],[17.58823529  8.41176471] ; [51.41176471 24.58823529],0
p9,1,0.847592,0.036938,[15 10] ; [46 28],[15.4040404  9.5959596] ; [45.5959596 28.4040404],0
r1,1,0.869516,0.026986,[15 11] ; [43 34],[14.6407767 11.3592233] ; [43.3592233 33.6407767],0
b4,1,0.871339,0.02623,[16 10] ; [46 31],[15.65048544 10.34951456] ; [46.34951456 30.65048544],0
s2,1,0.872521,0.025747,[ 8 18] ; [25 52],[ 8.33009709 17.66990291] ; [24.66990291 52.33009709],0
d1,1,0.872521,0.025747,[ 8 18] ; [25 52],[ 8.33009709 17.66990291] ; [24.66990291 52.33009709],0
s4,1,0.905092,0.014216,[ 5 21] ; [14 63],[ 4.7961165 21.2038835] ; [14.2038835 62.7961165],0
d5,1,0.927298,0.008326,[16 10] ; [46 30],[15.80392157 10.19607843] ; [46.19607843 29.80392157],0
r4,1,0.931133,0.007468,[18  8] ; [54 23],[18.17475728  7.82524272] ; [53.82524272 23.17475728],0
n6,1,0.963961,0.002042,[16 10] ; [47 30],[15.90291262 10.09708738] ; [47.09708738 29.90291262],0
d4,1,0.972361,0.0012,[19  7] ; [56 21],[18.93203883  7.06796117] ; [56.06796117 20.93203883],0
a1,1,0.990906,0.00013,[ 1 25] ; [ 3 74],[ 1.00970874 24.99029126] ; [ 2.99029126 74.00970874],0
