Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.000182,14.009833,[13 23] ; [28  7],[20.78873239 15.21126761] ; [20.21126761 14.78873239],1
s8,1,0.716542,0.13183,[ 6 30] ; [ 7 28],[ 6.5915493 29.4084507] ; [ 6.4084507 28.5915493],0
s7,1,0.719791,0.128693,[ 7 27] ; [ 8 25],[ 7.6119403 26.3880597] ; [ 7.3880597 25.6119403],0
a1,1,0.755404,0.097046,[ 5 31] ; [ 4 31],[ 4.56338028 31.43661972] ; [ 4.43661972 30.56338028],0
u3,1,0.765688,0.088816,[ 6 13] ; [3 5],[ 6.33333333 12.66666667] ; [2.66666667 5.33333333],0
p1,1,0.802045,0.062851,[ 7 29] ; [ 6 29],[ 6.5915493 29.4084507] ; [ 6.4084507 28.5915493],0
p7,1,0.854686,0.033541,[11 25] ; [10 25],[10.64788732 25.35211268] ; [10.35211268 24.64788732],0
p3,1,0.885969,0.020565,[ 9 27] ; [ 8 26],[ 8.74285714 27.25714286] ; [ 8.25714286 25.74285714],0
p11,1,0.914383,0.011559,[16 20] ; [16 19],[16.22535211 19.77464789] ; [15.77464789 19.22535211],0
s6,1,0.932409,0.007194,[12 24] ; [12 23],[12.16901408 23.83098592] ; [11.83098592 23.16901408],0
s2,1,0.940751,0.005524,[10 26] ; [10 25],[10.14084507 25.85915493] ; [ 9.85915493 25.14084507],0
b3,1,0.970962,0.001325,[10 13] ; [11 14],[10.0625 12.9375] ; [10.9375 14.0625],0
b2,1,0.970962,0.001325,[10 13] ; [11 14],[10.0625 12.9375] ; [10.9375 14.0625],0
