Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,69.733568,[333  69] ; [63 73],[295.89591078 106.10408922] ; [100.10408922  35.89591078],1
s2,1,0.208248,1.583568,[219 181] ; [67 71],[212.6394052 187.3605948] ; [73.3605948 64.6394052],0
a7,1,0.20878,1.579869,[298 105] ; [93 43],[292.3432282 110.6567718] ; [98.6567718 37.3432282],0
u3,1,0.258268,1.278019,[41 28] ; [37 37],[37.63636364 31.36363636] ; [40.36363636 33.63636364],0
u2,1,0.324026,0.972625,[34 35] ; [42 31],[36.92957746 32.07042254] ; [39.07042254 33.92957746],0
a8,1,0.458087,0.550565,[ 60 301] ; [ 18 112],[ 57.34826884 303.65173116] ; [ 20.65173116 109.34826884],0
r3,1,0.475134,0.510011,[392  10] ; [132   5],[390.81261596  11.18738404] ; [133.18738404   3.81261596],0
p11,1,0.483526,0.4909,[332  71] ; [110  28],[329.25323475  73.74676525] ; [112.74676525  25.25323475],0
p5,1,0.555387,0.347754,[ 58 344] ; [ 17 120],[ 55.93692022 346.06307978] ; [ 19.06307978 117.93692022],0
p1,1,0.665695,0.186679,[ 36 365] ; [ 14 123],[ 37.26765799 363.73234201] ; [ 12.73234201 124.26765799],0
n2,1,0.719448,0.129022,[55 16] ; [25  6],[55.68627451 15.31372549] ; [24.31372549  6.68627451],0
s4,1,0.721808,0.126767,[ 68 331] ; [ 25 111],[ 69.3588785 329.6411215] ; [ 23.6411215 112.3588785],0
p6,1,0.805555,0.060597,[197 202] ; [65 70],[195.76404494 203.23595506] ; [66.23595506 68.76404494],0
n1,1,0.833697,0.044084,[23 46] ; [11 20],[23.46 45.54] ; [10.54 20.46],0
v4,1,0.841447,0.040017,[391  10] ; [134   3],[391.31040892   9.68959108] ; [133.68959108   3.31040892],0
s1,1,0.937571,0.006135,[ 11 386] ; [  4 134],[ 11.13084112 385.86915888] ; [  3.86915888 134.13084112],0
s3,1,0.953281,0.003432,[233 163] ; [81 56],[233.29080675 162.70919325] ; [80.70919325 56.29080675],0
b5,1,0.977854,0.000771,[236 167] ; [81 57],[236.13863216 166.86136784] ; [80.86136784 57.13863216],0
b4,1,0.991196,0.000122,[228 175] ; [78 60],[227.94454713 175.05545287] ; [78.05545287 59.94454713],0
