Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000138,14.524103,[ 3 36] ; [6 4],[ 7.16326531 31.83673469] ; [1.83673469 8.16326531],1
n4,1,0.414399,0.666144,[26 13] ; [8 2],[27.06122449 11.93877551] ; [6.93877551 3.06122449],0
b4,1,0.435356,0.608492,[22 17] ; [7 3],[23.08163265 15.91836735] ; [5.91836735 4.08163265],0
v2,1,0.49222,0.471669,[ 5 33] ; [2 7],[ 5.65957447 32.34042553] ; [1.34042553 7.65957447],0
b1,1,0.50777,0.43866,[24 15] ; [5 5],[23.08163265 15.91836735] ; [5.91836735 4.08163265],0
p11,1,0.521215,0.411489,[ 8 31] ; [3 7],[ 8.75510204 30.24489796] ; [2.24489796 7.75510204],0
a4,1,0.542933,0.37013,[15 22] ; [3 7],[14.17021277 22.82978723] ; [3.82978723 6.17021277],0
a2,1,0.562705,0.335043,[ 5 34] ; [2 8],[ 5.57142857 33.42857143] ; [1.42857143 8.57142857],0
r2,1,0.581013,0.3046,[26 12] ; [7 2],[26.68085106 11.31914894] ; [6.31914894 2.68085106],0
a5,1,0.622135,0.242878,[20 19] ; [6 4],[20.69387755 18.30612245] ; [5.30612245 4.69387755],0
v1,1,0.780596,0.077586,[10 29] ; [3 7],[10.34693878 28.65306122] ; [2.65306122 7.34693878],0
s1,1,0.808204,0.058925,[ 5 34] ; [1 9],[ 4.7755102 34.2244898] ; [1.2244898 8.7755102],0
n3,1,0.823218,0.049911,[ 8 13] ; [3 4],[ 8.25 12.75] ; [2.75 4.25],0
a3,1,0.853975,0.033874,[21 16] ; [6 4],[21.25531915 15.74468085] ; [5.74468085 4.25531915],0
s4,1,0.881196,0.022336,[ 7 32] ; [2 8],[ 7.16326531 31.83673469] ; [1.83673469 8.16326531],0
n1,1,0.908697,0.013152,[10 11] ; [4 4],[10.13793103 10.86206897] ; [3.86206897 4.13793103],0
p1,1,0.971364,0.001289,[ 8 31] ; [2 8],[ 7.95918367 31.04081633] ; [2.04081633 7.95918367],0
