Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000212,13.72274,[89 22] ; [11 14],[81.61764706 29.38235294] ; [18.38235294  6.61764706],1
a4,1,0.405115,0.693092,[22 86] ; [ 7 18],[23.54887218 84.45112782] ; [ 5.45112782 19.54887218],0
p1,1,0.447698,0.576474,[20 89] ; [ 3 22],[18.70895522 90.29104478] ; [ 4.29104478 20.70895522],0
p3,1,0.515096,0.423701,[47 62] ; [ 9 16],[45.55223881 63.44776119] ; [10.44776119 14.55223881],0
d2,1,0.522778,0.408408,[29 82] ; [ 5 20],[27.75 83.25] ; [ 6.25 18.75],0
a5,1,0.553746,0.350649,[60 50] ; [12 13],[58.66666667 51.33333333] ; [13.33333333 11.66666667],0
d1,1,0.65794,0.196036,[  7 104] ; [ 1 24],[  6.52941176 104.47058824] ; [ 1.47058824 23.52941176],0
s3,1,0.70483,0.143496,[59 46] ; [13 12],[58.15384615 46.84615385] ; [13.84615385 11.15384615],0
n2,1,0.707677,0.140609,[17  6] ; [8 2],[17.42424242  5.57575758] ; [7.57575758 2.42424242],0
d3,1,0.711607,0.136677,[44 66] ; [ 9 16],[43.18518519 66.81481481] ; [ 9.81481481 15.18518519],0
b3,1,0.715096,0.13324,[29 44] ; [ 8 10],[29.68131868 43.31868132] ; [ 7.31868132 10.68131868],0
b2,1,0.715096,0.13324,[29 44] ; [ 8 10],[29.68131868 43.31868132] ; [ 7.31868132 10.68131868],0
u1,1,0.728715,0.120295,[  3 108] ; [ 1 24],[  3.26470588 107.73529412] ; [ 0.73529412 24.26470588],0
a2,1,0.890867,0.018826,[  8 103] ; [ 2 23],[  8.16176471 102.83823529] ; [ 1.83823529 23.16176471],0
b1,1,0.924381,0.009009,[50 61] ; [11 14],[49.78676471 61.21323529] ; [11.21323529 13.78676471],0
v3,1,0.941165,0.005447,[40 69] ; [ 9 15],[40.15789474 68.84210526] ; [ 8.84210526 15.15789474],0
u2,1,0.942054,0.005284,[26 29] ; [6 7],[25.88235294 29.11764706] ; [6.11764706 6.88235294],0
s4,1,0.964556,0.001975,[18 92] ; [ 4 21],[17.92592593 92.07407407] ; [ 4.07407407 20.92592593],0
a3,1,0.967544,0.001656,[55 54] ; [12 12],[54.90977444 54.09022556] ; [12.09022556 11.90977444],0
u3,1,0.985723,0.00032,[26 30] ; [6 7],[25.97101449 30.02898551] ; [6.02898551 6.97101449],0
