Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.799664,[ 5 22] ; [44 17],[15.03409091 11.96590909] ; [33.96590909 27.03409091],1
s8,1,0.135681,2.22627,[ 7 20] ; [26 35],[10.125 16.875] ; [22.875 38.125],0
p1,1,0.139657,2.181732,[ 5 21] ; [ 5 56],[ 2.98850575 23.01149425] ; [ 7.01149425 53.98850575],0
p11,1,0.140507,2.1724,[20  7] ; [53  8],[22.39772727  4.60227273] ; [50.60227273 10.39772727],0
n2,1,0.15666,2.006173,[4 4] ; [14  4],[5.53846154 2.46153846] ; [12.46153846  5.53846154],0
b3,1,0.159513,1.978839,[ 2 13] ; [12 25],[ 4.03846154 10.96153846] ; [ 9.96153846 27.03846154],0
b2,1,0.159513,1.978839,[ 2 13] ; [12 25],[ 4.03846154 10.96153846] ; [ 9.96153846 27.03846154],0
n3,1,0.17844,1.810571,[7 1] ; [11  7],[5.53846154 2.46153846] ; [12.46153846  5.53846154],0
n5,1,0.18927,1.723292,[16 11] ; [44 16],[18.62068966  8.37931034] ; [41.37931034 18.62068966],0
p10,1,0.20475,1.608165,[19  7] ; [50  9],[21.10588235  4.89411765] ; [47.89411765 11.10588235],0
r2,1,0.20475,1.608165,[19  7] ; [50  9],[21.10588235  4.89411765] ; [47.89411765 11.10588235],0
b4,1,0.215036,1.537195,[13 14] ; [38 23],[15.64772727 11.35227273] ; [35.35227273 25.64772727],0
p5,1,0.281442,1.160115,[ 3 23] ; [13 48],[ 4.7816092 21.2183908] ; [11.2183908 49.7816092],0
s1,1,0.287805,1.129859,[ 3 24] ; [ 3 58],[ 1.84090909 25.15909091] ; [ 4.15909091 56.84090909],0
a8,1,0.372277,0.796051,[ 1 23] ; [ 6 53],[ 2.02409639 21.97590361] ; [ 4.97590361 54.02409639],0
b5,1,0.456602,0.55421,[15 12] ; [39 22],[16.56818182 10.43181818] ; [37.43181818 23.56818182],0
p2,1,0.461373,0.542562,[20  6] ; [51 10],[21.2183908  4.7816092] ; [49.7816092 11.2183908],0
a6,1,0.510404,0.433239,[13 14] ; [34 27],[14.42045455 12.57954545] ; [32.57954545 28.42045455],0
p9,1,0.513246,0.427444,[21  6] ; [51 10],[22.09090909  4.90909091] ; [49.90909091 11.09090909],0
s4,1,0.641192,0.217186,[ 5 22] ; [14 47],[ 5.82954545 21.17045455] ; [13.17045455 47.82954545],0
s3,1,0.653908,0.201008,[11 15] ; [29 32],[11.95402299 14.04597701] ; [28.04597701 32.95402299],0
r3,1,0.662232,0.190823,[23  4] ; [54  7],[23.625  3.375] ; [53.375  7.625],0
n1,1,0.670896,0.180556,[2 6] ; [ 6 12],[2.46153846 5.53846154] ; [ 5.53846154 12.46153846],0
p12,1,0.698636,0.149895,[ 2 25] ; [ 6 54],[ 2.48275862 24.51724138] ; [ 5.51724138 54.48275862],0
p7,1,0.753046,0.098989,[19  7] ; [45 14],[19.57647059  6.42352941] ; [44.42352941 14.57647059],0
