Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.791667,[231  12] ; [7 5],[226.8  16.2] ; [11.2  0.8],1
a6,1,0.339593,0.911968,[154  88] ; [6 6],[152.44094488  89.55905512] ; [7.55905512 4.44094488],0
a7,1,0.393558,0.727921,[170  73] ; [7 5],[168.67058824  74.32941176] ; [8.32941176 3.67058824],0
s8,1,0.400298,0.707432,[141 101] ; [5 6],[139.65217391 102.34782609] ; [6.34782609 4.65217391],0
s4,1,0.410656,0.6769,[ 55 184] ; [4 8],[ 56.17928287 182.82071713] ; [2.82071713 9.17928287],0
u2,1,0.453899,0.560897,[29 23] ; [3 1],[29.71428571 22.28571429] ; [2.28571429 1.71428571],0
u3,1,0.536052,0.382906,[34 18] ; [2 2],[33.42857143 18.57142857] ; [2.57142857 1.42857143],0
a4,1,0.601702,0.272436,[120 123] ; [5 7],[119.11764706 123.88235294] ; [5.88235294 6.11764706],0
n3,1,0.638798,0.220318,[37 12] ; [4 2],[36.52727273 12.47272727] ; [4.47272727 1.52727273],0
s6,1,0.6805,0.169564,[207  32] ; [10  1],[207.452  31.548] ; [9.548 1.452],0
a1,1,0.711646,0.136638,[ 14 229] ; [ 1 11],[ 14.29411765 228.70588235] ; [ 0.70588235 11.29411765],0
a5,1,0.712364,0.135927,[193  50] ; [9 3],[192.49411765  50.50588235] ; [9.50588235 2.49411765],0
b4,1,0.730867,0.118317,[150  93] ; [8 4],[150.56470588  92.43529412] ; [7.43529412 4.56470588],0
p12,1,0.760473,0.092939,[ 27 215] ; [ 1 11],[ 26.67716535 215.32283465] ; [ 1.32283465 10.67716535],0
n5,1,0.782574,0.076157,[193  48] ; [10  2],[193.3715415  47.6284585] ; [9.6284585 2.3715415],0
p5,1,0.794464,0.06787,[ 53 190] ; [3 9],[ 53.36470588 189.63529412] ; [2.63529412 9.36470588],0
p3,1,0.835993,0.042858,[149  94] ; [7 5],[148.65882353  94.34117647] ; [7.34117647 4.65882353],0
n1,1,0.96236,0.002227,[25 24] ; [3 3],[24.94545455 24.05454545] ; [3.05454545 2.94545455],0
n2,1,0.98304,0.000452,[41  8] ; [5 1],[40.98181818  8.01818182] ; [5.01818182 0.98181818],0
