Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.294342,[41  6] ; [56 56],[28.67295597 18.32704403] ; [68.32704403 43.67295597],1
p9,1,0.12865,2.308714,[37  9] ; [76 35],[33.10828025 12.89171975] ; [79.89171975 31.10828025],0
d2,1,0.158452,1.988937,[28 19] ; [53 59],[23.94339623 23.05660377] ; [57.05660377 54.94339623],0
d1,1,0.180417,1.794187,[33 14] ; [66 46],[29.26415094 17.73584906] ; [69.73584906 42.26415094],0
a1,1,0.193563,1.690289,[ 4 43] ; [  4 108],[ 2.36477987 44.63522013] ; [  5.63522013 106.36477987],0
s1,1,0.193563,1.690289,[ 4 43] ; [  4 108],[ 2.36477987 44.63522013] ; [  5.63522013 106.36477987],0
r2,1,0.238575,1.388995,[44  2] ; [98 11],[42.14193548  3.85806452] ; [99.85806452  9.14193548],0
p4,1,0.269807,1.21773,[26 20] ; [52 59],[22.85350318 23.14649682] ; [55.14649682 55.85350318],0
r3,1,0.277881,1.177426,[46  1] ; [105   7],[44.63522013  2.36477987] ; [106.36477987   5.63522013],0
p2,1,0.306363,1.046291,[33 13] ; [88 23],[35.4522293 10.5477707] ; [85.5477707 25.4522293],0
p11,1,0.330096,0.94852,[29 18] ; [78 34],[31.62893082 15.37106918] ; [75.37106918 36.62893082],0
p7,1,0.351289,0.868796,[28 17] ; [60 51],[25.38461538 19.61538462] ; [62.61538462 48.38461538],0
u2,1,0.389412,0.740779,[7 8] ; [14  9],[8.28947368 6.71052632] ; [12.71052632 10.28947368],0
a4,1,0.43619,0.606285,[25 22] ; [52 60],[22.76100629 24.23899371] ; [54.23899371 57.76100629],0
b5,1,0.43978,0.596856,[25 22] ; [67 45],[27.19496855 19.80503145] ; [64.80503145 47.19496855],0
r4,1,0.449289,0.572445,[42  5] ; [95 17],[40.49685535  6.50314465] ; [96.50314465 15.49685535],0
a7,1,0.455003,0.558159,[33 14] ; [85 27],[34.88050314 12.11949686] ; [83.11949686 28.88050314],0
b3,1,0.469342,0.523524,[11 16] ; [21 43],[ 9.49450549 17.50549451] ; [22.50549451 41.49450549],0
b2,1,0.469342,0.523524,[11 16] ; [21 43],[ 9.49450549 17.50549451] ; [22.50549451 41.49450549],0
a8,1,0.479968,0.498936,[ 2 41] ; [ 8 93],[ 2.98611111 40.01388889] ; [ 7.01388889 93.98611111],0
d5,1,0.506942,0.440373,[41  6] ; [93 19],[39.61006289  7.38993711] ; [94.38993711 17.61006289],0
u3,1,0.608766,0.261976,[9 6] ; [15  7],[9.72972973 5.27027027] ; [14.27027027  7.72972973],0
v1,1,0.615385,0.252407,[21 25] ; [45 64],[19.58709677 26.41290323] ; [46.41290323 62.58709677],0
d3,1,0.637596,0.2219,[34 13] ; [85 27],[35.17610063 11.82389937] ; [83.82389937 28.17610063],0
a2,1,0.661991,0.191114,[12 35] ; [25 87],[10.93710692 36.06289308] ; [26.06289308 85.93710692],0
r1,1,0.667332,0.184738,[36 10] ; [91 21],[36.97468354  9.02531646] ; [90.02531646 21.97468354],0
v4,1,0.690103,0.158974,[42  4] ; [99 12],[41.31210191  4.68789809] ; [99.68789809 11.31210191],0
p8,1,0.703254,0.145109,[21 25] ; [47 64],[19.92356688 26.07643312] ; [48.07643312 62.92356688],0
n3,1,0.804671,0.061161,[10  4] ; [21 10],[9.64444444 4.35555556] ; [21.35555556  9.64444444],0
v2,1,0.837205,0.042218,[27 20] ; [59 47],[26.41830065 20.58169935] ; [59.58169935 46.41830065],0
n2,1,0.869454,0.027011,[9 6] ; [20 12],[9.25531915 5.74468085] ; [19.74468085 12.25531915],0
v3,1,0.915355,0.011297,[15 31] ; [33 71],[14.72 31.28] ; [33.28 70.72],0
