Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3.3e-05,17.211949,[ 6 31] ; [24 14],[14.8 22.2] ; [15.2 22.8],1
s3,1,0.292816,1.106629,[20 16] ; [16 21],[17.75342466 18.24657534] ; [18.24657534 18.75342466],0
d5,1,0.30042,1.072327,[20 17] ; [16 22],[17.76 19.24] ; [18.24 19.76],0
u3,1,0.324534,0.970588,[10 12] ; [7 4],[11.33333333 10.66666667] ; [5.66666667 5.33333333],0
s5,1,0.340617,0.908108,[ 7 28] ; [11 26],[ 8.75 26.25] ; [ 9.25 27.75],0
p11,1,0.355568,0.853485,[28  9] ; [32  6],[29.6  7.4] ; [30.4  7.6],0
n1,1,0.428537,0.626786,[2 5] ; [3 3],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
a4,1,0.46582,0.531874,[ 8 29] ; [11 27],[ 9.37333333 27.62666667] ; [ 9.62666667 28.37333333],0
d3,1,0.46582,0.531874,[ 8 29] ; [11 27],[ 9.37333333 27.62666667] ; [ 9.62666667 28.37333333],0
p8,1,0.501278,0.452229,[19 17] ; [23 15],[20.43243243 15.56756757] ; [21.56756757 16.43243243],0
s1,1,0.539955,0.375622,[ 2 35] ; [ 1 37],[ 1.48 35.52] ; [ 1.52 36.48],0
u1,1,0.571573,0.320057,[ 1 36] ; [ 2 36],[ 1.48 35.52] ; [ 1.52 36.48],0
s6,1,0.597844,0.27826,[22 13] ; [21 16],[20.90277778 14.09722222] ; [22.09722222 14.90277778],0
n2,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
u2,1,0.61438,0.253846,[ 8 14] ; [5 6],[ 8.66666667 13.33333333] ; [4.33333333 6.66666667],0
p2,1,0.614509,0.253661,[30  7] ; [29  9],[29.10666667  7.89333333] ; [29.89333333  8.10666667],0
s2,1,0.619432,0.246667,[13 24] ; [11 26],[12. 25.] ; [12. 25.],0
d2,1,0.650806,0.204885,[ 9 28] ; [11 27],[ 9.86666667 27.13333333] ; [10.13333333 27.86666667],0
n6,1,0.708181,0.140101,[31  6] ; [33  5],[31.57333333  5.42666667] ; [32.42666667  5.57333333],0
p1,1,0.72038,0.128129,[ 7 30] ; [ 6 32],[ 6.41333333 30.58666667] ; [ 6.58666667 31.41333333],0
p5,1,0.72038,0.128129,[ 7 30] ; [ 6 32],[ 6.41333333 30.58666667] ; [ 6.58666667 31.41333333],0
a6,1,0.74395,0.106686,[24 13] ; [26 12],[24.66666667 12.33333333] ; [25.33333333 12.66666667],0
s7,1,0.808286,0.058873,[15 20] ; [14 21],[14.5 20.5] ; [14.5 20.5],0
p4,1,0.842845,0.039305,[28  9] ; [28 10],[27.62666667  9.37333333] ; [28.37333333  9.62666667],0
s8,1,0.856009,0.032927,[14 22] ; [14 24],[13.62162162 22.37837838] ; [14.37837838 23.62162162],0
p7,1,0.944482,0.004849,[27 10] ; [28 10],[27.13333333  9.86666667] ; [27.86666667 10.13333333],0
v4,1,0.972835,0.00116,[34  3] ; [35  3],[34.04  2.96] ; [34.96  3.04],0
d1,1,0.978133,0.000751,[ 2 35] ; [ 2 36],[ 1.97333333 35.02666667] ; [ 2.02666667 35.97333333],0
