Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000209,13.744652,[10 17] ; [51 15],[17.70967742  9.29032258] ; [43.29032258 22.70967742],1
a6,1,0.139946,2.178557,[11 16] ; [38 28],[14.22580645 12.77419355] ; [34.77419355 31.22580645],0
p4,1,0.145925,2.11434,[ 4 23] ; [19 46],[ 6.75 20.25] ; [16.25 48.75],0
s8,1,0.198081,1.656465,[ 3 24] ; [15 51],[ 5.22580645 21.77419355] ; [12.77419355 53.22580645],0
a8,1,0.216332,1.528536,[ 5 21] ; [ 6 56],[ 3.25 22.75] ; [ 7.75 54.25],0
a5,1,0.281937,1.157731,[11 16] ; [35 31],[13.35483871 13.64516129] ; [32.64516129 33.35483871],0
r1,1,0.291915,1.11077,[14 13] ; [42 24],[16.25806452 10.74193548] ; [39.74193548 26.25806452],0
v1,1,0.321962,0.98096,[ 8 19] ; [26 38],[10.08791209 16.91208791] ; [23.91208791 40.08791209],0
v2,1,0.367806,0.811065,[ 6 19] ; [21 41],[ 7.75862069 17.24137931] ; [19.24137931 42.75862069],0
d4,1,0.456733,0.553888,[10 17] ; [30 36],[11.61290323 15.38709677] ; [28.38709677 37.61290323],0
b1,1,0.467711,0.527379,[12 15] ; [24 42],[10.4516129 16.5483871] ; [25.5483871 40.4516129],0
s1,1,0.470616,0.520528,[ 1 26] ; [ 5 59],[ 1.78021978 25.21978022] ; [ 4.21978022 59.78021978],0
s4,1,0.478447,0.502402,[ 4 23] ; [14 52],[ 5.22580645 21.77419355] ; [12.77419355 53.22580645],0
b5,1,0.487253,0.482586,[13 14] ; [37 29],[14.51612903 12.48387097] ; [35.48387097 30.51612903],0
u1,1,0.508988,0.436147,[ 1 26] ; [ 1 65],[ 0.58064516 26.41935484] ; [ 1.41935484 64.58064516],0
n4,1,0.558908,0.341598,[18  9] ; [48 18],[19.16129032  7.83870968] ; [46.83870968 19.16129032],0
s3,1,0.573138,0.31746,[12 15] ; [24 39],[10.8 16.2] ; [25.2 37.8],0
a2,1,0.578599,0.308506,[ 2 25] ; [ 3 63],[ 1.4516129 25.5483871] ; [ 3.5483871 62.4516129],0
p3,1,0.654395,0.200404,[ 6 21] ; [12 54],[ 5.22580645 21.77419355] ; [12.77419355 53.22580645],0
a4,1,0.678841,0.171433,[ 6 21] ; [12 53],[ 5.2826087 21.7173913] ; [12.7173913 52.2826087],0
v3,1,0.686326,0.163092,[ 8 18] ; [17 47],[ 7.22222222 18.77777778] ; [17.77777778 46.22222222],0
p1,1,0.741599,0.108726,[ 3 24] ; [ 9 57],[ 3.48387097 23.51612903] ; [ 8.51612903 57.48387097],0
s7,1,0.760279,0.093095,[ 6 20] ; [17 48],[ 6.57142857 19.42857143] ; [16.42857143 48.57142857],0
d2,1,0.769951,0.085521,[ 5 22] ; [14 52],[ 5.51612903 21.48387097] ; [13.48387097 52.51612903],0
d3,1,0.781599,0.07686,[ 9 18] ; [24 42],[ 9.58064516 17.41935484] ; [23.41935484 42.58064516],0
p6,1,0.782206,0.076422,[ 3 24] ; [ 6 59],[ 2.64130435 24.35869565] ; [ 6.35869565 58.64130435],0
a3,1,0.789349,0.071373,[12 14] ; [28 37],[11.42857143 14.57142857] ; [28.57142857 36.42857143],0
n3,1,0.836697,0.042486,[8 5] ; [11  8],[7.71875 5.28125] ; [11.28125  7.71875],0
s2,1,0.842462,0.0395,[ 8 19] ; [20 43],[ 8.4 18.6] ; [19.6 43.4],0
d1,1,0.855884,0.032984,[ 1 26] ; [ 3 63],[ 1.16129032 25.83870968] ; [ 2.83870968 63.16129032],0
u2,1,0.888568,0.019633,[6 9] ; [16 22],[6.22641509 8.77358491] ; [15.77358491 22.22641509],0
n2,1,0.919242,0.01028,[11  3] ; [16  4],[11.11764706  2.88235294] ; [15.88235294  4.11764706],0
r2,1,0.969581,0.001454,[22  5] ; [54 12],[22.06451613  4.93548387] ; [53.93548387 12.06451613],0
u3,1,0.971849,0.001245,[6 9] ; [15 23],[5.94339623 9.05660377] ; [15.05660377 22.94339623],0
