Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,3e-06,21.897994,[88  7] ; [36 22],[76.99346405 18.00653595] ; [47.00653595 10.99346405],1
u1,1,0.239229,1.385133,[ 8 89] ; [ 2 56],[ 6.25806452 90.74193548] ; [ 3.74193548 54.25806452],0
u3,1,0.239523,1.383399,[21 12] ; [11 12],[18.85714286 14.14285714] ; [13.14285714  9.85714286],0
p5,1,0.295865,1.092738,[ 5 91] ; [ 1 55],[ 3.78947368 92.21052632] ; [ 2.21052632 53.78947368],0
b3,1,0.300079,1.073842,[13 39] ; [13 24],[15.19101124 36.80898876] ; [10.80898876 26.19101124],0
b2,1,0.300079,1.073842,[13 39] ; [13 24],[15.19101124 36.80898876] ; [10.80898876 26.19101124],0
u2,1,0.311397,1.02474,[23 10] ; [13 10],[21.21428571 11.78571429] ; [14.78571429  8.21428571],0
b4,1,0.326399,0.963133,[58 39] ; [30 28],[55.07096774 41.92903226] ; [32.92903226 25.07096774],0
n2,1,0.397154,0.716927,[20  8] ; [17 11],[18.5  9.5] ; [18.5  9.5],0
s3,1,0.449471,0.571986,[46 49] ; [24 33],[43.75 51.25] ; [26.25 30.75],0
a4,1,0.479775,0.499376,[33 64] ; [23 35],[35.04516129 61.95483871] ; [20.95483871 37.04516129],0
b1,1,0.575523,0.313528,[53 44] ; [29 29],[51.31612903 45.68387097] ; [30.68387097 27.31612903],0
p12,1,0.589728,0.290769,[ 3 92] ; [ 1 57],[ 2.48366013 92.51633987] ; [ 1.51633987 56.48366013],0
s2,1,0.603512,0.269732,[32 64] ; [17 41],[30.54545455 65.45454545] ; [18.45454545 39.54545455],0
a3,1,0.65881,0.194972,[63 34] ; [35 22],[61.72727273 35.27272727] ; [36.27272727 20.72727273],0
n5,1,0.663646,0.189124,[42 54] ; [27 30],[43.29411765 52.70588235] ; [25.70588235 31.29411765],0
d2,1,0.689873,0.159223,[36 61] ; [23 34],[37.16233766 59.83766234] ; [21.83766234 35.16233766],0
a8,1,0.745469,0.105378,[ 9 78] ; [ 7 51],[ 9.6 77.4] ; [ 6.4 51.6],0
p1,1,0.765603,0.088882,[ 7 89] ; [ 5 53],[ 7.48051948 88.51948052] ; [ 4.51948052 53.48051948],0
a2,1,0.904187,0.01449,[16 81] ; [10 48],[16.27096774 80.72903226] ; [ 9.72903226 48.27096774],0
v3,1,0.991209,0.000121,[23 66] ; [14 40],[23.02797203 65.97202797] ; [13.97202797 40.02797203],0
