Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,41.049903,[ 8 87] ; [22 14],[21.75572519 73.24427481] ; [ 8.24427481 27.75572519],1
r4,1,0.233682,1.418308,[47 48] ; [22 14],[50.03816794 44.96183206] ; [18.96183206 17.03816794],0
n4,1,0.258866,1.274813,[53 42] ; [24 12],[55.83969466 39.16030534] ; [21.16030534 14.83969466],0
s1,1,0.311183,1.025648,[ 2 92] ; [ 2 34],[ 2.89230769 91.10769231] ; [ 1.10769231 34.89230769],0
a4,1,0.346727,0.885399,[26 68] ; [13 23],[28.2 65.8] ; [10.8 25.2],0
p5,1,0.364518,0.822269,[ 4 89] ; [ 3 33],[ 5.04651163 87.95348837] ; [ 1.95348837 34.04651163],0
n6,1,0.388388,0.743982,[66 28] ; [28  8],[67.96923077 26.03076923] ; [26.03076923  9.96923077],0
b3,1,0.400881,0.705681,[17 34] ; [12 16],[18.72151899 32.27848101] ; [10.27848101 17.72151899],0
b2,1,0.400881,0.705681,[17 34] ; [12 16],[18.72151899 32.27848101] ; [10.27848101 17.72151899],0
b1,1,0.418571,0.654324,[39 56] ; [12 24],[36.98473282 58.01526718] ; [14.01526718 21.98473282],0
d4,1,0.418571,0.654324,[56 39] ; [24 12],[58.01526718 36.98473282] ; [21.98473282 14.01526718],0
d1,1,0.42905,0.625393,[30 65] ; [14 22],[31.90839695 63.09160305] ; [12.09160305 23.90839695],0
n5,1,0.457017,0.553191,[56 38] ; [24 12],[57.84615385 36.15384615] ; [22.15384615 13.84615385],0
a7,1,0.457364,0.552337,[48 46] ; [21 15],[49.89230769 44.10769231] ; [19.10769231 16.89230769],0
p12,1,0.522569,0.40882,[ 3 92] ; [ 2 34],[ 3.6259542 91.3740458] ; [ 1.3740458 34.6259542],0
d3,1,0.534601,0.385638,[47 46] ; [16 20],[45.41860465 47.58139535] ; [17.58139535 18.41860465],0
u1,1,0.543552,0.368996,[ 5 90] ; [ 1 35],[ 4.35114504 90.64885496] ; [ 1.64885496 34.35114504],0
a6,1,0.597943,0.278109,[55 40] ; [19 17],[53.66412214 41.33587786] ; [20.33587786 15.66412214],0
a2,1,0.633731,0.227035,[ 8 87] ; [ 4 32],[ 8.70229008 86.29770992] ; [ 3.29770992 32.70229008],0
a8,1,0.643316,0.214432,[10 80] ; [ 3 33],[ 9.28571429 80.71428571] ; [ 3.71428571 32.28571429],0
d5,1,0.652114,0.203246,[56 38] ; [23 13],[57.12307692 36.87692308] ; [21.87692308 14.12307692],0
v2,1,0.810479,0.057508,[21 72] ; [ 7 27],[20.50393701 72.49606299] ; [ 7.49606299 26.50393701],0
b4,1,0.932993,0.007069,[52 43] ; [20 16],[52.21374046 42.78625954] ; [19.78625954 16.21374046],0
d2,1,0.985049,0.000351,[36 57] ; [14 22],[36.04651163 56.95348837] ; [13.95348837 22.04651163],0
a1,1,0.987106,0.000261,[ 8 87] ; [ 3 33],[ 7.97709924 87.02290076] ; [ 3.02290076 32.97709924],0
