Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.177145,[ 2 33] ; [100  19],[23.18181818 11.81818182] ; [78.81818182 40.18181818],1
a5,1,0.324291,0.971562,[17 18] ; [69 50],[19.54545455 15.45454545] ; [66.45454545 52.54545455],0
n4,1,0.469442,0.523288,[24 11] ; [73 45],[22.18954248 12.81045752] ; [74.81045752 43.18954248],0
v3,1,0.479166,0.50076,[ 7 28] ; [29 83],[ 8.57142857 26.42857143] ; [27.42857143 84.57142857],0
a2,1,0.496605,0.462185,[ 5 30] ; [23 96],[ 6.36363636 28.63636364] ; [21.63636364 97.36363636],0
n1,1,0.633099,0.227882,[ 7 11] ; [17 35],[ 6.17142857 11.82857143] ; [17.82857143 34.17142857],0
a6,1,0.638184,0.221126,[18 17] ; [66 52],[19.21568627 15.78431373] ; [64.78431373 53.21568627],0
p12,1,0.663187,0.189676,[ 1 34] ; [  2 116],[ 0.68627451 34.31372549] ; [  2.31372549 115.68627451],0
a4,1,0.663687,0.189076,[14 20] ; [54 65],[15.11111111 18.88888889] ; [52.88888889 66.11111111],0
s1,1,0.718562,0.129874,[ 3 32] ; [  8 110],[ 2.51633987 32.48366013] ; [  8.48366013 109.51633987],0
a3,1,0.74853,0.10277,[20 14] ; [73 45],[20.80263158 13.19736842] ; [72.19736842 45.80263158],0
