Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.185465,[ 6 76] ; [14 16],[14.64285714 67.35714286] ; [ 5.35714286 24.64285714],1
s8,1,0.578613,0.308482,[18 65] ; [ 8 22],[19.09734513 63.90265487] ; [ 6.90265487 23.09734513],0
b1,1,0.623554,0.240904,[29 54] ; [ 9 21],[27.91150442 55.08849558] ; [10.08849558 19.91150442],0
a7,1,0.633498,0.227347,[57 26] ; [22  8],[58.02654867 24.97345133] ; [20.97345133  9.02654867],0
n6,1,0.680294,0.169795,[49 34] ; [19 11],[49.94690265 33.05309735] ; [18.05309735 11.94690265],0
s1,1,0.698942,0.149575,[ 4 79] ; [ 2 28],[ 4.40707965 78.59292035] ; [ 1.59292035 28.40707965],0
a8,1,0.719158,0.1293,[ 2 78] ; [ 1 25],[ 2.26415094 77.73584906] ; [ 0.73584906 25.26415094],0
r4,1,0.721419,0.127137,[58 25] ; [22  8],[58.76106195 24.23893805] ; [21.23893805  8.76106195],0
a4,1,0.721419,0.127137,[25 58] ; [ 8 22],[24.23893805 58.76106195] ; [ 8.76106195 21.23893805],0
u2,1,0.757621,0.095238,[17 18] ; [8 7],[17.5 17.5] ; [7.5 7.5],0
r2,1,0.759719,0.093544,[70 13] ; [26  4],[70.51327434 12.48672566] ; [25.48672566  4.51327434],0
a6,1,0.765932,0.088626,[50 33] ; [19 11],[50.68141593 32.31858407] ; [18.31858407 11.68141593],0
a1,1,0.787377,0.072748,[ 2 81] ; [ 1 29],[ 2.20353982 80.79646018] ; [ 0.79646018 29.20353982],0
n2,1,0.873382,0.025397,[26 16] ; [9 5],[26.25 15.75] ; [8.75 5.25],0
d2,1,0.87397,0.02516,[29 54] ; [10 20],[28.6460177 54.3539823] ; [10.3539823 19.6460177],0
n1,1,0.887927,0.019861,[12 30] ; [ 4 11],[11.78947368 30.21052632] ; [ 4.21052632 10.78947368],0
s3,1,0.889304,0.019372,[32 51] ; [12 18],[32.31858407 50.68141593] ; [11.68141593 18.31858407],0
u1,1,0.900422,0.015657,[ 5 78] ; [ 2 28],[ 5.14159292 77.85840708] ; [ 1.85840708 28.14159292],0
s7,1,0.906568,0.013776,[18 62] ; [ 6 22],[17.77777778 62.22222222] ; [ 6.22222222 21.77777778],0
b2,1,0.919469,0.010222,[13 25] ; [5 9],[13.15384615 24.84615385] ; [4.84615385 9.15384615],0
b3,1,0.919469,0.010222,[13 25] ; [5 9],[13.15384615 24.84615385] ; [4.84615385 9.15384615],0
b4,1,0.947124,0.004398,[52 31] ; [19 11],[52.15044248 30.84955752] ; [18.84955752 11.15044248],0
n3,1,0.98276,0.000467,[22 19] ; [8 7],[21.96428571 19.03571429] ; [8.03571429 6.96428571],0
a2,1,0.991134,0.000123,[11 72] ; [ 4 26],[11.01769912 71.98230088] ; [ 3.98230088 26.01769912],0
