Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000778,11.293073,[17 10] ; [31 78],[ 9.52941176 17.47058824] ; [38.47058824 70.52941176],1
s8,1,0.229517,1.44385,[ 9 18] ; [24 84],[ 6.6 20.4] ; [26.4 81.6],0
b5,1,0.236432,1.401744,[14 13] ; [70 39],[16.67647059 10.32352941] ; [67.32352941 41.67647059],0
a1,1,0.247757,1.33591,[ 1 26] ; [12 97],[ 2.58088235 24.41911765] ; [10.41911765 98.58088235],0
a6,1,0.300623,1.071429,[12 15] ; [60 48],[14.4 12.6] ; [57.6 50.4],0
n6,1,0.328892,0.953256,[19  8] ; [65 43],[16.8 10.2] ; [67.2 40.8],0
b3,1,0.427707,0.629042,[ 3 10] ; [22 42],[4.22077922 8.77922078] ; [20.77922078 43.22077922],0
b2,1,0.427707,0.629042,[ 3 10] ; [22 42],[4.22077922 8.77922078] ; [20.77922078 43.22077922],0
v1,1,0.457096,0.552995,[10 17] ; [32 76],[ 8.4 18.6] ; [33.6 74.4],0
n3,1,0.470985,0.519664,[9 5] ; [24 21],[7.83050847 6.16949153] ; [25.16949153 19.83050847],0
p1,1,0.483068,0.491928,[ 4 23] ; [11 98],[ 2.97794118 24.02205882] ; [12.02205882 96.97794118],0
d4,1,0.517919,0.418036,[17 10] ; [75 33],[18.4  8.6] ; [73.6 34.4],0
a5,1,0.572132,0.319128,[16 11] ; [58 51],[14.69117647 12.30882353] ; [59.30882353 49.69117647],0
s7,1,0.575647,0.313325,[ 9 14] ; [34 69],[ 7.84920635 15.15079365] ; [35.15079365 67.84920635],0
a3,1,0.585117,0.298035,[18  9] ; [64 41],[16.77272727 10.22727273] ; [65.22727273 39.77272727],0
p10,1,0.594198,0.283836,[13 14] ; [45 61],[11.77443609 15.22556391] ; [46.22556391 59.77443609],0
v4,1,0.620199,0.245589,[22  5] ; [84 25],[21.04411765  5.95588235] ; [84.95588235 24.04411765],0
b1,1,0.635897,0.224148,[15 12] ; [66 43],[16.08088235 10.91911765] ; [64.91911765 44.08088235],0
b4,1,0.637289,0.222305,[13 14] ; [58 51],[14.09558824 12.90441176] ; [56.90441176 52.09558824],0
p7,1,0.661455,0.191761,[12 15] ; [43 65],[11. 16.] ; [44. 64.],0
r3,1,0.670546,0.180964,[19  7] ; [75 34],[18.1037037  7.8962963] ; [75.8962963 33.1037037],0
n2,1,0.689536,0.159588,[9 5] ; [28 20],[8.35483871 5.64516129] ; [28.64516129 19.35483871],0
p9,1,0.694898,0.153834,[13 13] ; [57 48],[13.89312977 12.10687023] ; [56.10687023 48.89312977],0
a4,1,0.748142,0.103099,[11 16] ; [40 67],[10.2761194 16.7238806] ; [40.7238806 66.2761194],0
p5,1,0.752604,0.099356,[ 2 25] ; [10 97],[ 2.41791045 24.58208955] ; [ 9.58208955 97.41791045],0
u2,1,0.764905,0.089428,[3 6] ; [17 27],[3.39622642 5.60377358] ; [16.60377358 27.39622642],0
s1,1,0.781827,0.076695,[ 3 24] ; [10 97],[ 2.61940299 24.38059701] ; [10.38059701 96.61940299],0
p12,1,0.793361,0.068617,[ 1 26] ; [  3 106],[ 0.79411765 26.20588235] ; [  3.20588235 105.79411765],0
d2,1,0.8265,0.048045,[13 14] ; [49 58],[12.49253731 14.50746269] ; [49.50746269 57.49253731],0
d1,1,0.832935,0.044495,[12 15] ; [46 63],[11.51470588 15.48529412] ; [46.48529412 62.51470588],0
a7,1,0.842757,0.03935,[17  9] ; [69 40],[16.56296296  9.43703704] ; [69.43703704 39.56296296],0
p8,1,0.924359,0.009014,[ 8 19] ; [31 77],[ 7.8 19.2] ; [31.2 76.8],0
r1,1,0.958188,0.002749,[16 11] ; [64 43],[16.11940299 10.88059701] ; [63.88059701 43.11940299],0
