Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,122.793278,[ 43 141] ; [282 107],[104.36300175  79.63699825] ; [220.63699825 168.36300175],1
n4,1,0.043138,4.09,[143  42] ; [331  62],[151.71280277  33.28719723] ; [322.28719723  70.71280277],0
b1,1,0.044776,4.027066,[ 53 132] ; [146 247],[ 63.69377163 121.30622837] ; [135.30622837 257.69377163],0
s2,1,0.078457,3.096572,[ 82 100] ; [206 183],[91.79684764 90.20315236] ; [196.20315236 192.79684764],0
a1,1,0.080304,3.058747,[  5 180] ; [ 24 369],[  9.28200692 175.71799308] ; [ 19.71799308 373.28200692],0
s4,1,0.093188,2.818418,[ 20 162] ; [ 63 323],[ 26.59507042 155.40492958] ; [ 56.40492958 329.59507042],0
a8,1,0.100311,2.700584,[ 19 149] ; [ 60 297],[ 25.28 142.72] ; [ 53.72 303.28],0
u3,1,0.13051,2.286433,[34 15] ; [53 41],[29.81118881 19.18881119] ; [57.18881119 36.81118881],0
b4,1,0.138523,2.194296,[117  68] ; [223 170],[108.82352941  76.17647059] ; [231.17647059 161.82352941],0
s3,1,0.142006,2.156089,[93 89] ; [222 163],[101.11111111  80.88888889] ; [213.88888889 171.11111111],0
n1,1,0.182806,1.774664,[21 28] ; [21 47],[17.58974359 31.41025641] ; [24.41025641 43.58974359],0
a2,1,0.215442,1.534476,[ 41 144] ; [106 287],[ 47.05017301 137.94982699] ; [ 99.94982699 293.05017301],0
d2,1,0.269549,1.219039,[103  79] ; [203 190],[96.85565217 85.14434783] ; [209.14434783 183.85565217],0
r2,1,0.285278,1.141773,[172  12] ; [368  17],[174.62214411   9.37785589] ; [365.37785589  19.62214411],0
n6,1,0.351995,0.866253,[158  27] ; [343  46],[161.47212544  23.52787456] ; [339.52787456  49.47212544],0
u1,1,0.404548,0.694767,[ 34 151] ; [ 84 309],[ 37.76816609 147.23183391] ; [ 80.23183391 312.76816609],0
d4,1,0.459219,0.547798,[162  22] ; [354  39],[164.54766031  19.45233969] ; [351.45233969  41.54766031],0
a3,1,0.47222,0.516776,[136  49] ; [299  93],[139.47140381  45.52859619] ; [295.52859619  96.47140381],0
p1,1,0.484233,0.489315,[ 12 172] ; [ 32 359],[ 14.08 169.92] ; [ 29.92 361.08],0
r3,1,0.504092,0.446312,[178   6] ; [381   9],[179.19163763   4.80836237] ; [379.80836237  10.19163763],0
n2,1,0.546586,0.363468,[36 13] ; [54 15],[37.37288136 11.62711864] ; [52.62711864 16.37288136],0
d1,1,0.568616,0.325004,[128  57] ; [281 112],[130.9083045  54.0916955] ; [278.0916955 114.9083045],0
u4,1,0.61706,0.250022,[  5 180] ; [  8 384],[  4.16811092 180.83188908] ; [  8.83188908 383.16811092],0
a4,1,0.639909,0.218861,[94 91] ; [191 201],[91.37781629 93.62218371] ; [193.62218371 198.37781629],0
b2,1,0.644368,0.213075,[41 71] ; [101 157],[42.98378378 69.01621622] ; [ 99.01621622 158.98378378],0
b3,1,0.644368,0.213075,[41 71] ; [101 157],[42.98378378 69.01621622] ; [ 99.01621622 158.98378378],0
a6,1,0.682336,0.167508,[131  54] ; [271 121],[128.89081456  56.10918544] ; [273.10918544 118.89081456],0
a5,1,0.722279,0.12632,[144  41] ; [311  82],[145.63148789  39.36851211] ; [309.36851211  83.63148789],0
p12,1,0.757841,0.09506,[ 17 167] ; [ 33 357],[ 16.02787456 167.97212544] ; [ 33.97212544 356.02787456],0
s1,1,0.77393,0.082506,[  4 180] ; [ 10 379],[  4.495637 179.504363] ; [  9.504363 379.495637],0
a7,1,0.80942,0.058165,[136  48] ; [286 106],[134.80555556  49.19444444] ; [287.19444444 104.80555556],0
u2,1,0.845536,0.037954,[29 20] ; [56 36],[29.53900709 19.46099291] ; [55.46099291 36.53900709],0
n3,1,0.903628,0.01466,[36 13] ; [50 19],[35.71186441 13.28813559] ; [50.28813559 18.71186441],0
