Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.062331,[189  59] ; [46 67],[161.44044321  86.55955679] ; [73.55955679 39.44044321],1
p8,1,0.739812,0.110292,[114 131] ; [50 62],[112.54901961 132.45098039] ; [51.45098039 60.54901961],0
s5,1,0.745556,0.105303,[ 73 170] ; [34 73],[ 74.28857143 168.71142857] ; [32.71142857 74.28857143],0
p11,1,0.763763,0.090326,[188  60] ; [84 29],[186.85872576  61.14127424] ; [85.14127424 27.85872576],0
p6,1,0.76498,0.08937,[ 74 173] ; [35 76],[ 75.20391061 171.79608939] ; [33.79608939 77.20391061],0
p12,1,0.815167,0.054646,[ 16 231] ; [  8 104],[ 16.51253482 230.48746518] ; [  7.48746518 104.51253482],0
b3,1,0.83302,0.044449,[45 88] ; [22 46],[44.33333333 88.66666667] ; [22.66666667 45.33333333],0
b2,1,0.83302,0.044449,[45 88] ; [22 46],[44.33333333 88.66666667] ; [22.66666667 45.33333333],0
n4,1,0.882852,0.021713,[184  63] ; [85 28],[184.56388889  62.43611111] ; [84.43611111 28.56388889],0
s4,1,0.932778,0.007115,[ 47 197] ; [22 90],[ 47.29213483 196.70786517] ; [21.70786517 90.29213483],0
s8,1,0.955951,0.003051,[ 90 156] ; [41 72],[ 89.76601671 156.23398329] ; [41.23398329 71.76601671],0
