Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000431,12.393309,[24 23] ; [ 5 31],[16.42168675 30.57831325] ; [12.57831325 23.42168675],1
n3,1,0.59256,0.286364,[13  7] ; [9 7],[12.22222222  7.77777778] ; [9.77777778 6.22222222],0
p7,1,0.669558,0.18212,[17 29] ; [11 23],[16.1 29.9] ; [11.9 22.1],0
p2,1,0.710623,0.137655,[34 13] ; [24 11],[33.24390244 13.75609756] ; [24.75609756 10.24390244],0
s5,1,0.715407,0.132936,[ 8 37] ; [ 5 29],[ 7.40506329 37.59493671] ; [ 5.59493671 28.40506329],0
p12,1,0.720781,0.127746,[ 2 45] ; [ 1 35],[ 1.69879518 45.30120482] ; [ 1.30120482 34.69879518],0
u3,1,0.729562,0.119514,[4 7] ; [ 7 16],[3.55882353 7.44117647] ; [ 7.44117647 15.55882353],0
s4,1,0.776158,0.080844,[ 8 39] ; [ 7 29],[ 8.4939759 38.5060241] ; [ 6.5060241 29.4939759],0
n2,1,0.792538,0.069177,[14  7] ; [10  6],[13.62162162  7.37837838] ; [10.37837838  5.62162162],0
a8,1,0.795193,0.067378,[ 2 42] ; [ 1 29],[ 1.78378378 42.21621622] ; [ 1.21621622 28.78378378],0
s3,1,0.847902,0.036786,[16 28] ; [12 23],[15.59493671 28.40506329] ; [12.40506329 22.59493671],0
p1,1,0.883591,0.021438,[ 5 43] ; [ 4 31],[ 5.20481928 42.79518072] ; [ 3.79518072 31.20481928],0
p8,1,0.947589,0.004321,[17 31] ; [13 23],[17.14285714 30.85714286] ; [12.85714286 23.14285714],0
