Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,22.159934,[ 5 76] ; [17 25],[14.48780488 66.51219512] ; [ 7.51219512 34.48780488],1
s5,1,0.322317,0.979522,[15 62] ; [11 29],[17.11111111 59.88888889] ; [ 8.88888889 31.11111111],0
p1,1,0.342482,0.90112,[ 8 75] ; [ 2 40],[ 6.64 76.36] ; [ 3.36 38.64],0
a1,1,0.342482,0.90112,[ 8 75] ; [ 2 40],[ 6.64 76.36] ; [ 3.36 38.64],0
d5,1,0.39716,0.716907,[53 30] ; [30 12],[55.112 27.888] ; [27.888 14.112],0
n6,1,0.446574,0.579333,[53 30] ; [29 12],[54.88709677 28.11290323] ; [27.11290323 13.88709677],0
b1,1,0.489015,0.478692,[42 41] ; [24 18],[43.824 39.176] ; [22.176 19.824],0
d1,1,0.489015,0.478692,[41 42] ; [18 24],[39.176 43.824] ; [19.824 22.176],0
a3,1,0.499079,0.456895,[45 36] ; [26 16],[46.75609756 34.24390244] ; [24.24390244 17.75609756],0
n1,1,0.510983,0.432054,[21 22] ; [5 8],[19.96428571 23.03571429] ; [6.03571429 6.96428571],0
n5,1,0.570133,0.322459,[49 34] ; [27 15],[50.464 32.536] ; [25.536 16.464],0
d3,1,0.570896,0.321186,[42 41] ; [19 23],[40.504 42.496] ; [20.496 21.504],0
s7,1,0.586219,0.296288,[20 59] ; [12 28],[21.24369748 57.75630252] ; [10.75630252 29.24369748],0
a7,1,0.661878,0.191251,[46 37] ; [25 17],[47.144 35.856] ; [23.856 18.144],0
p12,1,0.703147,0.145219,[ 3 79] ; [ 1 41],[ 2.64516129 79.35483871] ; [ 1.35483871 40.64516129],0
u3,1,0.723203,0.125445,[17 21] ; [8 8],[17.59259259 20.40740741] ; [7.40740741 8.59259259],0
a5,1,0.73921,0.110823,[50 33] ; [24 18],[49.136 33.864] ; [24.864 17.136],0
d4,1,0.919377,0.010245,[60 23] ; [30 12],[59.76 23.24] ; [30.24 11.76],0
r1,1,0.941353,0.005412,[48 35] ; [24 18],[47.808 35.192] ; [24.192 17.808],0
a6,1,0.946773,0.004457,[44 39] ; [22 20],[43.824 39.176] ; [22.176 19.824],0
s4,1,0.946789,0.004454,[18 64] ; [ 9 33],[17.85483871 64.14516129] ; [ 9.14516129 32.85483871],0
n4,1,0.958209,0.002746,[49 34] ; [25 17],[49.136 33.864] ; [24.864 17.136],0
u2,1,0.971849,0.001245,[15 23] ; [6 9],[15.05660377 22.94339623] ; [5.94339623 9.05660377],0
p5,1,0.983713,0.000417,[ 2 80] ; [ 1 39],[ 2.01639344 79.98360656] ; [ 0.98360656 39.01639344],0
