Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.502769,[ 3 29] ; [46 36],[13.75438596 18.24561404] ; [35.24561404 46.75438596],1
n5,1,0.275872,1.187316,[23  9] ; [50 32],[20.49122807 11.50877193] ; [52.50877193 29.49122807],0
s7,1,0.340485,0.908603,[ 4 27] ; [16 61],[ 5.74074074 25.25925926] ; [14.25925926 62.74074074],0
d2,1,0.362211,0.830213,[14 17] ; [29 52],[11.90178571 19.09821429] ; [31.09821429 49.90178571],0
a3,1,0.370873,0.800737,[16 16] ; [48 33],[18.12389381 13.87610619] ; [45.87610619 35.12389381],0
a4,1,0.3959,0.720745,[ 8 23] ; [28 54],[ 9.87610619 21.12389381] ; [26.12389381 55.87610619],0
a7,1,0.404795,0.694035,[15 17] ; [45 36],[16.99115044 15.00884956] ; [43.00884956 37.99115044],0
a8,1,0.425667,0.634615,[ 4 28] ; [ 6 72],[ 2.90909091 29.09090909] ; [ 7.09090909 70.90909091],0
v1,1,0.428117,0.627926,[ 6 25] ; [21 58],[ 7.60909091 23.39090909] ; [19.39090909 59.60909091],0
b1,1,0.441903,0.591336,[17 15] ; [37 45],[15.15789474 16.84210526] ; [38.84210526 43.15789474],0
s3,1,0.596608,0.280143,[ 7 24] ; [22 58],[ 8.0990991 22.9009009] ; [20.9009009 59.0990991],0
b2,1,0.599997,0.275,[ 9 13] ; [21 23],[10. 12.] ; [20. 24.],0
b3,1,0.599997,0.275,[ 9 13] ; [21 23],[10. 12.] ; [20. 24.],0
v3,1,0.630458,0.23144,[ 5 27] ; [16 66],[ 5.89473684 26.10526316] ; [15.10526316 66.89473684],0
u1,1,0.71426,0.134059,[ 3 29] ; [ 6 76],[ 2.52631579 29.47368421] ; [ 6.47368421 75.52631579],0
p5,1,0.73925,0.110787,[ 2 29] ; [ 4 78],[ 1.6460177 29.3539823] ; [ 4.3539823 77.6460177],0
a5,1,0.865906,0.028514,[15 17] ; [37 45],[14.59649123 17.40350877] ; [37.40350877 44.59649123],0
a6,1,0.865906,0.028514,[17 15] ; [45 37],[17.40350877 14.59649123] ; [44.59649123 37.40350877],0
s4,1,0.896714,0.016851,[ 4 28] ; [11 71],[ 4.21052632 27.78947368] ; [10.78947368 71.21052632],0
d3,1,0.90388,0.014583,[14 18] ; [34 46],[13.71428571 18.28571429] ; [34.28571429 45.71428571],0
d4,1,0.917635,0.010694,[18 14] ; [47 35],[18.24561404 13.75438596] ; [46.75438596 35.24561404],0
a2,1,0.950624,0.003835,[ 3 29] ; [ 8 74],[ 3.0877193 28.9122807] ; [ 7.9122807 74.0877193],0
d1,1,0.981552,0.000535,[11 21] ; [28 54],[10.94736842 21.05263158] ; [28.05263158 53.94736842],0
