Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.008816,6.859741,[18 60] ; [11 10],[22.84848485 55.15151515] ; [ 6.15151515 14.84848485],0
b2,1,0.530335,0.39375,[17 31] ; [ 4 11],[16. 32.] ; [ 5. 10.],0
b3,1,0.530335,0.39375,[17 31] ; [ 4 11],[16. 32.] ; [ 5. 10.],0
p4,1,0.597018,0.279516,[30 52] ; [ 9 12],[31.04854369 50.95145631] ; [ 7.95145631 13.04854369],0
d2,1,0.748852,0.102498,[32 50] ; [ 9 12],[32.6407767 49.3592233] ; [ 8.3592233 12.6407767],0
v2,1,0.763092,0.090856,[28 53] ; [ 8 13],[28.58823529 52.41176471] ; [ 7.41176471 13.58823529],0
n5,1,0.781664,0.076813,[52 30] ; [14  7],[52.54368932 29.45631068] ; [13.45631068  7.54368932],0
d5,1,0.79603,0.066816,[50 33] ; [12  9],[49.48076923 33.51923077] ; [12.51923077  8.48076923],0
d1,1,0.810024,0.05779,[30 53] ; [ 7 14],[29.52884615 53.47115385] ; [ 7.47115385 13.52884615],0
s1,1,0.824612,0.049114,[ 5 78] ; [ 1 20],[ 4.78846154 78.21153846] ; [ 1.21153846 19.78846154],0
u1,1,0.824612,0.049114,[ 5 78] ; [ 1 20],[ 4.78846154 78.21153846] ; [ 1.21153846 19.78846154],0
r3,1,0.827871,0.047277,[49 33] ; [12  9],[48.5631068 33.4368932] ; [12.4368932  8.5631068],0
n3,1,0.859734,0.031227,[20 14] ; [5 4],[19.76744186 14.23255814] ; [5.23255814 3.76744186],0
n2,1,0.859734,0.031227,[20 14] ; [5 4],[19.76744186 14.23255814] ; [5.23255814 3.76744186],0
a4,1,0.962103,0.002258,[23 59] ; [ 6 15],[23.08737864 58.91262136] ; [ 5.91262136 15.08737864],0
n6,1,0.988511,0.000207,[47 35] ; [12  9],[46.97087379 35.02912621] ; [12.02912621  8.97087379],0
