Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.694327,[35 56] ; [125  39],[57.09803922 33.90196078] ; [102.90196078  61.09803922],1
n1,1,0.130292,2.289026,[ 9 18] ; [15 13],[11.78181818 15.21818182] ; [12.21818182 15.78181818],0
u4,1,0.166946,1.910155,[ 1 91] ; [  7 160],[ 2.84169884 89.15830116] ; [  5.15830116 161.84169884],0
s2,1,0.196641,1.667147,[45 46] ; [96 70],[49.92607004 41.07392996] ; [91.07392996 74.92607004],0
a2,1,0.220788,1.499244,[19 73] ; [ 46 121],[23.08880309 68.91119691] ; [ 41.91119691 125.08880309],0
p11,1,0.233408,1.419971,[71 21] ; [139  28],[74.59459459 17.40540541] ; [135.40540541  31.59459459],0
a7,1,0.26834,1.225214,[64 28] ; [126  40],[67.75193798 24.24806202] ; [122.24806202  43.75193798],0
v4,1,0.274154,1.195846,[85  6] ; [161   6],[86.76744186  4.23255814] ; [159.23255814   7.76744186],0
b3,1,0.355575,0.853462,[29 25] ; [53 62],[26.20118343 27.79881657] ; [55.79881657 59.20118343],0
b2,1,0.355575,0.853462,[29 25] ; [53 62],[26.20118343 27.79881657] ; [55.79881657 59.20118343],0
p12,1,0.357169,0.847822,[ 9 82] ; [ 23 143],[11.3307393 79.6692607] ; [ 20.6692607 145.3307393],0
p7,1,0.378015,0.777147,[73 17] ; [140  24],[75.47244094 14.52755906] ; [137.52755906  26.47244094],0
u3,1,0.383337,0.759973,[13 12] ; [27 16],[14.70588235 10.29411765] ; [25.29411765 17.70588235],0
n6,1,0.420693,0.64838,[82 10] ; [152  13],[83.76653696  8.23346304] ; [150.23346304  14.76653696],0
u1,1,0.485663,0.486121,[17 75] ; [ 37 130],[19.18146718 72.81853282] ; [ 34.81853282 132.18146718],0
s3,1,0.50284,0.448937,[49 42] ; [96 69],[51.54296875 39.45703125] ; [93.45703125 71.54296875],0
a4,1,0.503276,0.448021,[42 50] ; [83 83],[44.57364341 47.42635659] ; [80.42635659 85.57364341],0
d2,1,0.54013,0.375299,[44 48] ; [86 80],[46.35658915 45.64341085] ; [83.64341085 82.35658915],0
a3,1,0.550258,0.356856,[66 26] ; [124  41],[68.0155642 23.9844358] ; [121.9844358  43.0155642],0
n2,1,0.554113,0.35,[19  9] ; [21  7],[20.  8.] ; [20.  8.],0
a6,1,0.626903,0.236283,[58 34] ; [109  56],[59.78210117 32.21789883] ; [107.21789883  57.78210117],0
a1,1,0.663066,0.189821,[ 8 84] ; [ 12 155],[ 7.1042471 84.8957529] ; [ 12.8957529 154.1042471],0
a8,1,0.71516,0.133178,[14 71] ; [ 27 120],[15.02155172 69.97844828] ; [ 25.97844828 121.02155172],0
p5,1,0.715622,0.132726,[17 75] ; [ 34 133],[18.11583012 73.88416988] ; [ 32.88416988 134.11583012],0
p3,1,0.761963,0.091751,[57 35] ; [106  60],[58.12403101 33.87596899] ; [104.87596899  61.12403101],0
b1,1,0.777991,0.079489,[38 54] ; [72 95],[39.07335907 52.92664093] ; [70.92664093 96.07335907],0
n3,1,0.825693,0.048501,[20  8] ; [20  7],[20.36363636  7.63636364] ; [19.63636364  7.36363636],0
r3,1,0.893386,0.017962,[88  3] ; [162   5],[88.17829457  2.82170543] ; [161.82170543   5.17829457],0
p2,1,0.901314,0.015377,[82 10] ; [148  19],[81.6988417 10.3011583] ; [148.3011583  18.6988417],0
s1,1,0.907172,0.013597,[ 3 87] ; [  6 160],[ 3.1640625 86.8359375] ; [  5.8359375 160.1640625],0
p1,1,0.927887,0.008191,[12 80] ; [ 21 145],[11.76744186 80.23255814] ; [ 21.23255814 144.76744186],0
u2,1,0.929457,0.007837,[16 10] ; [26 17],[15.82608696 10.17391304] ; [26.17391304 16.82608696],0
