Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.005159,7.822807,[ 5 33] ; [7 7],[ 8.76923077 29.23076923] ; [ 3.23076923 10.76923077],0
b3,1,0.535724,0.383523,[ 7 17] ; [1 5],[ 6.4 17.6] ; [1.6 4.4],0
s4,1,0.547041,0.362646,[ 5 33] ; [ 1 13],[ 4.38461538 33.61538462] ; [ 1.61538462 12.38461538],0
s5,1,0.547041,0.362646,[ 5 33] ; [ 1 13],[ 4.38461538 33.61538462] ; [ 1.61538462 12.38461538],0
u3,1,0.557307,0.344388,[ 5 15] ; [1 6],[ 4.44444444 15.55555556] ; [1.55555556 5.44444444],0
v2,1,0.610743,0.259094,[13 24] ; [6 8],[13.78431373 23.21568627] ; [5.21568627 8.78431373],0
a5,1,0.611151,0.258502,[16 22] ; [7 7],[16.80769231 21.19230769] ; [6.19230769 7.80769231],0
v3,1,0.633524,0.227312,[ 6 32] ; [ 3 11],[ 6.57692308 31.42307692] ; [ 2.42307692 11.57692308],0
a1,1,0.713544,0.134762,[ 4 34] ; [ 1 13],[ 3.65384615 34.34615385] ; [ 1.34615385 12.65384615],0
d1,1,0.718094,0.130326,[10 28] ; [ 3 11],[ 9.5 28.5] ; [ 3.5 10.5],0
n4,1,0.735596,0.114035,[21 17] ; [7 7],[20.46153846 17.53846154] ; [7.53846154 6.46153846],0
s3,1,0.74714,0.10395,[ 7 30] ; [ 3 10],[ 7.4 29.6] ; [ 2.6 10.4],0
s1,1,0.796513,0.066493,[ 2 36] ; [ 1 13],[ 2.19230769 35.80769231] ; [ 0.80769231 13.19230769],0
n1,1,0.814871,0.054825,[ 4 15] ; [1 5],[ 3.8 15.2] ; [1.2 4.8],0
n5,1,0.825435,0.048647,[23 15] ; [8 6],[22.65384615 15.34615385] ; [8.34615385 5.65384615],0
b4,1,0.834895,0.043442,[26 12] ; [10  4],[26.30769231 11.69230769] ; [9.69230769 4.30769231],0
s7,1,0.852069,0.034774,[ 7 27] ; [ 3 10],[ 7.23404255 26.76595745] ; [ 2.76595745 10.23404255],0
a4,1,0.864035,0.029323,[ 9 29] ; [ 3 11],[ 8.76923077 29.23076923] ; [ 3.23076923 10.76923077],0
d5,1,0.866214,0.028382,[18 20] ; [7 7],[18.26923077 19.73076923] ; [6.73076923 7.26923077],0
d4,1,0.919469,0.010222,[25 13] ; [9 5],[24.84615385 13.15384615] ; [9.15384615 4.84615385],0
a2,1,0.928087,0.008145,[ 3 35] ; [ 1 13],[ 2.92307692 35.07692308] ; [ 1.07692308 12.92307692],0
a3,1,0.931346,0.007422,[18 19] ; [7 7],[18.1372549 18.8627451] ; [6.8627451 7.1372549],0
d2,1,0.978825,0.000704,[11 27] ; [ 4 10],[10.96153846 27.03846154] ; [4.03846154 9.96153846],0
