Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3.4e-05,17.154207,[227  26] ; [97 35],[212.91428571  40.08571429] ; [111.08571429  20.91428571],1
u4,1,0.104302,2.638505,[  9 247] ; [  1 131],[  6.59793814 249.40206186] ; [  3.40206186 128.59793814],0
p5,1,0.108616,2.574238,[ 33 221] ; [ 10 122],[ 28.29533679 225.70466321] ; [ 14.70466321 117.29533679],0
p9,1,0.126679,2.332742,[226  25] ; [111  20],[221.43193717  29.56806283] ; [115.56806283  15.43193717],0
p7,1,0.129902,2.293676,[176  72] ; [83 48],[169.47757256  78.52242744] ; [89.52242744 41.47757256],0
v4,1,0.138144,2.198513,[245   9] ; [121   9],[242.09375  11.90625] ; [123.90625   6.09375],0
s4,1,0.157133,2.001598,[ 29 223] ; [ 22 110],[ 33.46875 218.53125] ; [ 17.53125 114.46875],0
n3,1,0.167546,1.904762,[29 13] ; [25  5],[31.5 10.5] ; [22.5  7.5],0
s1,1,0.195523,1.6755,[  7 246] ; [  1 129],[  5.2845953 247.7154047] ; [  2.7154047 127.2845953],0
d3,1,0.223995,1.478591,[196  59] ; [94 38],[191.08527132  63.91472868] ; [98.91472868 33.08527132],0
r2,1,0.239493,1.383576,[241  12] ; [128   3],[243.1171875   9.8828125] ; [125.8828125   5.1171875],0
n4,1,0.261032,1.263276,[211  44] ; [103  29],[206.89922481  48.10077519] ; [107.10077519  24.89922481],0
s6,1,0.279093,1.1715,[177  73] ; [85 45],[172.36842105  77.63157895] ; [89.63157895 40.36842105],0
p12,1,0.281768,1.158542,[ 30 222] ; [ 11 121],[ 26.90625 225.09375] ; [ 14.09375 117.90625],0
a4,1,0.290283,1.118308,[140 115] ; [65 67],[135.07751938 119.92248062] ; [69.92248062 62.07751938],0
p1,1,0.304467,1.054525,[ 23 231] ; [  8 124],[ 20.39896373 233.60103627] ; [ 10.60103627 121.39896373],0
s2,1,0.311626,1.02377,[142 109] ; [67 64],[137.32722513 113.67277487] ; [71.67277487 59.32722513],0
n1,1,0.32064,0.986336,[16 25] ; [ 8 21],[14.05714286 26.94285714] ; [ 9.94285714 19.05714286],0
s3,1,0.344138,0.894957,[134 115] ; [76 53],[138.33333333 110.66666667] ; [71.66666667 57.33333333],0
s5,1,0.34526,0.890803,[103 146] ; [45 79],[ 98.79892761 150.20107239] ; [49.20107239 74.79892761],0
u1,1,0.365662,0.818354,[ 69 187] ; [ 30 102],[ 65.31958763 190.68041237] ; [33.68041237 98.31958763],0
d4,1,0.375186,0.786417,[228  27] ; [114  18],[225.34883721  29.65116279] ; [116.65116279  15.34883721],0
u2,1,0.410024,0.678731,[25 18] ; [14 15],[23.29166667 19.70833333] ; [15.70833333 13.29166667],0
b2,1,0.421691,0.645597,[72 95] ; [29 48],[69.12704918 97.87295082] ; [31.87295082 45.12704918],0
b3,1,0.421691,0.645597,[72 95] ; [29 48],[69.12704918 97.87295082] ; [31.87295082 45.12704918],0
a6,1,0.433669,0.612977,[185  69] ; [101  31],[188.19689119  65.80310881] ; [97.80310881 34.19689119],0
r4,1,0.471746,0.517883,[238  18] ; [120  12],[236.20618557  19.79381443] ; [121.79381443  10.20618557],0
n2,1,0.558767,0.341843,[34  7] ; [24  7],[33.02777778  7.97222222] ; [24.97222222  6.02777778],0
a2,1,0.561693,0.336782,[ 87 169] ; [41 91],[ 84.45360825 171.54639175] ; [43.54639175 88.45360825],0
p10,1,0.604991,0.267533,[216  35] ; [111  21],[214.3002611  36.6997389] ; [112.6997389  19.3002611],0
d2,1,0.613726,0.254785,[153 101] ; [76 56],[150.68911917 103.31088083] ; [78.31088083 53.68911917],0
r1,1,0.730169,0.118957,[225  30] ; [114  17],[223.9507772  31.0492228] ; [115.0492228  15.9507772],0
d5,1,0.735031,0.114542,[223  32] ; [117  15],[224.03100775  30.96899225] ; [115.96899225  16.03100775],0
b4,1,0.781461,0.076959,[155 101] ; [78 54],[153.73195876 102.26804124] ; [79.26804124 52.73195876],0
a1,1,0.94151,0.005384,[ 16 240] ; [  8 124],[ 15.83505155 240.16494845] ; [  8.16494845 123.83505155],0
a7,1,0.943444,0.005033,[197  59] ; [102  30],[197.27835052  58.72164948] ; [101.72164948  30.27835052],0
r3,1,0.982299,0.000492,[250   6] ; [127   3],[250.03108808   5.96891192] ; [126.96891192   3.03108808],0
b1,1,0.998176,5e-06,[ 95 161] ; [49 83],[ 95.01030928 160.98969072] ; [48.98969072 83.01030928],0
