Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.883042,[126  17] ; [39 27],[112.89473684  30.10526316] ; [52.10526316 13.89473684],1
a8,1,0.55615,0.346414,[ 16 117] ; [ 6 59],[ 14.77777778 118.22222222] ; [ 7.22222222 57.77777778],0
d4,1,0.56454,0.331904,[101  43] ; [43 22],[99.215311 44.784689] ; [44.784689 20.215311],0
r1,1,0.594906,0.282748,[90 53] ; [39 27],[88.26315789 54.73684211] ; [40.73684211 25.26315789],0
b2,1,0.60188,0.27217,[27 53] ; [11 27],[25.76271186 54.23728814] ; [12.23728814 25.76271186],0
b3,1,0.60188,0.27217,[27 53] ; [11 27],[25.76271186 54.23728814] ; [12.23728814 25.76271186],0
p3,1,0.607965,0.263149,[ 24 119] ; [13 53],[ 25.31578947 117.68421053] ; [11.68421053 54.31578947],0
s4,1,0.721766,0.126807,[ 23 119] ; [12 54],[ 23.89423077 118.10576923] ; [11.10576923 54.89423077],0
b4,1,0.74497,0.105807,[82 62] ; [36 30],[80.91428571 63.08571429] ; [37.08571429 28.91428571],0
n1,1,0.774084,0.08239,[23 32] ; [10 16],[22.40740741 32.59259259] ; [10.59259259 15.40740741],0
a4,1,0.794002,0.068183,[49 93] ; [24 42],[49.83653846 92.16346154] ; [23.16346154 42.83653846],0
a6,1,0.820695,0.051371,[84 60] ; [39 26],[84.74641148 59.25358852] ; [38.25358852 26.74641148],0
d3,1,0.854594,0.033584,[74 69] ; [34 30],[74.60869565 68.39130435] ; [33.39130435 30.60869565],0
p6,1,0.858098,0.031968,[ 21 121] ; [ 9 56],[ 20.57971014 121.42028986] ; [ 9.42028986 55.57971014],0
u2,1,0.863214,0.029682,[25 29] ; [14 15],[25.37349398 28.62650602] ; [13.62650602 15.37349398],0
u3,1,0.898111,0.016396,[25 29] ; [13 16],[24.72289157 29.27710843] ; [13.27710843 15.72289157],0
v1,1,0.958033,0.002769,[ 41 101] ; [19 46],[ 41.15942029 100.84057971] ; [18.84057971 46.15942029],0
