Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,22.046144,[24  5] ; [14 36],[13.94936709 15.05063291] ; [24.05063291 25.94936709],1
u1,1,0.621849,0.243277,[ 1 29] ; [ 3 49],[ 1.46341463 28.53658537] ; [ 2.53658537 49.46341463],0
a2,1,0.718683,0.129758,[ 3 27] ; [ 4 48],[ 2.56097561 27.43902439] ; [ 4.43902439 47.56097561],0
p10,1,0.761321,0.092262,[24  6] ; [43  9],[24.51219512  5.48780488] ; [42.48780488  9.51219512],0
a8,1,0.779722,0.078222,[ 2 27] ; [ 4 42],[ 2.32 26.68] ; [ 3.68 42.32],0
u3,1,0.788362,0.072059,[6 9] ; [15 19],[6.42857143 8.57142857] ; [14.57142857 19.42857143],0
s7,1,0.797124,0.066086,[13 14] ; [23 28],[12.46153846 14.53846154] ; [23.53846154 27.46153846],0
b1,1,0.804735,0.06112,[13 17] ; [24 28],[13.53658537 16.46341463] ; [23.46341463 28.53658537],0
u2,1,0.868681,0.027335,[7 8] ; [15 19],[6.73469388 8.26530612] ; [15.26530612 18.73469388],0
p9,1,0.878319,0.02344,[25  5] ; [44  8],[25.24390244  4.75609756] ; [43.75609756  8.24390244],0
p7,1,0.901199,0.015412,[24  6] ; [41 11],[23.7804878  6.2195122] ; [41.2195122 10.7804878],0
b5,1,0.927934,0.00818,[17 13] ; [30 22],[17.19512195 12.80487805] ; [29.80487805 22.19512195],0
r3,1,0.954914,0.003196,[27  3] ; [47  5],[27.07317073  2.92682927] ; [46.92682927  5.07317073],0
a6,1,0.97271,0.00117,[18 12] ; [31 21],[17.92682927 12.07317073] ; [31.07317073 20.92682927],0
n6,1,0.978853,0.000703,[23  7] ; [40 12],[23.04878049  6.95121951] ; [39.95121951 12.04878049],0
a4,1,0.983954,0.000404,[ 7 23] ; [12 39],[ 7.03703704 22.96296296] ; [11.96296296 39.03703704],0
s2,1,1.0,0.0,[10 20] ; [17 34],[10. 20.] ; [17. 34.],0
