Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.002074,9.48299,[67 67] ; [ 8 29],[58.77192982 75.22807018] ; [16.22807018 20.77192982],0
p5,1,0.391665,0.733767,[ 22 111] ; [ 4 33],[ 20.34117647 112.65882353] ; [ 5.65882353 31.34117647],0
a3,1,0.420081,0.65009,[92 41] ; [23 14],[89.97058824 43.02941176] ; [25.02941176 11.97058824],0
p9,1,0.457129,0.552916,[104  29] ; [31  6],[105.61764706  27.38235294] ; [29.38235294  7.61764706],0
a2,1,0.485691,0.486057,[ 12 122] ; [ 2 35],[ 10.97076023 123.02923977] ; [ 3.02923977 33.97076023],0
d2,1,0.4979,0.45941,[64 70] ; [20 17],[65.8245614 68.1754386] ; [18.1754386 18.8245614],0
b1,1,0.4979,0.45941,[64 70] ; [20 17],[65.8245614 68.1754386] ; [18.1754386 18.8245614],0
u1,1,0.508059,0.438062,[  7 127] ; [ 3 34],[  7.83625731 126.16374269] ; [ 2.16374269 34.83625731],0
n6,1,0.622534,0.242321,[109  24] ; [29  8],[107.96470588  25.03529412] ; [30.03529412  6.96470588],0
n4,1,0.640003,0.218738,[102  31] ; [27 10],[100.92352941  32.07647059] ; [28.07647059  8.92352941],0
d1,1,0.640219,0.218455,[63 71] ; [19 18],[64.25730994 69.74269006] ; [17.74269006 19.25730994],0
n3,1,0.685707,0.163772,[22  9] ; [10  3],[22.54545455  8.45454545] ; [9.45454545 3.54545455],0
a6,1,0.720361,0.128148,[50 84] ; [15 22],[50.93567251 83.06432749] ; [14.06432749 22.93567251],0
a4,1,0.772737,0.083403,[54 79] ; [16 21],[54.76470588 78.23529412] ; [15.23529412 21.76470588],0
a1,1,0.773545,0.082795,[  9 125] ; [ 2 35],[  8.61988304 125.38011696] ; [ 2.38011696 34.61988304],0
r1,1,0.799664,0.064405,[97 37] ; [26 11],[96.38596491 37.61403509] ; [26.61403509 10.38596491],0
n5,1,0.821023,0.05118,[103  30] ; [28  9],[102.48823529  30.51176471] ; [28.51176471  8.48823529],0
p11,1,0.844218,0.038613,[107  27] ; [29  8],[106.57309942  27.42690058] ; [29.42690058  7.57309942],0
p2,1,0.892144,0.018385,[113  19] ; [32  5],[113.25443787  18.74556213] ; [31.74556213  5.25443787],0
r3,1,0.895674,0.017194,[124  10] ; [34  3],[123.8128655  10.1871345] ; [34.1871345  2.8128655],0
d4,1,0.915445,0.011273,[101  31] ; [28  9],[100.75739645  31.24260355] ; [28.24260355  8.75739645],0
s8,1,0.916403,0.011018,[67 66] ; [19 18],[67.28235294 65.71764706] ; [18.71764706 18.28235294],0
r4,1,0.935906,0.006467,[113  21] ; [31  6],[112.84210526  21.15789474] ; [31.15789474  5.84210526],0
v4,1,0.964964,0.001929,[121  11] ; [34  3],[121.06508876  10.93491124] ; [33.93491124  3.06508876],0
b4,1,0.987864,0.000231,[69 65] ; [19 18],[68.95906433 65.04093567] ; [19.04093567 17.95906433],0
p12,1,0.98822,0.000218,[  7 124] ; [ 2 35],[  7.01785714 123.98214286] ; [ 1.98214286 35.01785714],0
