Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2e-06,22.392223,[47 29] ; [83  7],[59.51807229 16.48192771] ; [70.48192771 19.51807229],1
b3,1,0.119642,2.422006,[17 33] ; [12 46],[13.42592593 36.57407407] ; [15.57407407 42.42592593],0
v2,1,0.133278,2.253902,[23 52] ; [37 51],[27.60736196 47.39263804] ; [32.39263804 55.60736196],0
n6,1,0.154057,2.031615,[41 34] ; [59 31],[45.45454545 29.54545455] ; [54.54545455 35.45454545],0
s5,1,0.156364,2.009044,[12 65] ; [22 68],[15.67664671 61.32335329] ; [18.32335329 71.67664671],0
d3,1,0.176242,1.829032,[38 38] ; [55 36],[42.32335329 33.67664671] ; [50.67664671 40.32335329],0
s6,1,0.207672,1.587581,[31 46] ; [45 45],[35.04191617 41.95808383] ; [40.95808383 49.04191617],0
r2,1,0.221249,1.496252,[59 15] ; [79 12],[61.89090909 12.10909091] ; [76.10909091 14.89090909],0
n1,1,0.226096,1.465252,[16 21] ; [ 9 22],[13.60294118 23.39705882] ; [11.39705882 19.60294118],0
v3,1,0.298455,1.081083,[23 50] ; [21 66],[20.075 52.925] ; [23.925 63.075],0
s7,1,0.327785,0.957628,[15 56] ; [24 62],[17.63694268 53.36305732] ; [21.36305732 64.63694268],0
a8,1,0.344751,0.892684,[ 7 67] ; [11 65],[ 8.88 65.12] ; [ 9.12 66.88],0
u2,1,0.366819,0.814413,[14 17] ; [12 23],[12.21212121 18.78787879] ; [13.78787879 21.21212121],0
b4,1,0.383272,0.760181,[44 33] ; [58 33],[46.75 30.25] ; [55.25 35.75],0
u3,1,0.412526,0.67151,[17 15] ; [16 21],[15.30434783 16.69565217] ; [17.69565217 19.30434783],0
n5,1,0.481549,0.495353,[43 33] ; [46 44],[40.74698795 35.25301205] ; [48.25301205 41.74698795],0
d2,1,0.512851,0.428246,[38 37] ; [41 49],[35.90909091 39.09090909] ; [43.09090909 46.90909091],0
d5,1,0.530184,0.39404,[50 26] ; [64 27],[51.88023952 24.11976048] ; [62.11976048 28.88023952],0
s2,1,0.555234,0.348024,[21 56] ; [28 61],[22.72891566 54.27108434] ; [26.27108434 62.72891566],0
a2,1,0.661055,0.192244,[14 63] ; [19 72],[15.125 61.875] ; [17.875 73.125],0
a5,1,0.691876,0.157062,[48 29] ; [54 37],[46.75 30.25] ; [55.25 35.75],0
d1,1,0.754362,0.097902,[34 43] ; [38 53],[33. 44.] ; [39. 52.],0
d4,1,0.759324,0.093862,[53 23] ; [64 25],[53.89090909 22.10909091] ; [63.10909091 25.89090909],0
n4,1,0.80858,0.058689,[47 29] ; [54 36],[46.24096386 29.75903614] ; [54.75903614 35.24096386],0
a4,1,0.816768,0.053687,[31 44] ; [36 55],[30.27108434 44.72891566] ; [36.72891566 54.27108434],0
p5,1,0.82199,0.050619,[ 3 73] ; [ 3 88],[ 2.73053892 73.26946108] ; [ 3.26946108 87.73053892],0
p1,1,0.833569,0.044153,[ 4 73] ; [ 4 85],[ 3.71084337 73.28915663] ; [ 4.28915663 84.71084337],0
u1,1,0.836433,0.042625,[11 66] ; [12 79],[10.54166667 66.45833333] ; [12.45833333 78.54166667],0
s4,1,0.869489,0.026997,[11 65] ; [14 77],[11.37724551 64.62275449] ; [13.62275449 77.37724551],0
a3,1,1.0,0.0,[45 30] ; [54 36],[45. 30.] ; [54. 36.],0
