Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.7e-05,17.008308,[40 18] ; [13 33],[29.55769231 28.44230769] ; [23.44230769 22.55769231],1
p7,1,0.659,0.194741,[22 36] ; [19 26],[23.08737864 34.91262136] ; [17.91262136 27.08737864],0
p1,1,0.671436,0.179926,[ 5 52] ; [ 3 43],[ 4.42718447 52.57281553] ; [ 3.57281553 42.42718447],0
n3,1,0.6885,0.160714,[14 10] ; [11 10],[13.33333333 10.66666667] ; [11.66666667  9.33333333],0
b4,1,0.694164,0.154614,[35 23] ; [26 20],[34.01923077 23.98076923] ; [26.98076923 19.01923077],0
s5,1,0.72075,0.127775,[ 5 52] ; [ 5 41],[ 5.53398058 51.46601942] ; [ 4.46601942 41.53398058],0
b3,1,0.794159,0.068076,[12 22] ; [ 9 19],[11.51612903 22.48387097] ; [ 9.48387097 18.51612903],0
b2,1,0.794159,0.068076,[12 22] ; [ 9 19],[11.51612903 22.48387097] ; [ 9.48387097 18.51612903],0
s2,1,0.801414,0.063261,[ 8 50] ; [ 7 38],[ 8.44660194 49.55339806] ; [ 6.55339806 38.44660194],0
s7,1,0.813596,0.055597,[10 44] ; [ 7 35],[ 9.5625 44.4375] ; [ 7.4375 34.5625],0
d2,1,0.813761,0.055497,[27 31] ; [22 23],[27.59223301 30.40776699] ; [21.40776699 23.59223301],0
b1,1,0.861326,0.030515,[30 28] ; [23 23],[29.55769231 28.44230769] ; [23.44230769 22.55769231],0
n5,1,0.861326,0.030515,[28 30] ; [23 23],[28.44230769 29.55769231] ; [22.55769231 23.44230769],0
n1,1,0.936427,0.006362,[ 9 15] ; [ 8 14],[ 8.86956522 15.13043478] ; [ 8.13043478 13.86956522],0
s8,1,0.989225,0.000182,[ 5 53] ; [ 4 42],[ 5.01923077 52.98076923] ; [ 3.98076923 42.01923077],0
