Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.010742,6.507537,[ 1 12] ; [21 24],[4.93103448 8.06896552] ; [17.06896552 27.93103448],0
n5,1,0.349974,0.873551,[9 8] ; [52 28],[10.69072165  6.30927835] ; [50.30927835 29.69072165],0
p10,1,0.363822,0.824656,[10  8] ; [35 45],[8.26530612 9.73469388] ; [36.73469388 43.26530612],0
p6,1,0.383066,0.760839,[ 1 17] ; [10 68],[ 2.0625 15.9375] ; [ 8.9375 69.0625],0
u2,1,0.385223,0.753968,[4 4] ; [10 20],[2.94736842 5.05263158] ; [11.05263158 18.94736842],0
p7,1,0.416451,0.660309,[ 6 12] ; [19 60],[ 4.63917526 13.36082474] ; [20.36082474 58.63917526],0
a8,1,0.443855,0.586295,[ 2 15] ; [ 5 73],[ 1.25263158 15.74736842] ; [ 5.74736842 72.25263158],0
a3,1,0.463416,0.537631,[9 8] ; [50 30],[10.34020619  6.65979381] ; [48.65979381 31.34020619],0
a5,1,0.476185,0.507588,[11  7] ; [42 39],[9.63636364 8.36363636] ; [43.36363636 37.63636364],0
a7,1,0.489381,0.477886,[9 8] ; [35 45],[7.71134021 9.28865979] ; [36.28865979 43.71134021],0
b5,1,0.506949,0.440359,[ 8 10] ; [43 38],[9.27272727 8.72727273] ; [41.72727273 39.27272727],0
n4,1,0.517011,0.419852,[10  8] ; [51 29],[11.20408163  6.79591837] ; [49.79591837 30.20408163],0
v4,1,0.520545,0.412813,[10  6] ; [43 37],[8.83333333 7.16666667] ; [44.16666667 35.83333333],0
r3,1,0.681816,0.168089,[9 7] ; [40 39],[8.25263158 7.74736842] ; [40.74736842 38.25263158],0
n6,1,0.741076,0.109183,[10  7] ; [43 36],[9.38541667 7.61458333] ; [43.61458333 35.38541667],0
u1,1,0.781594,0.076863,[ 1 17] ; [ 6 75],[ 1.27272727 16.72727273] ; [ 5.72727273 75.27272727],0
p9,1,0.782573,0.076158,[10  8] ; [40 37],[9.47368421 8.52631579] ; [40.52631579 36.47368421],0
v1,1,0.799065,0.064799,[ 6 10] ; [27 52],[ 5.55789474 10.44210526] ; [27.44210526 51.55789474],0
s4,1,0.884581,0.021073,[ 2 16] ; [10 71],[ 2.18181818 15.81818182] ; [ 9.81818182 71.18181818],0
a6,1,0.886923,0.020221,[9 9] ; [39 42],[8.72727273 9.27272727] ; [39.27272727 41.72727273],0
b1,1,0.924196,0.009053,[10  8] ; [44 37],[9.81818182 8.18181818] ; [44.18181818 36.81818182],0
n1,1,0.967611,0.001649,[2 4] ; [13 27],[1.95652174 4.04347826] ; [13.04347826 26.95652174],0
n2,1,1.0,0.0,[3 3] ; [20 20],[3. 3.] ; [20. 20.],0
