Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,5e-06,21.019522,[31 68] ; [ 15 149],[17.31558935 81.68441065] ; [ 28.68441065 135.31558935],1
d4,1,0.270279,1.215331,[77 22] ; [116  46],[73.20689655 25.79310345] ; [119.79310345  42.20689655],0
a2,1,0.271786,1.207713,[21 78] ; [ 26 138],[17.69201521 81.30798479] ; [ 29.30798479 134.69201521],0
s1,1,0.282276,1.156099,[ 1 97] ; [  5 157],[ 2.26153846 95.73846154] ; [  3.73846154 158.26153846],0
a3,1,0.321193,0.98408,[60 39] ; [108  54],[63.72413793 35.27586207] ; [104.27586207  57.72413793],0
b1,1,0.34449,0.893651,[37 62] ; [71 93],[40.6539924 58.3460076] ; [67.3460076 96.6539924],0
a8,1,0.365602,0.818557,[12 80] ; [ 14 136],[ 9.88429752 82.11570248] ; [ 16.11570248 133.88429752],0
a6,1,0.440038,0.596183,[68 31] ; [105  59],[65.121673 33.878327] ; [107.878327  56.121673],0
p1,1,0.46146,0.542352,[ 5 94] ; [ 12 151],[ 6.42366412 92.57633588] ; [ 10.57633588 152.42366412],0
n2,1,0.466443,0.53039,[22 11] ; [36 25],[20.36170213 12.63829787] ; [37.63829787 23.36170213],0
b3,1,0.49923,0.456572,[22 36] ; [43 56],[24.01273885 33.98726115] ; [40.98726115 58.01273885],0
b2,1,0.49923,0.456572,[22 36] ; [43 56],[24.01273885 33.98726115] ; [40.98726115 58.01273885],0
a5,1,0.511747,0.430493,[62 37] ; [96 68],[59.47528517 39.52471483] ; [98.52471483 65.47528517],0
d1,1,0.549548,0.358128,[46 53] ; [70 94],[43.66539924 55.33460076] ; [72.33460076 91.66539924],0
u2,1,0.558208,0.342817,[21 17] ; [27 28],[19.61290323 18.38709677] ; [28.38709677 26.61290323],0
n3,1,0.56779,0.326395,[23 10] ; [37 21],[21.75824176 11.24175824] ; [38.24175824 19.75824176],0
d2,1,0.582147,0.302777,[39 60] ; [69 92],[41.12307692 57.87692308] ; [66.87692308 94.12307692],0
u4,1,0.717285,0.131109,[ 1 98] ; [  1 163],[ 0.75285171 98.24714829] ; [  1.24714829 162.75285171],0
a1,1,0.722781,0.125844,[ 5 94] ; [ 10 154],[ 5.64638783 93.35361217] ; [  9.35361217 154.64638783],0
n1,1,0.877339,0.023822,[11 21] ; [20 41],[10.66666667 21.33333333] ; [20.33333333 40.66666667],0
a4,1,0.911726,0.01229,[39 59] ; [66 97],[39.42528736 58.57471264] ; [65.57471264 97.42528736],0
